# x y z radius flag s ra dec R_eff
-207.84483287612878 -56.88905226172537 168.119579963712 16.197659981700326 73 273.31306589279296 195.30747337768491 37.96043997306669 21.80512057299031
-84.12267170225219 -1.7018590834294545 188.16117419077116 16.179132761624953 74 206.11683019956055 181.15897464034128 65.90727642709794 19.467264738009796
-215.36048112165585 -94.85243548257692 207.30499781776854 16.169354129146836 75 313.61199509290543 203.77040386618958 41.3780016525769 21.650814019492557
-138.8141462816707 -217.783914450638 190.2128900273599 16.15808491307648 76 320.749347830845 237.48681057631498 36.37207923081081 20.53108254069103
-289.2047941215308 -116.32008210885762 30.332815749356506 16.13173159570945 77 313.19299825502617 201.91031777066092 5.557821661356222 22.163377272371417
-151.17395537716214 -222.46428535689765 146.35097391629324 16.079232057402578 78 306.20667956460215 235.80222289897205 28.551490326992635 21.07659888334342
-122.90180933276409 -175.1989390811031 82.79646066136128 16.052060611904718 79 229.46628704552555 234.9503941366192 21.150680020017084 21.38417040967487
-81.89429331367121 31.050569491404637 153.79630903900272 16.038505078716295 80 176.9862079855563 159.2355642979621 60.33956163651509 21.274916425621296
-144.80109587629028 -86.68198835465859 170.90835380632876 16.00424347879827 81 240.18907109375527 210.90591961093375 45.361785911326194 21.788828569154543
-163.63549825788652 25.111395629339306 177.2248609068127 15.99953214402353 82 242.51971013507148 171.2754893386309 46.95054603401792 21.93330579782982
-130.68166063201207 84.58868448298765 212.50170853813256 15.988724030111712 83 263.41966156634595 147.08549815628513 53.77514714464708 21.291733921816082
-141.8941549249727 -231.44584214704966 116.82656796945336 15.929098868433895 84 295.5496168709249 238.48849033106214 23.283800123833064 21.112441879506804
-215.90660278549404 149.9233285710474 82.54770939500501 15.925024103817284 85 275.5118688959834 145.2242834769093 17.434528734037173 21.516596151997
-249.4125126281727 -76.9569654250331 111.22990267970593 15.91789916877832 86 283.7270999271395 197.14776425360117 23.080951748776503 22.03999858971639
-205.86019172216405 -9.150844681246042 236.13821881197651 15.898394107263398 87 313.40615003212577 182.54522182750824 48.89077270548789 20.284035918235915
-126.43486716876136 -39.21747261139045 168.05051572732353 15.876666756040034 88 213.92700070404135 197.23280568426412 51.771644577959535 22.373132842014314
-251.13272445057086 27.693577451544588 -7.297965619139996 15.826660637581877 89 252.76043959490417 173.70715288417688 -1.6545340289058388 19.618189333491387
-104.5182637375611 28.19120793636231 237.7795349186045 15.813179339545556 90 261.26216504831586 164.90510180519252 65.52173521800736 19.617410711621158
-107.82231495284586 205.25712647992796 198.20552764602894 15.785748525993668 91 305.0271639740116 117.71310919380998 40.52624678666856 20.892143411937262
-194.73153569789602 199.20989752794497 119.71472581620867 15.78387195956008 92 303.2104382200674 134.34868445454526 23.254991214368633 20.851813000987093
-168.78624816302684 170.7740488667163 6.126667973280383 15.762346688327325 93 240.18765454481067 134.6645918535494 1.4616500405548167 20.679021775017848
-142.26692051708596 118.21783542596359 187.24705871868684 15.750782120442443 94 263.2048523204206 140.27484215811867 45.34990614652983 20.84073502103637
-202.04461625785436 -178.85462753424653 -1.0065655940032672 15.745102359032652 95 269.8370210395392 221.51600656728854 -0.21372936103563558 20.393758184291517
-251.20258386933162 4.824185422128541 118.2651376232723 15.712652557986422 96 277.69165216957316 178.89980633400367 25.206791571088125 20.31501067678947
-198.36165304608556 8.78492237474129 199.55408685541397 15.687994790787526 97 281.5072891436454 177.46417578316786 45.14363103581803 21.152069638293135
-143.0012353047993 -74.19164876213101 279.1399326281446 15.686651238133908 98 322.2931212923836 207.4211076399317 60.009210801821425 19.78376701537794
-59.28431272370142 68.89301420208533 59.25966787603111 15.682879529117596 99 108.50154550856807 130.71289052281492 33.10426202923589 21.612979773584854
-96.88593708035667 195.52698056947804 234.35157319109942 15.674779143016522 100 320.21609077574334 116.35896072106226 47.042085832246684 19.184211214965647
-238.75873202859938 177.71815887269557 109.12674445912894 15.652362558680762 101 317.0143884262246 143.33814029266088 20.134968893201247 20.704897751300603
-133.61849738184645 71.44039910997223 248.0433920028312 15.635540191580255 102 290.6598661388339 151.86838870495916 58.58125087568652 21.141893926668402
-75.3318036117119 50.873759881116385 172.84963913983884 15.627050774785038 103 195.29469483477405 145.96769768299595 62.2602398601487 21.153053394511208
-115.08361081700427 2.2465841165176106 241.9012414936708 15.626699536121043 104 267.89082712002573 178.88165273846488 64.55317099966354 20.57246750672743
-145.4595477700215 -285.3910655919354 35.73168066681068 15.61250845969659 105 322.30931317669746 242.99274264390507 6.364977268282454 17.72078389337044
-138.5748424934835 -163.70010355118794 240.95637917245358 15.61222766308058 106 322.5843882438557 229.75153421372826 48.32739005424025 19.51519376564757
-63.390866031403014 -36.021727108315865 145.5842368872357 15.600736129289663 107 162.82118028719736 209.60731328206614 63.397633505923736 19.359582279730034
-205.54637000677502 -88.77981815591646 161.64975583400977 15.599960215353416 108 276.1554089565414 203.3605356253594 35.82827945625447 21.282804544737324
-135.72737779200332 -37.24817108090339 104.13280507521051 15.590109915394656 109 175.0799486634527 195.34608334454924 36.496442833043744 20.50295716637124
-247.99648019637306 127.81969296622003 143.9705784748952 15.56749281871929 110 313.9548623069322 152.7330003610095 27.294931695045705 21.263694786021038
-170.352538617893 210.40659184469024 116.52289951621052 15.533607412299753 111 294.73463898382164 128.99484207150294 23.28771132749137 21.159867701289958
-161.44673658988 124.87342949210087 208.11881755176162 15.532586196828799 112 291.4993385374729 142.27929669739282 45.5580180119276 20.64144779824843
-153.52361299171244 -148.83811762954107 198.0084772132231 15.505498682477233 113 291.42690688032513 224.11219709312945 42.80026781996049 21.395435148483113
-226.16377187133585 139.69425784629897 52.24722880606086 15.502906682357589 114 270.9138429468136 148.29767739885554 11.119475922064005 21.315286696296994
-114.24031846606393 -243.65455964076548 166.60086570301607 15.476424697791726 115 316.5031488784234 244.87991302591186 31.7611775558132 20.98912814678769
-94.5913866522746 145.6494133628071 30.008273774015812 15.449209697893844 116 176.24352055217875 123.00153607618434 9.803283400226462 19.612154608846023
-244.96741500578386 69.06205870652904 137.3032679711954 15.379468620066747 117 289.1898853054337 164.25561108761747 28.34540821538208 20.527851309160972
-77.12720851219288 -203.6834595230625 97.3464453066126 15.334872097254681 118 238.562126897795 249.26022182963698 24.08270521809684 20.3698580899879
-118.33016704771723 -209.57909235150635 47.049326427086356 15.318361910053135 119 245.23267217413022 240.55055172984447 11.061110202900739 20.748203503977937
-164.53292375138736 211.85191655829726 8.447358928463082 15.312656964681002 120 268.3722702152178 127.83438533868268 1.8037555464889237 19.674478746697734
-62.08468327622566 -84.84796247771119 102.59570422096557 15.28466174037637 121 146.89984056738862 233.80643720432798 44.29924256993228 21.412150042134776
-199.54503971120627 108.26749155898393 187.41169139036245 15.274636635609149 122 294.3861658971393 151.5169949390083 39.54013225313043 20.71424382741302
-102.72259741148034 -177.54194403422764 182.7689773388793 15.266969896798074 123 274.73182012266733 239.94709261071705 41.70252265370155 20.391637577559845
-301.10471948420724 47.36296791323479 65.88329077206261 15.227049090502515 124 311.8459729228027 171.06077284630825 12.196711190592795 20.943623203873013
-158.33965166912512 55.54145886410499 100.9401845633793 15.205912241901183 125 195.81935502687682 160.6704476872086 31.029279088526053 20.060998015948268
-169.60749782406876 100.86626634407958 153.0661780391125 15.196591599924771 126 249.73978830742524 149.25987912879873 37.79968067543186 20.104825010753366
-140.57714880794848 126.5136029317849 5.57315602431644 15.191724205214825 127 189.20540838418123 138.01410055332653 1.6879248570721073 18.910931616255564
-64.05906377963554 -135.00821220390125 169.43859991911697 15.186553556720227 128 225.9208271881272 244.61646864383044 48.58960320271481 19.87570505544037
-85.0594057322657 33.004299305324025 130.34053948571844 15.16302833760885 129 159.1007307009925 158.7930151206494 55.00806917406978 20.280126900827124
-210.19132468568245 -34.47204174859857 201.43823015784218 15.160495017697782 130 293.1656105421693 189.31377530023292 43.402098275389896 20.11167944442044
-194.09892101534342 251.11550550011881 9.812587693672803 15.154261844573687 131 317.5368878085611 127.70211433927057 1.7708474278038977 16.81767414921232
-254.41957047705114 -0.47703755503265405 74.9065910997118 15.152649676751734 132 265.2179156782881 180.10742965445365 16.4055350162106 20.797362117490923
-109.19033445424603 208.72663150832892 165.23030769508574 15.115561775581297 133 287.73319311483084 117.61523702538383 35.04700976740915 20.16374070139293
-194.9686966395102 -50.08665207243282 211.88576680201305 15.103082321615494 134 292.26194339737657 194.40749846056144 46.467668838209974 20.696096974530434
-277.16349388517807 -47.155318995398964 153.6320481002962 15.099404638602733 135 320.38419538998596 189.65558450847718 28.654346278614614 19.29295527194947
-255.2183498525113 184.15087400260012 68.12626480321399 15.095377760278936 136 322.0079788660492 144.1879519314097 12.214198766528785 19.57531682128179
-162.76790496708333 186.44810776300028 105.18124883844413 15.084611279071524 137 268.9226336383599 131.12073387968087 23.024259904165973 21.035963198587343
-165.90019842110542 151.24641413045555 146.78001856401562 15.078378634766821 138 268.2214150159084 137.64547447388404 33.17749589334676 19.408161577073432
-115.41613946331856 -70.95173903189928 28.29379527827896 15.041206765246818 139 138.40366097584305 211.5810016391162 11.796106286633158 20.567741539309253
-81.97732135389391 -41.46340687600451 107.34257943008173 15.03650886754453 140 141.28667553887766 206.82988437830895 49.442180665489914 19.933374364121267
-118.28975118997229 169.59489161429673 211.48852219395116 14.999473738893625 141 295.7740480806793 124.89516300168448 45.64599161129491 20.540280928129768
-283.4955084867109 152.37689736120583 3.37923529809156 14.982365713918085 142 321.8692924352463 151.7422743415249 0.6015469078783726 17.91773662330147
-71.14877512181205 87.77043815039525 181.54918197241096 14.982331584236135 143 213.83616038756898 129.0290352557885 58.104226990201305 19.814774556073292
-118.24155496473502 -97.71891286533183 113.6859249138729 14.945545340320132 144 190.93072245079762 219.5715053461263 36.54330864722696 19.57166164386197
-212.22263592405747 -217.34297636808319 33.353658043737106 14.93667706121333 145 305.59594742075814 225.68292245825114 6.265915559611038 20.417492778381163
-161.18217056730083 -193.22111618732472 174.10044233586552 14.921182621987594 146 305.9821169137277 230.16564038742513 34.679751968902266 19.314245469265995
-237.7323653543697 -110.97656035715937 126.83180952183265 14.921152250105845 147 291.4082744059822 205.02377832966803 25.800407483739544 19.607554267958008
-186.81335369308178 -29.368714949058603 192.45254113519258 14.915134418375679 148 269.8142530060421 188.93428078844335 45.50224321264728 20.357798477214363
-188.04268149999405 -81.48316796864614 230.23560964320401 14.910048444584016 149 308.23366570784026 203.42818129061283 48.32699594092345 20.103203741283078
-139.80563517185868 149.7586245087107 220.29701714271422 14.907250069140453 150 300.83888878023265 133.03138736211673 47.07751741370647 20.244910343693938
-97.52234684843903 63.942430573313885 108.90598062921774 14.893002465029697 151 159.56113304706088 146.74836539694198 43.042017906191795 19.745009021064707
-68.82101794828004 -69.53162740838131 60.4355073072605 14.86058604643748 152 114.99317486260384 225.29428107295382 31.70577081136932 19.903177746223143
-130.86224630680078 222.4637567211607 55.40577177790677 14.829426175248289 153 263.97888193804266 120.46577700623615 12.115738273203645 18.560903087130026
-259.62645273278366 -47.25336712405236 182.24202851053334 14.813779604954194 154 320.7038082386969 190.31521915863408 34.62873653330143 20.280057366677042
-146.23794352967894 127.5114115904744 255.19307079069605 14.786856495560388 155 320.5747956299281 138.9133691042016 52.75439731390844 19.017570443750294
-124.54432712966225 -138.34853359358885 -0.6731091828685142 14.783471034137982 156 186.15063589375345 228.00577604923757 -0.20717844549752643 18.304606718935702
-103.09900529427554 -256.8594611875655 83.92723532766055 14.758059670476262 157 289.22304286481057 248.1303157465986 16.868834669099073 18.98383587661999
-185.02318141016192 9.460811228729229 241.15821098289732 14.752097988008856 158 304.1058488959312 177.07283777458443 52.467459561740974 19.48579638141394
-283.0026604647788 -43.52172731169454 -0.32402149627248333 14.742931975705071 159 286.3297951109287 188.7427716599105 -0.06483805907502695 19.69334762604967
-71.43414169984857 -174.9087358413036 201.76741854404148 14.721272926710707 160 276.41634115935216 247.78449856728085 46.8813868649007 17.80551457357765
-114.02114432575122 78.38628108016657 287.51248264304 14.72053140186322 161 319.0746904574179 145.49258792142626 64.30066708158942 18.3039813963731
-140.02968108271327 112.27368348962402 70.40837690187257 14.714292628320395 162 192.7979022873714 141.27788803433577 21.41943920848784 19.992854639391837
-197.60703019296804 -89.97432925011738 84.09520622710735 14.712784869670779 163 232.8431274830177 204.4806983147654 21.171870233771223 19.137414486789034
-77.28116567100166 -187.4389405400812 43.62596970691834 14.709877148860231 164 207.38601744362097 247.5936224127289 12.143519816089901 17.265808211108617
-272.39270296020345 48.64591490927618 61.144322817830634 14.686650827189776 165 283.3775535856311 169.87443942887458 12.460694671711659 19.48933161622158
-88.21661976010434 27.381298500222066 194.83098930638647 14.677145552253007 166 215.61776806089608 162.7563327281228 64.63462129894305 18.168446443100965
-223.85910655810625 -184.83068370603056 -9.999369821564008 14.673065805355268 167 290.4742133564711 219.54499892330415 -1.9727565398037132 18.423018780753583
-139.0044801315712 -198.96848709484868 176.76565376321386 14.67248341977795 168 300.26122077917046 235.0608642021797 36.06525259408093 20.445988203323463
-204.64775367268498 72.43023833399748 56.66667233612972 14.667506055112046 169 224.36121380944147 160.50978547243812 14.629580623234943 19.232179714841347
-245.14793303109744 161.3056179706374 26.309182119126756 14.659499448824098 170 294.6339839904522 146.65536445372413 5.123019127869986 19.01953159441059
-176.0067596051284 -27.520376135818413 172.90786536125765 14.650165213004325 171 248.25970360318482 188.88679841612804 44.14525467094787 20.1626993255473
-148.4932134666188 134.20881196180494 121.92121833400438 14.618729858648653 172 234.3651491452812 137.89258794357465 31.34694696994725 19.17603178923468
-24.726040932191328 -63.97074385696921 35.07883843861799 14.580739791108517 173 77.03348671842024 248.8674321671706 27.088826406518418 17.25009806566326
-165.71706865465998 104.28606308659715 30.376868867258686 14.567482015296509 174 198.1425849225089 147.81771558870525 8.818686418668905 19.704921096479783
-168.8807816361579 -238.89730337786932 72.6545732285474 14.555378776702932 175 301.4487136782636 234.74282543101367 13.946632726145168 19.606669277297925
-123.05603361219742 24.025196780777073 98.84588555884758 14.54415120912231 176 159.6574664105444 168.95266239195803 38.25133168993966 19.709230437342736
-167.36219822909055 -271.0686995797014 48.32653048662497 14.524915628621619 177 322.21700581561254 238.30814720490838 8.625843780522263 17.670408667027125
-62.49289708946102 -254.05079610851763 103.24886642951985 14.514513409752706 178 281.26055110695205 256.18042578467106 21.536465430689425 18.796869287529972
-190.5265552699547 128.59521612329124 75.8899595063794 14.495898255470754 179 242.06689948588797 145.98275911497115 18.270779051171985 19.193083663534324
-94.52528824965484 124.06764293672376 259.84010010500975 14.492659212152956 180 303.05888497969534 127.30323540716785 59.02494589081985 18.677020552584693
-118.94820298591891 -38.08018613624069 215.2111970863767 14.454131404877483 181 248.82651571145183 197.75199501882065 59.87181316793101 19.726959421979018
-37.59144961499446 -64.38023549660574 11.686598416199173 14.443357216702637 182 75.46196650827879 239.71945702844576 8.909105867084824 17.90861065315342
-135.3960079066668 114.01733268609529 104.41232038622252 14.401803972707992 183 205.50903570974464 139.89918113751847 30.53514657078277 20.280019576178095
-151.7520966081738 77.89884361469605 59.87658919799646 14.397272119245745 184 180.7820084949523 152.8272279784267 19.34216018097395 18.639102317730188
-166.9876209476833 8.2290471305149 87.43404673424202 14.391267794406463 185 188.67245505046307 177.17878152746596 27.607829128286138 19.63192378491571
-82.17209877041266 139.07173598246516 218.77287623934177 14.386361260065357 186 271.9462684861576 120.57719485203057 53.55919411349063 16.509593687536018
-83.58651598402946 -203.62793608337185 60.13473366163442 14.38356870375913 187 228.1824449875097 247.68251256771015 15.28009560585815 18.261493529887332
-194.50002017272521 -38.1305260240654 107.31031038318235 14.380446468207685 188 225.3878824972571 191.09181307275517 28.431902667559672 18.73840682163776
-99.05752165856892 -16.894866730432305 5.114335266963391 14.374132062478319 189 100.61801798982042 189.67901091249564 2.9135552230157433 18.139263259392248
-292.42474475201396 -91.3721871175535 80.23923895162135 14.37000206784955 190 316.70087367966187 197.35214220715196 14.676411502778064 19.141223801080944
-99.79593501893916 128.87439927338556 15.650535410008986 14.348266751169417 191 163.74607993170486 127.75297773452607 5.484592578921099 19.741470655045504
-311.8764548977187 -41.36247216384456 20.678347753336197 14.346311943880188 192 315.2861736405221 187.55473830695658 3.760498222795482 18.75641619533907
-104.58570645873255 -62.413434146530555 50.66162506969695 14.338973861964 193 131.90984425787948 210.8274132607744 22.585551682234513 19.570637056734824
-55.414228653037725 -82.91779028193493 137.36063287294104 14.338223734141907 194 169.74698862043172 236.24506431558683 54.018629622953874 18.41235705117101
-191.83864015499674 134.54810908617267 157.88222953788883 14.337907182827227 195 282.5456705013148 144.9556842734387 33.97180102963302 18.832900607655834
-96.6376371645248 -189.85105619808598 88.9624921876406 14.334051476117178 196 230.86052385045642 243.02307921131467 22.665575116642977 19.345355687707645
-248.33843857763077 -135.59441167889608 98.57033232358025 14.282221344378375 197 299.62298805015394 208.63482894073366 19.20695058846726 18.92216121416322
-153.42273195010017 -31.63602046370194 48.90821200856815 14.243146945471103 198 164.1078476846464 191.65118334066636 17.339007879543335 19.491949678996743
-60.5709693286625 111.4110350493523 102.5660458804017 14.231235297974393 199 163.098298040545 118.5316511448599 38.96608806448064 18.932575785503104
-105.50778053435944 -88.0673075636125 136.53228611761224 14.230866682244539 200 193.72353384989654 219.8517405824338 44.81169575159235 18.759249438232924
-139.2789114748919 100.99666959445763 172.78584039548585 14.228198116720726 201 243.8316818872747 144.0526415505737 45.12335614370092 19.625131197522915
-118.61857645815797 -140.85128980540503 167.82852269775478 14.227648549055042 202 249.15028707933863 229.89743503816115 42.34580301463985 19.882611407306204
-72.68237458418837 -59.537515592763604 94.81061961189926 14.19976713441092 203 133.47845117975822 219.32250114591585 45.25986344133664 19.478225977801742
-166.55594068869203 180.92594481910237 59.465767202934586 14.187107023753859 204 253.00445916310167 132.63190041887458 13.593887247774154 19.178385356467107
-271.80537282399683 172.04467732783263 31.71202760300732 14.184830965527755 205 323.2385874049134 147.66741217889944 5.63018411398254 17.225991164423693
