# gal zone depth edge out
90859 660 2 0 0
90861 339 3 0 0
90862 636 3 0 0
90864 679 1 0 0
90866 660 3 0 0
90868 660 1 0 0
90869 719 1 0 0
90870 725 2 0 0
90871 11 2 0 0
90876 679 3 0 0
90877 11 5 0 0
90880 458 3 0 0
90881 719 2 0 0
90883 660 3 0 0
90884 660 1 0 0
90885 636 3 0 0
90886 636 2 0 0
90889 339 3 0 0
90892 274 3 0 0
90894 660 3 0 0
90895 660 1 0 0
90899 66 4 0 0
90902 679 3 0 0
90906 679 3 0 0
90909 459 1 0 0
90912 905 1 0 0
90913 660 4 0 0
90914 679 1 0 0
90915 660 5 0 0
90916 660 1 0 0
90917 660 2 0 0
90921 458 3 0 0
90925 905 0 0 0
90927 11 1 0 0
90930 1036 0 1 0
90932 905 1 0 0
90941 589 2 0 0
90942 274 3 0 0
90945 636 3 0 0
90948 324 3 0 0
90950 274 3 0 0
90952 254 4 0 0
90955 636 3 0 0
90956 458 2 0 0
90958 11 3 0 0
90965 274 4 0 0
90966 274 4 0 0
90970 589 3 0 0
90972 955 1 0 0
90973 955 1 0 0
90975 409 2 0 0
90977 922 1 0 0
90987 1036 0 1 0
90993 11 2 0 0
90994 274 3 0 0
90997 274 3 0 0
90998 922 0 0 0
90999 274 4 0 0
91000 274 4 0 0
91001 636 2 0 0
91010 636 1 0 0
91016 11 3 0 0
91022 274 3 0 0
91024 66 5 0 0
91025 208 2 0 0
91027 589 3 0 0
91029 208 3 0 0
91031 589 3 0 0
91034 274 4 0 0
91036 459 1 0 0
91039 11 7 0 0
91043 660 1 0 0
91046 636 1 0 0
91049 11 3 0 0
91050 11 6 0 0
91051 11 2 0 0
91052 458 2 0 0
91053 11 5 0 0
91054 636 1 0 0
91056 636 1 0 0
91058 660 1 0 0
91059 589 3 0 0
91060 589 3 0 0
91062 11 6 0 0
91067 458 2 0 0
91068 458 2 0 0
91069 458 2 0 0
91072 11 5 0 0
91075 660 1 0 0
91076 11 2 0 0
91078 274 4 0 0
91080 339 4 0 0
91081 636 2 0 0
91082 11 2 0 0
91088 459 2 0 0
91090 660 2 0 0
91094 11 2 0 0
91096 636 2 0 0
91097 660 2 0 0
91098 636 2 0 0
91101 11 3 0 0
91103 339 3 0 0
91106 660 1 0 0
91107 660 0 0 0
91108 636 2 0 0
91110 636 2 0 0
91111 1036 0 1 0
91112 1036 0 1 0
91113 1036 0 1 0
91116 636 3 0 0
91117 1036 0 1 0
91118 636 2 0 0
91119 274 4 0 0
91120 208 2 0 0
91125 636 3 0 0
91126 636 3 0 0
91128 208 2 0 0
91130 636 2 0 0
91131 636 3 0 0
91132 636 2 0 0
91134 660 1 0 0
91137 636 3 0 0
91138 660 3 0 0
91139 324 4 0 0
91140 324 4 0 0
91141 208 2 0 0
91142 636 3 0 0
91143 208 2 0 0
91145 208 2 0 0
91147 208 2 0 0
91148 636 4 0 0
91149 636 2 0 0
91156 589 3 0 0
91159 589 3 0 0
91160 636 2 0 0
91161 636 3 0 0
91162 274 4 0 0
91163 636 4 0 0
91165 636 4 0 0
91166 208 2 0 0
91168 208 2 0 0
91174 636 1 0 0
91175 208 2 0 0
91177 208 2 0 0
91185 208 2 0 0
91186 589 3 0 0
91188 207 4 0 0
91189 254 3 0 0
91190 11 3 0 0
91193 660 2 0 0
91197 458 3 0 0
91198 207 4 0 0
91199 458 1 0 0
91201 11 2 0 0
91203 254 1 0 0
91207 636 4 0 0
91208 458 1 0 0
91209 254 4 0 0
91210 207 3 0 0
91211 636 3 0 0
91212 636 3 0 0
91214 11 4 0 0
91217 207 3 0 0
91222 208 3 0 0
91226 636 3 0 0
91227 207 3 0 0
91229 589 2 0 0
91230 11 4 0 0
91231 636 2 0 0
91232 1036 0 1 0
91233 207 5 0 0
91234 207 4 0 0
91235 207 5 0 0
91240 208 1 0 0
91242 208 3 0 0
91244 636 2 0 0
91245 208 2 0 0
91246 660 1 0 0
91247 208 2 0 0
91248 208 2 0 0
91249 636 2 0 0
91250 208 1 0 0
91251 121 6 0 0
91252 207 5 0 0
91254 207 4 0 0
91255 207 5 0 0
91256 121 6 0 0
91257 1036 0 1 0
91258 208 2 0 0
91259 207 3 0 0
91260 121 5 0 0
91262 409 4 0 0
91267 66 3 0 0
91270 254 4 0 0
91272 636 1 0 0
91274 260 2 0 0
91276 11 2 0 0
91277 66 4 0 0
91280 66 4 0 0
91282 121 5 0 0
91283 66 4 0 0
91284 636 2 0 0
91285 66 4 0 0
91288 208 1 0 0
91291 636 2 0 0
91292 636 1 0 0
91302 254 2 0 0
91303 636 2 0 0
91305 11 2 0 0
91306 955 0 0 0
91310 254 2 0 0
91311 636 2 0 0
91314 1036 0 1 0
91315 1036 0 1 0
91318 121 5 0 0
91319 208 2 0 0
91322 636 2 0 0
91324 458 3 0 0
91326 589 3 0 0
91330 208 2 0 0
91331 636 2 0 0
91337 260 3 0 0
91340 458 1 0 0
91343 208 2 0 0
91347 254 1 0 0
91348 254 1 0 0
91350 254 2 0 0
91351 636 0 0 0
91353 636 1 0 0
91355 409 2 0 0
91356 208 4 0 0
91357 121 6 0 0
91358 208 4 0 0
91359 409 2 0 0
91360 208 3 0 0
91363 121 6 0 0
91364 121 6 0 0
91366 11 1 0 0
91367 121 6 0 0
91368 208 4 0 0
91369 955 1 0 0
91372 458 2 0 0
91373 409 3 0 0
91374 344 3 0 0
91376 208 4 0 0
91377 208 4 0 0
91378 121 6 0 0
91379 208 2 0 0
91381 922 1 0 0
91383 66 5 0 0
91385 922 1 0 0
91386 922 1 0 0
91391 208 3 0 0
91397 458 2 0 0
91401 208 2 0 0
91405 208 1 0 0
91409 208 2 0 0
91411 207 4 0 0
91412 208 2 0 0
91416 207 4 0 0
91417 208 2 0 0
91418 11 2 0 0
91421 660 2 0 0
91422 207 3 0 0
91423 208 2 0 0
91424 208 2 0 0
91434 11 3 0 0
91436 207 3 0 0
91438 207 4 0 0
91444 589 2 0 0
91448 1036 0 1 0
91450 11 3 0 0
91453 207 3 0 0
91455 207 3 0 0
91456 922 2 0 0
91457 11 3 0 0
91459 11 2 0 0
91460 260 3 0 0
91463 11 3 0 0
91465 458 4 0 0
91466 251 4 0 0
91467 1036 0 1 0
91471 254 2 0 0
91472 458 2 0 0
91474 208 1 0 0
91475 254 2 0 0
91478 11 3 0 0
91479 121 5 0 0
91482 589 3 0 0
91484 121 5 0 0
91485 35 4 0 0
91491 458 3 0 0
91498 458 4 0 0
91499 458 4 0 0
91501 66 4 0 0
91503 458 3 0 0
91505 458 4 0 0
91506 589 4 0 0
91507 11 3 0 0
91509 1036 0 1 0
91510 458 3 0 0
91511 660 1 0 0
91513 208 1 0 0
91516 458 4 0 0
91518 66 5 0 0
91525 11 2 0 0
91531 66 3 0 0
91535 208 3 0 0
91538 636 2 0 0
91539 208 3 0 0
91543 636 3 0 0
91545 636 2 0 0
91549 1036 0 1 0
91550 458 2 0 0
91551 251 5 0 0
91552 458 2 0 0
91554 121 4 0 0
91556 458 2 0 0
91557 251 6 0 0
91558 90 3 0 0
91559 458 2 0 0
91560 90 4 0 0
91561 121 4 0 0
91563 90 4 0 0
91564 121 4 0 0
91566 458 2 0 0
91569 90 4 0 0
91570 11 3 0 0
91572 121 5 0 0
91575 121 5 0 0
91578 90 5 0 0
91579 121 4 0 0
91580 458 2 0 0
91582 458 2 0 0
91583 90 4 0 0
91591 208 2 0 0
91593 90 5 0 0
91603 90 5 0 0
91604 90 4 0 0
91605 208 2 0 0
91607 90 5 0 0
91608 90 5 0 0
91610 208 2 0 0
91616 90 5 0 0
91618 208 1 0 0
91619 208 2 0 0
91620 208 1 0 0
91621 636 2 0 0
91622 636 2 0 0
91624 1036 0 1 0
91631 251 2 0 0
91632 251 2 0 0
91633 251 2 0 0
91635 121 5 0 0
91636 121 5 0 0
91640 208 2 0 0
91641 208 2 0 0
91646 66 4 0 0
91647 458 2 0 0
91649 66 4 0 0
91651 491 2 0 0
91653 11 3 0 0
91654 1036 0 1 0
91657 121 5 0 0
91658 208 2 0 0
91659 458 3 0 0
91660 636 2 0 0
91662 636 1 0 0
91663 254 1 0 0
91664 458 1 0 0
91666 90 4 0 0
91673 636 1 0 0
91674 636 1 0 0
91676 636 2 0 0
91678 1036 0 1 0
91680 66 4 0 0
91682 458 1 0 0
91684 636 2 0 0
91685 121 5 0 0
91686 66 4 0 0
91688 636 1 0 0
91696 660 2 0 0
91700 1036 0 1 0
91704 458 2 0 0
91706 208 3 0 0
91709 636 1 0 0
91715 121 5 0 0
91717 251 3 0 0
91718 208 2 0 0
91720 121 5 0 0
91722 208 1 0 0
91724 342 2 0 0
91725 251 3 0 0
91727 121 4 0 0
91729 208 3 0 0
91732 636 2 0 0
91734 208 2 0 0
91735 90 4 0 0
91738 208 2 0 0
91740 208 1 0 0
91742 636 2 0 0
91743 458 3 0 0
91744 458 3 0 0
91752 251 3 0 0
91753 121 6 0 0
91754 636 2 0 0
91755 636 2 0 0
91756 251 2 0 0
91757 251 3 0 0
91761 251 3 0 0
91762 90 4 0 0
91763 636 2 0 0
91764 251 3 0 0
91766 121 4 0 0
91767 121 4 0 0
91768 251 2 0 0
91769 636 2 0 0
91770 121 5 0 0
91771 660 2 0 0
91772 11 3 0 0
91773 636 2 0 0
91774 251 2 0 0
91775 260 2 0 0
91776 90 4 0 0
91777 251 3 0 0
91778 90 4 0 0
91780 251 2 0 0
91782 660 3 0 0
91784 208 2 0 0
91785 90 4 0 0
91787 251 2 0 0
91789 458 3 0 0
91793 90 4 0 0
91797 458 3 0 0
91798 458 3 0 0
91800 11 3 0 0
91803 208 4 0 0
91808 208 2 0 0
91809 208 2 0 0
91811 458 3 0 0
91812 208 1 0 0
91814 66 3 0 0
91815 251 2 0 0
91817 254 5 0 0
91819 90 4 0 0
91820 251 5 0 0
91821 90 5 0 0
91827 90 5 0 0
91829 90 3 0 0
91832 90 4 0 0
91834 121 4 0 0
91835 11 3 0 0
91837 121 5 0 0
91839 90 4 0 0
91840 11 3 0 0
91842 251 5 0 0
91844 458 1 0 0
91845 90 3 0 0
91846 11 3 0 0
91848 90 3 0 0
91849 208 4 0 0
91850 121 5 0 0
91852 208 2 0 0
91853 208 2 0 0
91855 90 4 0 0
91856 121 4 0 0
91857 458 1 0 0
91858 491 2 0 0
91859 491 1 0 0
91860 90 2 0 0
91861 491 2 0 0
91863 121 3 0 0
91865 121 5 0 0
91869 491 2 0 0
91871 1036 0 1 0
91872 121 3 0 0
91874 1036 0 1 0
91875 121 4 0 0
91877 251 4 0 0
91881 90 2 0 0
91891 491 1 0 0
91894 251 1 0 0
91897 66 2 0 0
91907 1036 0 1 0
91922 121 3 0 0
91928 121 4 0 0
91930 254 4 0 0
91931 489 4 0 0
91932 121 4 0 0
91935 121 3 0 0
91942 491 1 0 0
91943 121 4 0 0
91945 66 3 0 0
91947 90 3 0 0
91949 121 4 0 0
91950 90 3 0 0
91958 458 2 0 0
91960 121 3 0 0
91961 1036 0 1 0
91963 90 3 0 0
91964 121 4 0 0
91965 121 4 0 0
91967 121 5 0 0
91970 1036 0 1 0
91971 458 2 0 0
91972 251 2 0 0
91974 90 5 0 0
91976 11 3 0 0
91980 208 4 0 0
91981 208 1 0 0
91984 208 1 0 0
91985 90 3 0 0
91986 11 2 0 0
91989 121 4 0 0
91991 121 4 0 0
91992 90 6 0 0
91993 90 4 0 0
91994 458 1 0 0
91995 121 5 0 0
91998 121 6 0 0
92000 121 4 0 0
92001 121 4 0 0
92003 491 1 0 0
92007 208 2 0 0
92009 208 3 0 0
92010 254 1 0 0
92011 1036 0 1 0
92013 121 3 0 0
92014 90 3 0 0
92015 1036 0 1 0
92017 208 3 0 0
92019 1036 0 1 0
92020 251 4 0 0
92021 121 5 0 0
92024 208 3 0 0
92026 208 4 0 0
92030 208 4 0 0
92031 90 3 0 0
92032 489 4 0 0
92034 90 3 0 0
92035 251 4 0 0
92038 208 4 0 0
92039 208 3 0 0
92042 208 4 0 0
92047 90 3 0 0
92048 90 3 0 0
92051 90 3 0 0
92052 208 2 0 0
92053 90 3 0 0
92057 251 5 0 0
92058 208 3 0 0
92063 121 7 0 0
92064 90 3 0 0
92065 251 2 0 0
92067 90 4 0 0
92069 251 5 0 0
92072 251 5 0 0
92073 121 3 0 0
92078 90 3 0 0
92080 208 4 0 0
92081 90 3 0 0
92082 90 4 0 0
92083 90 3 0 0
92084 90 3 0 0
92085 1036 0 1 0
92086 121 5 0 0
92087 90 3 0 0
92088 90 4 0 0
92089 90 2 0 0
92090 90 2 0 0
92091 90 2 0 0
92094 90 2 0 0
92096 90 3 0 0
92097 90 3 0 0
92100 90 2 0 0
92101 90 4 0 0
92102 90 2 0 0
92107 90 2 0 0
92113 1036 0 1 0
92120 90 3 0 0
92123 1036 0 1 0
92125 121 5 0 0
92128 491 0 0 0
92131 1036 0 1 0
92134 121 3 0 0
92140 121 6 0 0
92142 491 1 0 0
92145 491 1 0 0
92150 251 2 0 0
92151 251 5 0 0
92165 90 6 0 0
92169 251 6 0 0
92170 491 3 0 0
92172 251 5 0 0
92174 121 1 0 0
92175 121 1 0 0
92176 90 2 0 0
92177 90 2 0 0
92179 90 6 0 0
92180 121 4 0 0
92181 121 2 0 0
92188 121 2 0 0
92194 491 2 0 0
92195 491 2 0 0
92201 251 2 0 0
92202 90 5 0 0
92205 1036 0 1 0
92207 1036 0 1 0
92208 491 2 0 0
92209 1036 0 1 0
92210 90 5 0 0
92212 90 4 0 0
92216 491 2 0 0
92219 251 4 0 0
92227 90 5 0 0
92233 251 1 0 0
92237 90 5 0 0
92241 491 3 0 0
92243 491 1 0 0
92249 1036 0 1 0
92260 121 4 0 0
92261 121 4 0 0
92262 90 2 0 0
92263 491 1 0 0
92268 1036 0 1 0
92269 251 3 0 0
92273 491 1 0 0
92277 121 2 0 0
92280 251 2 0 0
92282 491 5 0 0
92285 90 4 0 0
92292 251 4 0 0
92296 251 1 0 0
92302 90 5 0 0
92303 90 2 0 0
92308 90 5 0 0
92310 90 5 0 0
92312 491 1 0 0
92320 121 2 0 0
92322 90 5 0 0
92323 90 2 0 0
92324 208 2 0 0
92331 251 4 0 0
92333 491 2 0 0
92335 90 5 0 0
92336 90 5 0 0
92337 66 4 0 0
92340 90 3 0 0
92342 491 3 0 0
92343 251 4 0 0
92345 90 5 0 0
92349 90 2 0 0
92350 121 5 0 0
92351 491 2 0 0
92357 491 2 0 0
92359 90 5 0 0
92360 90 4 0 0
92362 90 2 0 0
92367 491 3 0 0
92370 121 3 0 0
92377 491 2 0 0
92378 128 6 0 0
92380 491 3 0 0
92381 491 3 0 0
92384 491 2 0 0
92385 322 4 0 0
92393 322 5 0 0
92398 73 1 0 0
92403 251 6 0 0
92412 322 5 0 0
92414 491 3 0 0
92415 322 5 0 0
92417 491 2 0 0
92420 489 6 0 0
92423 491 2 0 0
92424 491 2 0 0
92430 90 2 0 0
92431 322 5 0 0
92432 342 4 0 0
92433 90 1 0 0
92439 825 2 0 0
92440 491 2 0 0
92444 90 4 0 0
92445 342 3 0 0
92447 491 2 0 0
92456 491 2 0 0
92460 251 5 0 0
92461 342 3 0 0
92468 254 2 0 0
92473 90 5 0 0
92476 90 2 0 0
92479 251 1 0 0
92488 90 2 0 0
92489 90 2 0 0
92491 90 5 0 0
92492 254 2 0 0
92499 90 6 0 0
92500 251 1 0 0
92503 491 1 0 0
92517 90 5 0 0
92518 90 5 0 0
92524 90 4 0 0
92533 90 5 0 0
92538 491 5 0 0
92540 90 2 0 0
92542 491 1 0 0
92544 491 2 0 0
92548 90 4 0 0
92550 491 3 0 0
92551 90 5 0 0
92562 342 1 0 0
92565 489 6 0 0
92567 491 2 0 0
92570 90 2 0 0
92572 251 5 0 0
92573 128 3 0 0
92580 90 2 0 0
92584 121 1 0 0
92585 491 2 0 0
92587 342 2 0 0
92589 90 4 0 0
92591 491 3 0 0
92593 1036 0 1 0
92594 90 2 0 0
92604 342 2 0 0
92606 251 1 0 0
92608 121 1 0 0
92611 90 2 0 0
92612 121 3 0 0
92614 251 4 0 0
92615 251 4 0 0
92617 491 2 0 0
92618 491 2 0 0
92622 322 4 0 0
92627 251 5 0 0
92628 90 2 0 0
92630 121 2 0 0
92632 90 2 0 0
92635 322 4 0 0
92636 121 3 0 0
92644 342 3 0 0
92645 322 4 0 0
92650 342 3 0 0
92655 128 3 0 0
92657 762 5 0 0
92660 8 4 0 0
92661 762 5 0 0
92664 762 5 0 0
92665 128 6 0 0
92666 128 6 0 0
92668 128 7 0 0
92671 342 3 0 0
92676 128 6 0 0
92689 1036 0 1 0
92690 128 7 0 0
92692 128 7 0 0
92698 342 1 0 0
92702 128 5 0 0
92706 489 5 0 0
92710 1036 0 1 0
92715 128 8 0 0
92716 762 6 0 0
92719 128 3 0 0
92720 128 7 0 0
92722 342 3 0 0
92745 762 5 0 0
92754 322 5 0 0
92757 251 5 0 0
92760 322 4 0 0
92762 128 2 0 0
92763 128 4 0 0
92767 128 3 0 0
92768 251 2 0 0
92774 762 5 0 0
92776 322 5 0 0
92787 121 3 0 0
92792 128 7 0 0
92794 762 5 0 0
92801 128 4 0 0
92803 491 2 0 0
92805 322 5 0 0
92822 128 6 0 0
92832 128 2 0 0
92835 491 3 0 0
92847 799 0 0 0
92849 489 6 0 0
92851 73 1 0 0
92852 322 4 0 0
92853 489 6 0 0
92855 491 2 0 0
92856 342 2 0 0
92859 128 3 0 0
92866 121 1 0 0
92875 322 4 0 0
92884 322 3 0 0
92891 489 5 0 0
92894 121 1 0 0
92898 128 2 0 0
92919 322 5 0 0
92920 322 5 0 0
92921 322 5 0 0
92923 322 4 0 0
92942 128 2 0 0
92945 322 4 0 0
92947 322 4 0 0
92949 322 6 0 0
92951 322 6 0 0
92952 322 6 0 0
92953 322 5 0 0
92954 251 2 0 0
92955 128 5 0 0
92958 251 1 0 0
92961 90 2 0 0
92968 128 1 0 0
92972 322 4 0 0
92973 322 5 0 0
92977 128 7 0 0
92978 762 5 0 0
92979 322 5 0 0
92981 322 5 0 0
92985 322 5 0 0
92986 322 5 0 0
92988 66 1 0 0
92989 322 5 0 0
92994 251 3 0 0
92996 251 2 0 0
92997 322 4 0 0
93002 322 5 0 0
93003 762 5 0 0
93006 322 4 0 0
93007 322 6 0 0
93008 429 3 0 0
93010 90 3 0 0
93019 90 2 0 0
93020 365 2 0 0
93025 8 3 0 0
93037 429 2 0 0
93040 128 7 0 0
93054 128 4 0 0
93059 8 4 0 0
93060 128 6 0 0
93063 762 4 0 0
93071 128 2 0 0
93072 128 6 0 0
93079 128 6 0 0
93084 8 4 0 0
93085 762 5 0 0
93089 128 7 0 0
93093 90 1 0 0
93100 128 6 0 0
93103 251 2 0 0
93109 762 4 0 0
93120 128 7 0 0
93122 1036 0 1 0
93124 762 4 0 0
93125 128 4 0 0
93126 128 5 0 0
93128 762 5 0 0
93129 128 4 0 0
93132 128 6 0 0
93137 128 4 0 0
93142 322 6 0 0
93152 322 5 0 0
93154 322 5 0 0
93155 322 4 0 0
93156 90 1 0 0
93158 762 5 0 0
93162 322 5 0 0
93163 322 6 0 0
93165 322 4 0 0
93166 128 6 0 0
93169 322 5 0 0
93171 322 6 0 0
93174 762 5 0 0
93177 128 5 0 0
93178 322 6 0 0
93179 322 5 0 0
93182 8 3 0 0
93184 90 2 0 0
93189 322 6 0 0
93191 90 2 0 0
93192 525 0 0 0
93197 90 1 0 0
93202 322 4 0 0
93203 762 6 0 0
93207 128 6 0 0
93208 128 6 0 0
93211 322 5 0 0
93215 128 6 0 0
93218 322 5 0 0
93219 322 4 0 0
93221 322 4 0 0
93227 73 2 0 0
93231 128 3 0 0
93236 322 5 0 0
93239 128 7 0 0
93240 128 6 0 0
93241 128 5 0 0
93246 128 8 0 0
93247 322 5 0 0
93248 322 4 0 0
93249 128 7 0 0
93253 128 6 0 0
93254 128 3 0 0
93255 128 6 0 0
93256 128 8 0 0
93257 322 4 0 0
93259 322 6 0 0
93260 128 7 0 0
93264 8 4 0 0
93266 128 8 0 0
93268 128 8 0 0
93270 322 5 0 0
93271 128 7 0 0
93273 128 3 0 0
93280 128 8 0 0
93284 66 2 0 0
93289 322 5 0 0
93291 128 2 0 0
93292 8 4 0 0
93299 128 6 0 0
93301 8 4 0 0
93306 128 5 0 0
93307 110 2 0 0
93309 90 2 0 0
93311 128 5 0 0
93314 128 6 0 0
93317 128 7 0 0
93318 128 7 0 0
93323 365 1 0 0
93330 231 2 0 0
93332 73 3 0 0
93334 1036 0 1 0
93338 231 1 0 0
93340 231 1 0 0
93341 231 2 0 0
93342 66 4 0 0
93343 1036 0 1 0
93349 231 1 0 0
93351 231 2 0 0
93352 402 3 0 0
93354 8 3 0 0
93363 525 1 0 0
93367 231 2 0 0
93369 8 4 0 0
93370 128 2 0 0
93371 231 1 0 0
93372 231 2 0 0
93374 525 2 0 0
93375 231 1 0 0
93376 231 2 0 0
93380 365 1 0 0
93381 8 3 0 0
93385 128 5 0 0
93388 525 1 0 0
93389 1036 0 1 0
93393 66 2 0 0
93394 231 4 0 0
93400 525 1 0 0
93401 1036 0 1 0
93402 762 4 0 0
93403 90 3 0 0
93406 231 2 0 0
93407 231 2 0 0
93409 231 3 0 0
93411 231 2 0 0
93412 1036 0 1 0
93413 231 2 0 0
93416 128 6 0 0
93420 342 2 0 0
93422 90 2 0 0
93425 231 3 0 0
93428 231 2 0 0
93429 231 2 0 0
93430 525 2 0 0
93432 231 2 0 0
93435 8 3 0 0
93437 73 2 0 0
93438 231 2 0 0
93439 128 6 0 0
93441 90 2 0 0
93442 128 7 0 0
93443 90 2 0 0
93444 1036 0 1 0
93445 429 3 0 0
93446 231 3 0 0
93447 8 3 0 0
93449 8 4 0 0
93451 8 3 0 0
93457 1036 0 1 0
93458 90 2 0 0
93475 128 6 0 0
93479 762 5 0 0
93481 128 5 0 0
93482 322 5 0 0
93483 128 5 0 0
93486 128 6 0 0
93488 322 4 0 0
93493 128 7 0 0
93494 128 5 0 0
93498 128 7 0 0
93500 128 7 0 0
93503 1036 0 1 0
93505 8 4 0 0
93506 128 8 0 0
93509 322 6 0 0
93510 128 2 0 0
93512 128 7 0 0
93513 90 2 0 0
93514 128 5 0 0
93517 128 3 0 0
93518 128 8 0 0
93520 128 5 0 0
93521 8 4 0 0
93522 8 3 0 0
93523 128 8 0 0
93526 8 4 0 0
93529 8 3 0 0
93535 128 2 0 0
93536 8 5 0 0
93538 128 8 0 0
93539 128 6 0 0
93542 128 6 0 0
93543 8 3 0 0
93549 73 3 0 0
93552 66 2 0 0
93555 365 1 0 0
93556 73 3 0 0
93557 429 4 0 0
93558 73 2 0 0
93559 66 2 0 0
93560 1036 0 1 0
93563 231 4 0 0
93566 231 5 0 0
93567 231 1 0 0
93568 128 6 0 0
93570 231 4 0 0
93571 231 6 0 0
93573 231 5 0 0
93574 1036 0 1 0
93575 231 4 0 0
93580 1036 0 1 0
93581 128 2 0 0
93582 1036 0 1 0
93584 73 2 0 0
93586 231 1 0 0
93587 231 1 0 0
93588 231 6 0 0
93593 90 3 0 0
93597 231 3 0 0
93598 342 2 0 0
93603 128 3 0 0
93607 73 2 0 0
93609 1036 0 1 0
93613 762 5 0 0
93619 8 3 0 0
93620 128 7 0 0
93623 73 3 0 0
93626 128 2 0 0
93632 231 3 0 0
93633 231 5 0 0
93634 1036 0 1 0
93636 1036 0 1 0
93638 231 5 0 0
93639 231 4 0 0
93643 231 4 0 0
93654 1036 0 1 0
93655 231 4 0 0
93656 128 6 0 0
93660 365 0 0 0
93663 249 3 0 0
93664 1036 0 1 0
93665 1036 0 1 0
93668 749 3 0 0
93669 1036 0 1 0
93670 249 4 0 0
93673 555 2 0 0
93675 249 3 0 0
93677 146 2 0 0
93679 1036 0 1 0
93681 821 1 0 0
93683 249 2 0 0
93684 555 2 0 0
93686 1036 0 1 0
93693 535 3 0 0
93694 555 2 0 0
93695 249 4 0 0
93697 249 6 0 0
93702 749 2 0 0
93704 1036 0 1 0
93706 821 2 0 0
93710 249 6 0 0
93712 249 4 0 0
93713 249 4 0 0
93715 1036 0 1 0
93716 1036 0 1 0
93717 249 5 0 0
93718 249 6 0 0
93720 1036 0 1 0
93721 1036 0 1 0
93723 1036 0 1 0
93724 1036 0 1 0
93725 249 5 0 0
93726 1036 0 1 0
93727 749 4 0 0
93728 1036 0 1 0
93729 555 2 0 0
93730 1036 0 1 0
93737 821 2 0 0
93738 821 2 0 0
93742 1036 0 1 0
93745 1036 0 1 0
93749 249 4 0 0
93750 1036 0 1 0
93751 1036 0 1 0
93753 821 3 0 0
93754 821 2 0 0
93756 749 3 0 0
93757 1036 0 1 0
93761 1036 0 1 0
93763 1036 0 1 0
93766 1036 0 1 0
93768 1036 0 1 0
93769 1036 0 1 0
93771 1036 0 1 0
93772 1036 0 1 0
93776 1036 0 1 0
93777 249 5 0 0
93779 1036 0 1 0
93783 821 0 0 0
93786 146 2 0 0
93787 1036 0 1 0
93788 249 4 0 0
93793 749 3 0 0
93794 821 1 0 0
93796 146 3 0 0
93797 146 2 0 0
93799 146 2 0 0
93800 821 2 0 0
93801 249 6 0 0
93806 601 1 0 0
93811 249 4 0 0
93812 1036 0 1 0
93816 821 1 0 0
93818 249 3 0 0
93820 535 0 0 0
93821 249 5 0 0
93827 1036 0 1 0
93834 146 1 0 0
93838 601 1 0 0
93840 249 2 0 0
93843 601 2 0 0
93845 555 1 0 0
93848 146 2 0 0
93851 249 2 0 0
93853 146 2 0 0
93854 463 2 0 0
93856 1036 0 1 0
93857 146 3 0 0
93858 146 3 0 0
93861 146 3 0 0
93862 601 2 0 0
93864 249 5 0 0
93873 249 4 0 0
93874 252 1 0 0
93875 249 2 0 0
93877 821 1 0 0
93878 850 0 0 0
93879 249 2 0 0
93881 249 5 0 0
93882 555 2 0 0
93884 305 4 0 0
93885 249 3 0 0
93894 249 2 0 0
93896 749 3 0 0
93897 535 1 0 0
93899 555 2 0 0
93900 305 4 0 0
93901 1036 0 1 0
93902 749 3 0 0
93903 249 4 0 0
93908 555 2 0 0
93910 249 3 0 0
93912 252 2 0 0
93914 146 2 0 0
93918 249 4 0 0
93924 249 5 0 0
93929 601 2 0 0
93930 249 4 0 0
93931 655 2 0 0
93942 249 5 0 0
93943 535 2 0 0
93949 146 3 0 0
93950 252 1 0 0
93952 555 2 0 0
93953 249 5 0 0
93955 146 1 0 0
93960 252 3 0 0
93961 655 1 0 0
93964 601 1 0 0
93965 146 2 0 0
93967 146 2 0 0
93970 749 3 0 0
93971 601 1 0 0
93977 601 1 0 0
93978 1036 0 1 0
93983 146 2 0 0
93991 123 3 0 0
93996 420 2 0 0
93997 821 1 0 0
94001 535 2 0 0
94002 601 2 0 0
94003 601 2 0 0
94006 601 2 0 0
94008 601 1 0 0
94012 655 2 0 0
94019 1036 0 1 0
94026 749 3 0 0
94027 821 2 0 0
94030 601 2 0 0
94038 146 3 0 0
94041 535 1 0 0
94043 601 2 0 0
94045 420 2 0 0
94046 249 3 0 0
94047 535 2 0 0
94059 601 3 0 0
94060 252 1 0 0
94063 358 4 0 0
94064 655 2 0 0
94074 601 3 0 0
94076 749 2 0 0
94079 363 6 0 0
94082 850 1 0 0
94084 249 4 0 0
94090 249 4 0 0
94091 928 2 0 0
94092 821 2 0 0
94093 535 3 0 0
94095 249 4 0 0
94096 127 2 0 0
94097 655 2 0 0
94099 601 3 0 0
94101 127 3 0 0
94107 252 1 0 0
94108 305 4 0 0
94111 127 2 0 0
94112 535 2 0 0
94113 363 7 0 0
94124 123 1 0 0
94130 363 6 0 0
94131 582 3 0 0
94132 358 5 0 0
94133 582 3 0 0
94134 252 1 0 0
94136 249 3 0 0
94140 363 6 0 0
94144 123 3 0 0
94155 127 2 0 0
94167 252 1 0 0
94171 601 4 0 0
94172 305 4 0 0
94173 363 7 0 0
