# gal zone depth edge out
252262 1036 0 1 0
252274 529 1 0 0
252276 92 4 0 0
252278 92 3 0 0
252279 92 3 0 0
252281 117 3 0 0
252288 92 3 0 0
252295 117 3 0 0
252298 117 2 0 0
252300 81 3 0 0
252301 693 4 0 0
252306 356 2 0 0
252310 41 3 0 0
252319 1036 0 1 0
252324 356 2 0 0
252327 117 2 0 0
252330 117 2 0 0
252331 693 3 0 0
252335 694 2 0 0
252336 117 6 0 0
252339 155 2 0 0
252341 529 1 0 0
252343 117 7 0 0
252344 651 1 0 0
252347 155 3 0 0
252350 117 4 0 0
252353 155 3 0 0
252357 693 2 0 0
252360 117 7 0 0
252361 155 2 0 0
252363 102 3 0 0
252365 155 3 0 0
252366 356 2 0 0
252369 356 2 0 0
252374 155 3 0 0
252377 92 4 0 0
252383 155 3 0 0
252386 81 2 0 0
252387 356 3 0 0
252388 693 3 0 0
252390 356 2 0 0
252392 117 7 0 0
252394 693 4 0 0
252395 155 3 0 0
252398 117 7 0 0
252400 693 1 0 0
252401 92 3 0 0
252402 529 1 0 0
252404 117 6 0 0
252405 117 7 0 0
252406 155 4 0 0
252409 92 3 0 0
252410 529 1 0 0
252411 356 2 0 0
252412 693 3 0 0
252413 693 4 0 0
252414 155 3 0 0
252415 693 2 0 0
252416 693 3 0 0
252418 117 4 0 0
252422 448 2 0 0
252423 102 3 0 0
252424 693 3 0 0
252425 693 3 0 0
252427 448 2 0 0
252429 92 3 0 0
252432 356 2 0 0
252438 693 2 0 0
252440 117 3 0 0
252441 92 3 0 0
252442 693 3 0 0
252443 92 2 0 0
252444 448 2 0 0
252445 356 2 0 0
252446 693 4 0 0
252448 92 4 0 0
252452 356 2 0 0
252453 92 4 0 0
252454 92 3 0 0
252455 117 4 0 0
252456 356 2 0 0
252458 448 2 0 0
252460 693 3 0 0
252462 693 4 0 0
252463 92 3 0 0
252465 356 3 0 0
252469 117 6 0 0
252471 693 2 0 0
252472 92 3 0 0
252474 1036 0 1 0
252476 117 7 0 0
252478 117 7 0 0
252479 117 6 0 0
252480 693 3 0 0
252483 92 3 0 0
252485 102 3 0 0
252486 117 7 0 0
252490 356 3 0 0
252495 92 4 0 0
252497 92 3 0 0
252498 102 3 0 0
252499 117 6 0 0
252501 92 4 0 0
252506 92 4 0 0
252507 46 6 0 0
252508 117 5 0 0
252509 117 5 0 0
252511 155 2 0 0
252512 117 3 0 0
252513 155 1 0 0
252520 117 7 0 0
252521 92 4 0 0
252522 92 5 0 0
252528 529 1 0 0
252529 102 3 0 0
252531 117 6 0 0
252533 155 3 0 0
252534 155 2 0 0
252535 694 4 0 0
252537 155 2 0 0
252540 155 3 0 0
252541 225 2 0 0
252542 102 2 0 0
252543 246 5 0 0
252544 155 3 0 0
252547 694 2 0 0
252550 529 3 0 0
252551 529 3 0 0
252552 694 2 0 0
252553 246 3 0 0
252558 529 2 0 0
252559 529 2 0 0
252563 1036 0 1 0
252564 102 2 0 0
252566 653 4 0 0
252567 225 2 0 0
252568 529 2 0 0
252570 155 3 0 0
252571 155 3 0 0
252573 529 3 0 0
252575 155 3 0 0
252577 155 4 0 0
252582 653 4 0 0
252584 225 3 0 0
252590 124 6 0 0
252595 155 2 0 0
252597 225 2 0 0
252600 155 3 0 0
252607 155 1 0 0
252610 694 2 0 0
252611 653 5 0 0
252614 155 2 0 0
252615 653 4 0 0
252620 448 2 0 0
252621 1036 0 1 0
252624 155 2 0 0
252629 155 2 0 0
252639 600 3 0 0
252640 694 1 0 0
252641 694 2 0 0
252643 102 2 0 0
252644 523 4 0 0
252661 693 3 0 0
252664 693 1 0 0
252666 694 1 0 0
252667 102 3 0 0
252668 694 3 0 0
252670 653 3 0 0
252673 694 2 0 0
252676 600 2 0 0
252677 356 2 0 0
252684 117 5 0 0
252687 693 2 0 0
252689 693 3 0 0
252692 155 2 0 0
252694 117 6 0 0
252695 693 2 0 0
252697 694 2 0 0
252698 693 3 0 0
252699 523 3 0 0
252704 155 1 0 0
252707 693 2 0 0
252708 155 2 0 0
252709 694 2 0 0
252711 653 3 0 0
252714 117 5 0 0
252715 155 2 0 0
252716 694 1 0 0
252717 117 6 0 0
252724 694 2 0 0
252730 102 4 0 0
252731 694 1 0 0
252732 102 4 0 0
252738 694 1 0 0
252740 693 2 0 0
252743 694 2 0 0
252747 448 2 0 0
252751 117 6 0 0
252752 694 2 0 0
252755 694 1 0 0
252757 102 4 0 0
252759 653 5 0 0
252760 155 1 0 0
252761 102 4 0 0
252762 694 1 0 0
252765 102 2 0 0
252766 102 4 0 0
252767 693 3 0 0
252769 693 2 0 0
252771 102 3 0 0
252774 651 1 0 0
252775 155 1 0 0
252778 523 4 0 0
252783 651 1 0 0
252785 529 1 0 0
252790 102 3 0 0
252795 155 1 0 0
252796 155 2 0 0
252797 155 2 0 0
252798 651 2 0 0
252799 117 5 0 0
252800 653 4 0 0
252802 155 1 0 0
252803 102 4 0 0
252804 102 4 0 0
252805 117 5 0 0
252806 102 4 0 0
252814 600 3 0 0
252815 1036 0 1 0
252820 155 1 0 0
252821 651 1 0 0
252823 155 2 0 0
252825 529 3 0 0
252826 600 3 0 0
252829 102 3 0 0
252832 102 4 0 0
252834 523 4 0 0
252835 653 5 0 0
252838 653 3 0 0
252840 651 2 0 0
252842 155 2 0 0
252843 529 2 0 0
252844 529 2 0 0
252845 694 3 0 0
252846 653 4 0 0
252847 653 3 0 0
252848 155 2 0 0
252851 694 3 0 0
252855 372 2 0 0
252857 155 1 0 0
252858 653 4 0 0
252863 1036 0 1 0
252864 529 2 0 0
252868 225 3 0 0
252870 225 3 0 0
252871 1036 0 1 0
252879 1036 0 1 0
252883 1036 0 1 0
252884 626 4 0 0
252885 246 3 0 0
252888 1036 0 1 0
252890 112 2 0 0
252891 1036 0 1 0
252893 107 2 0 0
252906 853 2 0 0
252912 1036 0 1 0
252915 1036 0 1 0
252918 112 4 0 0
252919 112 4 0 0
252920 138 1 0 0
252921 107 1 0 0
252922 107 2 0 0
252924 107 2 0 0
252927 969 2 0 0
252935 853 3 0 0
252938 853 2 0 0
252940 941 1 0 0
252941 107 2 0 0
252948 853 1 0 0
252949 112 3 0 0
252953 81 3 0 0
252960 1036 0 1 0
252963 138 3 0 0
252964 626 3 0 0
252968 626 4 0 0
252969 112 2 0 0
252970 626 4 0 0
252971 107 3 0 0
252973 112 2 0 0
252974 1036 0 1 0
252975 626 4 0 0
252977 626 3 0 0
252984 138 1 0 0
252985 112 2 0 0
252989 989 1 0 0
252991 989 1 0 0
252993 1036 0 1 0
252994 626 4 0 0
252995 112 2 0 0
252998 112 2 0 0
253001 763 0 0 0
253003 138 1 0 0
253005 626 5 0 0
253006 138 3 0 0
253009 1036 0 1 0
253010 1036 0 1 0
253011 1004 0 0 0
253013 1036 0 1 0
253018 626 3 0 0
253023 1036 0 1 0
253024 989 1 0 0
253029 1036 0 1 0
253031 1036 0 1 0
253040 1036 0 1 0
253046 112 3 0 0
253047 1036 0 1 0
253050 1036 0 1 0
253051 626 5 0 0
253052 1036 0 1 0
253054 107 2 0 0
253058 107 2 0 0
253060 853 3 0 0
253069 112 2 0 0
253076 107 2 0 0
253083 853 2 0 0
253085 112 2 0 0
253087 1036 0 1 0
253088 853 2 0 0
253091 853 2 0 0
253093 112 1 0 0
253095 626 4 0 0
253098 969 1 0 0
253099 246 2 0 0
253101 138 5 0 0
253104 853 2 0 0
253106 626 3 0 0
253109 853 2 0 0
253110 626 3 0 0
253111 853 2 0 0
253112 853 2 0 0
253115 853 2 0 0
253120 246 3 0 0
253122 138 2 0 0
253124 941 1 0 0
253127 626 5 0 0
253132 112 4 0 0
253134 246 2 0 0
253135 112 2 0 0
253139 138 2 0 0
253142 112 1 0 0
253145 1036 0 1 0
253147 1036 0 1 0
253149 1036 0 1 0
253154 112 4 0 0
253158 1036 0 1 0
253162 1036 0 1 0
253163 112 1 0 0
253180 112 1 0 0
253182 853 1 0 0
253183 112 2 0 0
253185 1036 0 1 0
253194 1036 0 1 0
253203 1036 0 1 0
253209 1036 0 1 0
253210 796 2 0 0
253211 1036 0 1 0
253212 1036 0 1 0
253216 1036 0 1 0
253218 1036 0 1 0
253224 1036 0 1 0
253226 1036 0 1 0
253231 1036 0 1 0
253235 1036 0 1 0
253239 1036 0 1 0
253240 1036 0 1 0
253242 1036 0 1 0
253243 1036 0 1 0
253245 1036 0 1 0
253247 1036 0 1 0
253249 853 3 0 0
253254 1036 0 1 0
253255 626 4 0 0
253260 1036 0 1 0
253266 853 2 0 0
253267 1036 0 1 0
253270 626 4 0 0
253272 138 4 0 0
253275 138 4 0 0
253276 853 1 0 0
253277 1036 0 1 0
253281 1036 0 1 0
253288 138 4 0 0
253289 796 1 0 0
253291 138 4 0 0
253296 1036 0 1 0
253303 112 0 0 0
253304 626 4 0 0
253308 626 5 0 0
253310 626 4 0 0
253311 1036 0 1 0
253313 626 4 0 0
253314 112 1 0 0
253324 1036 0 1 0
253329 626 5 0 0
253334 1036 0 1 0
253335 1036 0 1 0
253337 626 5 0 0
253339 107 3 0 0
253340 1036 0 1 0
253344 1036 0 1 0
253346 107 3 0 0
253349 1036 0 1 0
253361 1036 0 1 0
253362 1036 0 1 0
253364 1036 0 1 0
253368 1036 0 1 0
253371 1036 0 1 0
253372 1036 0 1 0
253375 1036 0 1 0
253382 1036 0 1 0
253388 1036 0 1 0
253397 1036 0 1 0
253402 1036 0 1 0
253406 653 4 0 0
253408 1036 0 1 0
253409 853 3 0 0
253411 246 3 0 0
253413 246 5 0 0
253414 138 2 0 0
253415 138 2 0 0
253416 1036 0 1 0
253417 981 2 0 0
253418 981 2 0 0
253419 981 1 0 0
253420 981 1 0 0
253421 1036 0 1 0
253422 694 2 0 0
253427 81 2 0 0
253428 246 4 0 0
253432 138 2 0 0
253433 246 5 0 0
253436 1036 0 1 0
253443 138 3 0 0
253444 626 4 0 0
253447 626 3 0 0
253448 529 4 0 0
253450 523 7 0 0
253452 968 1 0 0
253454 102 3 0 0
253455 981 2 0 0
253456 626 3 0 0
253459 981 1 0 0
253460 138 2 0 0
253461 41 5 0 0
253462 246 5 0 0
253463 981 2 0 0
253464 981 1 0 0
253470 246 5 0 0
253471 102 2 0 0
253472 138 2 0 0
253473 448 3 0 0
253477 81 2 0 0
253478 246 5 0 0
253482 246 5 0 0
253483 981 2 0 0
253484 246 4 0 0
253485 694 4 0 0
253486 529 3 0 0
253488 981 2 0 0
253489 694 2 0 0
253490 246 5 0 0
253491 694 4 0 0
253493 653 4 0 0
253494 694 2 0 0
253495 694 2 0 0
253496 41 4 0 0
253497 653 3 0 0
253498 694 4 0 0
253499 246 5 0 0
253500 694 1 0 0
253502 246 4 0 0
253503 246 5 0 0
253504 246 6 0 0
253507 246 5 0 0
253509 246 6 0 0
253510 102 1 0 0
253511 694 5 0 0
253516 653 2 0 0
253518 102 2 0 0
253520 968 1 0 0
253522 225 1 0 0
253523 653 3 0 0
253528 694 2 0 0
253530 246 6 0 0
253531 246 5 0 0
253535 246 5 0 0
253544 529 4 0 0
253545 155 5 0 0
253546 155 5 0 0
253547 694 4 0 0
253548 124 6 0 0
253549 155 4 0 0
253550 246 3 0 0
253551 694 3 0 0
253552 155 3 0 0
253554 246 3 0 0
253555 246 4 0 0
253558 102 2 0 0
253562 155 3 0 0
253563 694 2 0 0
253564 124 6 0 0
253565 246 5 0 0
253566 246 3 0 0
253567 246 4 0 0
253568 653 2 0 0
253569 246 3 0 0
253570 246 6 0 0
253571 155 3 0 0
253573 102 2 0 0
253575 793 7 0 0
253577 694 3 0 0
253578 793 7 0 0
253580 694 4 0 0
253581 694 5 0 0
253582 694 4 0 0
253584 155 5 0 0
253585 155 3 0 0
253587 694 4 0 0
253589 694 3 0 0
253590 155 4 0 0
253591 694 3 0 0
253595 529 2 0 0
253596 102 5 0 0
253600 529 2 0 0
253602 694 5 0 0
253603 246 3 0 0
253604 529 2 0 0
253605 246 3 0 0
253608 694 4 0 0
253611 694 5 0 0
253613 694 3 0 0
253616 793 6 0 0
253617 102 3 0 0
253622 246 5 0 0
253624 694 4 0 0
253626 694 3 0 0
253627 981 3 0 0
253629 155 5 0 0
253632 155 5 0 0
253633 246 3 0 0
253638 529 4 0 0
253639 1036 0 1 0
253646 694 4 0 0
253647 155 5 0 0
253650 246 5 0 0
253651 246 5 0 0
253652 529 4 0 0
253654 981 2 0 0
253655 529 3 0 0
253663 107 2 0 0
253664 246 3 0 0
253665 102 3 0 0
253666 155 5 0 0
253667 155 5 0 0
253668 981 3 0 0
253671 981 2 0 0
253672 155 5 0 0
253675 793 6 0 0
253676 155 3 0 0
253677 793 5 0 0
253680 102 3 0 0
253681 1036 0 1 0
253682 1036 0 1 0
253686 107 2 0 0
253687 1036 0 1 0
253690 155 5 0 0
253691 155 4 0 0
253692 102 3 0 0
253696 155 3 0 0
253697 246 5 0 0
253699 1036 0 1 0
253702 793 6 0 0
253703 102 3 0 0
253705 1036 0 1 0
253706 1036 0 1 0
253707 1036 0 1 0
253709 1036 0 1 0
253710 981 3 0 0
253711 981 3 0 0
253713 981 1 0 0
253714 246 4 0 0
253715 981 3 0 0
253716 981 2 0 0
253717 1036 0 1 0
253719 981 3 0 0
253720 155 5 0 0
253722 1036 0 1 0
253723 1036 0 1 0
253724 1036 0 1 0
253725 1036 0 1 0
253726 1036 0 1 0
253728 246 5 0 0
253729 981 3 0 0
253730 155 4 0 0
253731 155 4 0 0
253732 981 2 0 0
253733 1036 0 1 0
253734 246 4 0 0
253735 155 5 0 0
253737 653 4 0 0
253739 246 3 0 0
253740 246 4 0 0
253741 112 3 0 0
253742 981 2 0 0
253744 112 4 0 0
253745 246 3 0 0
253746 246 4 0 0
253756 112 3 0 0
253761 853 2 0 0
253764 981 1 0 0
253765 107 3 0 0
253767 989 1 0 0
253771 1036 0 1 0
253772 1036 0 1 0
253773 1036 0 1 0
253774 81 5 0 0
253775 653 3 0 0
253777 653 2 0 0
253779 653 3 0 0
253780 246 4 0 0
253781 102 3 0 0
253799 694 1 0 0
253800 523 6 0 0
253802 653 4 0 0
253803 246 4 0 0
253807 1036 0 1 0
253808 41 6 0 0
253809 1036 0 1 0
253812 246 4 0 0
253814 981 1 0 0
253815 112 5 0 0
253820 694 2 0 0
253823 246 4 0 0
253826 1036 0 1 0
253829 112 4 0 0
253830 653 3 0 0
253834 41 5 0 0
253837 246 2 0 0
253839 653 4 0 0
253843 448 3 0 0
253845 626 3 0 0
253848 523 6 0 0
253852 968 2 0 0
253854 653 2 0 0
253861 1036 0 1 0
253862 968 0 0 0
253864 225 2 0 0
253865 81 3 0 0
253867 981 1 0 0
253868 102 2 0 0
253870 41 4 0 0
253877 1036 0 1 0
253881 41 4 0 0
253884 448 3 0 0
253886 653 3 0 0
253888 138 2 0 0
253891 102 2 0 0
253895 102 2 0 0
253899 155 4 0 0
253900 981 2 0 0
253901 246 6 0 0
253902 81 3 0 0
253903 694 5 0 0
253904 653 4 0 0
253905 246 4 0 0
253906 138 2 0 0
253909 246 6 0 0
253911 246 6 0 0
253912 246 4 0 0
253915 155 4 0 0
253916 138 2 0 0
253917 155 5 0 0
253921 793 7 0 0
253923 155 4 0 0
253924 981 3 0 0
253925 155 5 0 0
253928 981 2 0 0
253929 246 6 0 0
253930 1036 0 1 0
253931 246 4 0 0
253932 1036 0 1 0
253933 1036 0 1 0
253936 155 3 0 0
253937 981 2 0 0
253938 102 4 0 0
253939 1036 0 1 0
253941 1036 0 1 0
253942 246 4 0 0
253943 246 5 0 0
253944 155 5 0 0
253946 246 5 0 0
253947 246 5 0 0
253948 981 2 0 0
253949 246 6 0 0
253950 529 3 0 0
253952 981 1 0 0
253953 981 2 0 0
253955 138 3 0 0
253956 1036 0 1 0
253957 1036 0 1 0
253958 1036 0 1 0
253959 155 4 0 0
253960 1036 0 1 0
253961 1036 0 1 0
253962 981 3 0 0
253963 529 3 0 0
253964 981 2 0 0
253965 102 2 0 0
253968 246 5 0 0
253969 981 1 0 0
253970 138 2 0 0
253973 138 3 0 0
253974 246 5 0 0
253975 155 6 0 0
253978 102 2 0 0
253979 138 2 0 0
253981 981 2 0 0
253983 981 2 0 0
253984 246 5 0 0
253985 246 3 0 0
253986 981 2 0 0
253987 155 6 0 0
253988 112 6 0 0
253989 112 6 0 0
253990 1036 0 1 0
253991 246 5 0 0
253992 246 5 0 0
253993 246 6 0 0
253998 1036 0 1 0
253999 981 2 0 0
254002 981 3 0 0
254005 41 5 0 0
254007 1036 0 1 0
254009 981 3 0 0
254013 793 6 0 0
254015 1036 0 1 0
254016 246 5 0 0
254022 1036 0 1 0
254023 1036 0 1 0
254029 1036 0 1 0
254033 1036 0 1 0
254040 1036 0 1 0
254041 1036 0 1 0
254045 1036 0 1 0
254047 1036 0 1 0
254048 1036 0 1 0
254049 626 2 0 0
254052 853 1 0 0
254053 107 2 0 0
254054 138 3 0 0
254055 138 1 0 0
254060 138 2 0 0
254061 138 2 0 0
254063 1036 0 1 0
254064 1036 0 1 0
254065 112 4 0 0
254069 107 3 0 0
254071 853 1 0 0
254073 309 3 0 0
254076 112 2 0 0
254078 1036 0 1 0
254079 112 5 0 0
254081 107 4 0 0
254085 112 3 0 0
254087 81 4 0 0
254090 112 2 0 0
254092 1036 0 1 0
254093 246 3 0 0
254094 107 4 0 0
254095 112 4 0 0
254096 107 3 0 0
254102 112 4 0 0
254106 1036 0 1 0
254108 112 3 0 0
254110 246 4 0 0
254111 1036 0 1 0
254113 981 1 0 0
254114 1036 0 1 0
254115 1036 0 1 0
254117 309 4 0 0
254119 112 3 0 0
254121 112 3 0 0
254122 653 4 0 0
254123 653 2 0 0
254130 112 2 0 0
254134 653 3 0 0
254136 246 2 0 0
254138 653 2 0 0
254140 969 3 0 0
254145 81 5 0 0
254147 102 2 0 0
254150 102 1 0 0
254159 968 1 0 0
254161 653 3 0 0
254165 246 5 0 0
254166 981 2 0 0
254167 107 1 0 0
254169 968 2 0 0
254171 246 3 0 0
254173 1036 0 1 0
254174 102 2 0 0
254175 523 6 0 0
254176 523 6 0 0
254178 523 6 0 0
254186 246 4 0 0
254187 981 1 0 0
254189 41 6 0 0
254190 1036 0 1 0
254191 1036 0 1 0
254193 1036 0 1 0
254194 653 4 0 0
254196 112 4 0 0
254197 246 3 0 0
254198 81 3 0 0
254201 102 2 0 0
254202 626 2 0 0
254205 112 5 0 0
254206 41 5 0 0
254208 1036 0 1 0
254209 138 2 0 0
254210 246 3 0 0
254213 981 0 0 0
254215 102 2 0 0
254221 246 4 0 0
254222 41 5 0 0
254223 41 5 0 0
254224 1036 0 1 0
254228 112 4 0 0
254230 653 3 0 0
254233 653 4 0 0
254236 246 2 0 0
254237 246 2 0 0
254239 981 1 0 0
254249 81 5 0 0
254253 81 4 0 0
254254 309 4 0 0
254257 246 4 0 0
254258 41 6 0 0
254260 81 5 0 0
254261 246 5 0 0
254264 41 6 0 0
254265 112 4 0 0
254273 1036 0 1 0
254282 246 4 0 0
254283 1036 0 1 0
254286 1036 0 1 0
254297 1036 0 1 0
254298 1036 0 1 0
254299 1036 0 1 0
254302 1036 0 1 0
254303 1036 0 1 0
254312 246 2 0 0
254313 138 3 0 0
254314 138 2 0 0
254317 853 1 0 0
254322 626 5 0 0
254323 138 2 0 0
254324 1036 0 1 0
254329 138 1 0 0
254330 626 4 0 0
254331 138 2 0 0
254334 626 4 0 0
254335 1036 0 1 0
254339 626 5 0 0
254345 626 5 0 0
254347 1036 0 1 0
254352 853 2 0 0
254353 112 2 0 0
254356 626 3 0 0
254358 246 4 0 0
254360 81 3 0 0
254363 112 3 0 0
254370 138 2 0 0
254372 112 1 0 0
254376 246 4 0 0
254377 107 3 0 0
254379 941 0 0 0
254381 81 3 0 0
254382 626 4 0 0
254383 309 6 0 0
254385 626 4 0 0
254386 138 2 0 0
254387 81 4 0 0
254388 112 2 0 0
254389 969 2 0 0
254390 309 5 0 0
254392 112 2 0 0
254393 653 2 0 0
254394 112 2 0 0
254398 246 3 0 0
254401 1036 0 1 0
254404 653 2 0 0
254405 694 2 0 0
254406 694 2 0 0
254407 112 3 0 0
254408 112 3 0 0
254410 112 4 0 0
254411 112 4 0 0
254412 246 3 0 0
254413 112 2 0 0
254414 246 3 0 0
254416 246 4 0 0
254418 1036 0 1 0
254419 1036 0 1 0
254420 626 4 0 0
254421 694 1 0 0
254423 626 3 0 0
254425 107 3 0 0
254428 112 3 0 0
254431 653 3 0 0
254434 1036 0 1 0
254435 653 3 0 0
254436 653 3 0 0
254437 1036 0 1 0
254438 1036 0 1 0
254439 246 4 0 0
254441 246 3 0 0
254442 1036 0 1 0
254443 529 4 0 0
254444 107 3 0 0
254450 112 3 0 0
254453 138 3 0 0
254456 112 2 0 0
254457 309 2 0 0
254461 246 3 0 0
254463 112 4 0 0
254464 112 3 0 0
254468 989 0 0 0
254470 112 1 0 0
254474 1036 0 1 0
254477 112 5 0 0
254478 1036 0 1 0
254479 1036 0 1 0
254485 112 3 0 0
254486 112 4 0 0
254489 1036 0 1 0
254490 1036 0 1 0
254492 1036 0 1 0
254497 589 0 0 0
254500 589 3 0 0
254504 589 2 0 0
254505 549 4 0 0
254506 324 2 0 0
254509 251 4 0 0
254510 324 2 0 0
254511 375 4 0 0
254512 679 1 0 0
254513 549 4 0 0
254518 589 3 0 0
254521 11 2 0 0
254523 324 1 0 0
254528 589 2 0 0
254531 23 2 0 0
254542 324 2 0 0
254544 589 1 0 0
254545 589 1 0 0
254546 11 7 0 0
254549 589 2 0 0
254552 589 1 0 0
254553 35 2 0 0
254554 35 3 0 0
254555 589 1 0 0
254563 589 1 0 0
254568 549 3 0 0
254569 589 1 0 0
254573 316 3 0 0
254581 23 3 0 0
254589 549 2 0 0
254591 1036 0 1 0
254592 375 2 0 0
254596 129 3 0 0
254600 129 2 0 0
254602 549 3 0 0
254606 886 0 0 0
254607 589 3 0 0
254608 324 3 0 0
254612 886 1 0 0
254615 129 3 0 0
254618 549 3 0 0
254619 549 2 0 0
254620 375 2 0 0
254621 375 3 0 0
254623 375 2 0 0
254626 324 1 0 0
254629 129 3 0 0
254631 324 1 0 0
254633 324 2 0 0
254635 324 3 0 0
254641 316 3 0 0
254644 129 2 0 0
254645 324 1 0 0
254647 375 2 0 0
254649 549 2 0 0
254650 23 3 0 0
254655 375 2 0 0
254656 375 2 0 0
254658 375 3 0 0
254662 324 2 0 0
254665 324 2 0 0
254666 324 1 0 0
254667 324 1 0 0
254670 21 2 0 0
254672 129 2 0 0
254675 589 3 0 0
254679 129 3 0 0
254680 129 2 0 0
254681 549 3 0 0
254682 324 2 0 0
254684 589 1 0 0
254685 35 2 0 0
254687 324 2 0 0
254688 23 2 0 0
254689 549 5 0 0
254698 324 2 0 0
254699 23 2 0 0
254700 129 2 0 0
254701 324 2 0 0
254703 324 2 0 0
254704 324 2 0 0
254705 549 5 0 0
254708 35 1 0 0
254710 549 4 0 0
254713 324 0 0 0
254714 324 1 0 0
254715 549 3 0 0
254716 324 2 0 0
254720 324 2 0 0
254721 324 1 0 0
254729 324 2 0 0
254735 375 4 0 0
254736 324 3 0 0
254738 589 2 0 0
254740 324 2 0 0
254742 129 2 0 0
254743 484 1 0 0
254746 589 2 0 0
254753 23 4 0 0
254754 251 4 0 0
254759 129 2 0 0
254764 203 2 0 0
254768 129 2 0 0
254772 203 2 0 0
254782 324 2 0 0
254785 35 3 0 0
254789 129 2 0 0
254790 324 3 0 0
254793 129 2 0 0
254795 129 2 0 0
254798 251 4 0 0
254799 1036 0 1 0
254806 589 3 0 0
254807 589 2 0 0
254808 129 2 0 0
254809 324 2 0 0
254813 375 3 0 0
254815 129 1 0 0
254816 589 2 0 0
254817 316 4 0 0
254820 35 3 0 0
254827 129 1 0 0
254839 324 2 0 0
254846 375 3 0 0
254847 375 4 0 0
254848 129 2 0 0
254851 375 4 0 0
254854 375 4 0 0
254855 324 3 0 0
254857 1036 0 1 0
254860 21 2 0 0
254861 324 2 0 0
254863 129 1 0 0
254865 129 1 0 0
254866 375 1 0 0
254867 589 2 0 0
254868 316 4 0 0
254869 1036 0 1 0
254877 324 2 0 0
254878 203 1 0 0
254881 1036 0 1 0
254882 129 2 0 0
254889 375 4 0 0
254894 1036 0 1 0
254897 324 2 0 0
254898 324 1 0 0
254904 324 3 0 0
254906 23 3 0 0
254908 324 2 0 0
254909 316 3 0 0
254911 23 4 0 0
254912 129 2 0 0
254915 251 3 0 0
254916 324 2 0 0
254919 324 2 0 0
254921 839 1 0 0
254923 375 5 0 0
254924 203 1 0 0
254926 324 1 0 0
254931 35 3 0 0
254932 324 2 0 0
254935 324 2 0 0
254939 324 2 0 0
254942 375 4 0 0
254948 589 2 0 0
254949 839 1 0 0
254950 129 2 0 0
254953 589 3 0 0
254957 316 4 0 0
254961 23 3 0 0
254965 23 2 0 0
254966 324 2 0 0
254967 23 2 0 0
254975 23 3 0 0
254977 129 1 0 0
254980 589 2 0 0
254982 203 1 0 0
254984 316 4 0 0
254985 589 3 0 0
254986 129 2 0 0
254988 129 2 0 0
254994 839 2 0 0
254996 324 3 0 0
255002 375 2 0 0
255003 23 5 0 0
255007 839 2 0 0
255009 839 3 0 0
255015 589 2 0 0
255016 589 2 0 0
255017 839 1 0 0
255018 208 2 0 0
255019 377 3 0 0
255022 839 1 0 0
255025 324 4 0 0
255029 324 5 0 0
255031 324 5 0 0
255034 839 3 0 0
255036 324 4 0 0
255037 839 3 0 0
255038 324 5 0 0
255040 839 2 0 0
255041 458 3 0 0
255047 1036 0 1 0
255048 324 3 0 0
255052 324 3 0 0
255053 324 5 0 0
255055 23 4 0 0
255056 839 2 0 0
255058 324 3 0 0
255059 839 0 0 0
255061 324 3 0 0
255062 839 1 0 0
255064 589 3 0 0
255065 839 2 0 0
255066 129 2 0 0
255069 208 2 0 0
255070 589 2 0 0
255071 207 2 0 0
255072 324 3 0 0
255074 589 2 0 0
255075 324 4 0 0
255078 839 2 0 0
255082 324 2 0 0
255085 324 2 0 0
255086 324 2 0 0
255087 324 3 0 0
255088 207 2 0 0
255089 324 2 0 0
255091 324 2 0 0
255092 324 2 0 0
255093 324 3 0 0
255095 324 2 0 0
255097 589 1 0 0
255098 839 2 0 0
255099 208 2 0 0
255102 589 2 0 0
255104 35 3 0 0
255105 324 3 0 0
255106 324 3 0 0
255107 839 1 0 0
255108 839 1 0 0
255109 458 2 0 0
255111 324 1 0 0
255112 324 2 0 0
255113 324 2 0 0
255120 324 1 0 0
255121 207 1 0 0
255123 203 2 0 0
255124 324 2 0 0
255126 23 3 0 0
255127 589 3 0 0
255128 324 2 0 0
255130 129 3 0 0
255133 458 2 0 0
255134 324 2 0 0
255140 207 2 0 0
255144 1036 0 1 0
255150 129 2 0 0
255152 324 3 0 0
255154 1036 0 1 0
255160 129 2 0 0
255161 484 2 0 0
255162 203 2 0 0
255164 251 5 0 0
255168 324 2 0 0
255169 375 2 0 0
255173 839 1 0 0
255174 129 2 0 0
255176 35 2 0 0
255178 839 2 0 0
255180 589 3 0 0
255181 324 3 0 0
255183 839 2 0 0
255187 324 2 0 0
255191 589 2 0 0
255193 251 3 0 0
255202 324 3 0 0
255203 324 2 0 0
255205 251 3 0 0
255206 324 2 0 0
255217 251 3 0 0
255218 251 4 0 0
255219 839 2 0 0
255220 251 3 0 0
255222 491 5 0 0
255224 203 2 0 0
255225 375 3 0 0
255226 1036 0 1 0
255228 839 2 0 0
255232 324 2 0 0
255235 839 3 0 0
255236 491 6 0 0
255239 324 3 0 0
255240 839 2 0 0
255241 251 4 0 0
255242 839 1 0 0
255245 324 2 0 0
255246 251 3 0 0
255248 324 3 0 0
255251 458 3 0 0
255252 589 2 0 0
255253 589 2 0 0
255254 203 1 0 0
255258 23 3 0 0
255259 129 2 0 0
255261 324 2 0 0
255263 203 3 0 0
