# x y z redshift ra dec radius x1 y1 z1 x2 y2 z2 x3 y3 z3
-133.84523607340805 80.94761509328798 256.0188733511453 0.1026062817805176 148.83507297695917 58.57637673165395 23.904054419189166 -4.2444425144667095 2.619365519347323 8.288129483970724 25.889417003117615 -19.202624222203212 19.32701875389502 -21.679120106176377 -30.65227675187816 -1.414826139504998
-245.1125697130259 134.20857347084123 113.00776373464636 0.1031024688435515 151.29759706776306 22.018112135132867 26.16460327273542 -8.689715483927293 4.6442424858462745 3.863361367777388 22.47999579206761 17.25838703101083 29.81668610840367 -6.78529660146365 -32.692682667284664 24.03876832581793
-134.93164652133706 27.948707662810428 261.0803308592145 0.1009192979407117 168.2976763253643 62.175321355499904 22.85707925679898 -4.066708164676022 0.6111598812584853 7.660024237637253 24.292140163943017 25.80002033117814 10.838230376892389 21.97440603054086 -26.47840117875587 13.778811876342749
-246.94671832101454 -59.46197236125917 82.55230188646047 0.0910794954139708 193.5384521567637 18.004316956431772 24.16723380427292 -10.082530795312152 -2.336704137893466 3.2944571239166303 -13.396741039771223 18.80451890323233 -27.66235939039731 -0.24772758664831726 29.77093558284431 20.35787531040254
-220.53368324110494 184.12688735174467 89.87693760768447 0.10295842408925661 140.14098706687307 17.371751624822252 23.04902652146754 6.221496500727233 -5.401477467460811 -2.468513753961783 -23.418787655210597 -15.441533190421124 -25.234946233167058 -11.415907212524854 -24.97481992482589 25.876663721225157
-170.78837890110736 -153.04710629640297 23.28825927881004 0.07835993220198481 221.86419509153885 5.798467593832461 25.028122810085687 -8.136229917163563 -7.606242691761038 1.2450499579083265 -24.600001350159562 23.85977608567558 -14.993791494174042 -7.523450027760659 13.614422385730206 34.00833943160906
-88.1904858520401 64.47893727563125 102.73728649859308 0.0506348101918351 143.8282458912227 43.24086154716261 26.705098397421555 -8.253404507223532 6.226068382284384 9.916176530932194 29.765231751640915 13.013431704860423 16.60337345763446 1.7898802664212925 -30.13552448673459 20.410935749008896
-102.23580504360395 -17.57565947799668 39.464013369473555 0.03735372589459175 189.7545372598552 20.828267852062986 30.467607566626686 16.621459492201627 3.0526258652814944 -6.324679911603226 13.672357434937176 -30.623389863279176 21.150917541778863 7.134243516129687 24.203029471927742 30.43068362114809
-104.58945589282777 115.94839231899488 120.32032584358615 0.06682263296966728 132.05155131943906 37.61571410537949 21.339962925410514 -4.96864031304171 5.644685640587533 5.522711933397864 19.31231545067392 24.638130068151522 -7.807495744884397 19.319134259445114 -7.278045613594989 24.819710047199727
-120.16548468114415 85.49322194549639 213.42072971065593 0.08840663124352982 144.56957999509117 55.35532033666374 27.97058054779262 5.406930118190172 -4.237442616052649 -10.381184850752438 -33.11221236685093 12.598544852388015 -22.388680340967923 -18.143247088422626 -37.37037514156197 5.80430383861273
-101.76025202550716 75.27166310337353 13.155674251186953 0.04288589223126058 143.50981104254646 5.933824733237956 19.961248096870488 -8.257883825961576 6.277440701945581 0.9318428175086981 14.770537752628297 20.944072189579714 -10.196769498716028 8.050417297867478 6.789136146144958 25.606261885704797
-220.99037605336613 56.84947904855651 101.82608552857019 0.08508441055346168 165.57354071034925 24.048465682723 27.72560300466519 -11.419635842632376 2.9177818950296857 5.011118474566339 18.455871896698056 17.572206356251602 31.826721213245744 -0.37572324158777515 -35.63641099499068 19.893493381655055
-48.55706831648391 71.03237936139115 42.412211038523864 0.03224525381688348 124.35614531219139 26.23956914500581 16.27164000572428 -4.017592994880221 6.127937605067016 3.737399866717384 19.10676273549302 12.618353498793283 -0.15018109336586238 5.838900104692091 -8.598782301034218 20.37542898656796
-65.51217970508478 -81.69720140311846 98.69551219449151 0.0485617698901575 231.27421806244718 43.30358632760365 34.11016745368604 8.404235959582254 12.963830878144412 -14.199645457236958 30.016209420370732 -29.78445406579574 -9.426807107890422 26.177803168953965 16.662902391364273 30.70636408417105
-287.64672586831944 -57.41431447149107 66.33130504484481 0.10285411800705395 191.2878993028742 12.74249322509446 24.601035183934858 -9.742142248059945 -1.848960952662851 2.1265099505656315 -10.594393282149847 21.20756498909471 -30.09632134741492 -1.0403888732700177 31.139370944850654 22.308790306012455
-127.88430033415004 -223.95479319654586 112.0849112261375 0.09601121382637255 240.2724536014677 23.490416224814098 27.359585245378177 -6.491613039098907 -7.149001193212571 0.990035411549564 -26.484225442699667 27.57352885316903 25.451460790360716 21.559195027288848 -14.32126628567668 37.94935145622941
