# NSAID zone depth edge out
80894 607 1 0 0
80898 607 1 0 0
80901 652 2 0 0
80902 254 6 0 0
80903 652 3 0 0
80905 33 3 0 0
80907 370 2 0 0
80913 370 4 0 0
80915 652 2 0 0
80916 501 2 0 0
80917 410 1 0 0
80918 136 1 0 0
80922 437 3 0 0
80923 501 3 0 0
80925 1036 0 1 0
80926 1036 0 1 0
80936 410 2 0 0
80941 410 2 0 0
80947 437 3 0 0
80948 444 5 0 0
80951 501 3 0 0
80955 410 2 0 0
80960 33 3 0 0
80967 1036 0 1 0
80968 437 3 0 0
80969 444 4 0 0
80973 1036 0 1 0
80975 652 3 0 0
80978 652 4 0 0
80982 136 1 0 0
80984 437 2 0 0
80994 444 3 0 0
80997 437 1 0 0
81003 437 2 0 0
81012 652 4 0 0
81020 501 3 0 0
81022 136 2 0 0
81023 370 1 0 0
81025 87 5 0 0
81026 136 2 0 0
81034 410 1 0 0
81037 410 2 0 0
81038 370 1 0 0
81043 410 2 0 0
81047 501 3 0 0
81050 136 2 0 0
81051 501 2 0 0
81053 87 5 0 0
81054 410 2 0 0
81056 410 2 0 0
81059 652 4 0 0
81061 370 5 0 0
81063 437 1 0 0
81069 33 4 0 0
81074 222 1 0 0
81075 222 1 0 0
81076 410 2 0 0
81083 410 2 0 0
81084 254 7 0 0
81089 501 2 0 0
81091 410 2 0 0
81094 33 2 0 0
81099 33 3 0 0
81101 136 2 0 0
81106 254 6 0 0
81112 533 1 0 0
81116 254 8 0 0
81123 254 8 0 0
81124 254 5 0 0
81129 822 2 0 0
81136 410 3 0 0
81138 222 4 0 0
81140 222 6 0 0
81151 33 2 0 0
81155 33 2 0 0
81157 222 1 0 0
81161 410 3 0 0
81164 254 5 0 0
81166 410 2 0 0
81167 222 1 0 0
81168 410 3 0 0
81170 33 2 0 0
81173 33 4 0 0
81177 501 2 0 0
81178 222 1 0 0
81179 437 3 0 0
81180 437 2 0 0
81183 33 3 0 0
81189 437 3 0 0
81190 33 2 0 0
81195 410 2 0 0
81197 136 2 0 0
81201 1036 0 1 0
81202 1036 0 1 0
81206 136 1 0 0
81208 370 4 0 0
81211 792 3 0 0
81213 410 2 0 0
81216 619 2 0 0
81219 136 2 0 0
81227 222 0 0 0
81232 254 5 0 0
81237 87 5 0 0
81241 136 1 0 0
81242 370 1 0 0
81248 437 1 0 0
81262 136 2 0 0
81264 501 1 0 0
81266 136 2 0 0
81267 437 3 0 0
81269 87 5 0 0
81275 222 1 0 0
81276 370 4 0 0
81277 370 2 0 0
81280 33 3 0 0
81283 410 3 0 0
81285 410 3 0 0
81289 84 3 0 0
81291 370 5 0 0
81292 84 3 0 0
81294 84 4 0 0
81295 136 2 0 0
81296 84 4 0 0
81297 222 1 0 0
81299 222 2 0 0
81300 437 4 0 0
81301 222 1 0 0
81302 136 2 0 0
81303 370 2 0 0
81304 370 1 0 0
81308 370 2 0 0
81312 410 3 0 0
81313 501 1 0 0
81314 370 1 0 0
81315 745 2 0 0
81323 84 4 0 0
81326 33 3 0 0
81329 84 4 0 0
81330 84 4 0 0
81331 87 5 0 0
81334 437 4 0 0
81335 222 2 0 0
81342 501 2 0 0
81344 254 5 0 0
81345 437 4 0 0
81351 222 6 0 0
81355 677 1 0 0
81356 118 3 0 0
81357 84 5 0 0
81358 84 4 0 0
81360 84 3 0 0
81361 118 3 0 0
81364 87 5 0 0
81365 222 2 0 0
81367 118 3 0 0
81368 437 4 0 0
81369 254 5 0 0
81370 370 5 0 0
81373 84 4 0 0
81375 253 2 0 0
81379 410 4 0 0
81380 370 6 0 0
81385 437 0 0 0
81389 136 2 0 0
81390 128 7 0 0
81393 8 5 0 0
81394 8 4 0 0
81399 128 7 0 0
81400 110 1 0 0
81402 365 2 0 0
81405 128 7 0 0
81407 8 2 0 0
81408 128 6 0 0
81413 128 7 0 0
81414 402 3 0 0
81415 402 5 0 0
81418 128 6 0 0
81425 110 2 0 0
81426 128 7 0 0
81427 231 0 0 0
81433 402 4 0 0
81435 402 3 0 0
81437 402 3 0 0
81438 402 4 0 0
81439 469 2 0 0
81440 469 2 0 0
81442 365 2 0 0
81443 8 2 0 0
81444 402 3 0 0
81447 128 6 0 0
81448 128 6 0 0
81449 128 6 0 0
81450 1036 0 1 0
81452 402 4 0 0
81453 365 2 0 0
81455 365 1 0 0
81457 1036 0 1 0
81458 1036 0 1 0
81460 73 1 0 0
81462 231 2 0 0
81463 128 3 0 0
81469 365 1 0 0
81470 73 3 0 0
81471 402 3 0 0
81472 365 2 0 0
81473 469 2 0 0
81476 762 2 0 0
81477 128 5 0 0
81482 128 6 0 0
81484 469 2 0 0
81487 402 3 0 0
81490 128 3 0 0
81491 402 3 0 0
81493 66 2 0 0
81494 402 3 0 0
81496 231 2 0 0
81497 128 2 0 0
81499 365 1 0 0
81502 8 3 0 0
81505 402 3 0 0
81513 128 6 0 0
81519 73 2 0 0
81523 128 5 0 0
81528 110 2 0 0
81532 128 6 0 0
81535 66 4 0 0
81536 128 4 0 0
81540 73 2 0 0
81553 128 6 0 0
81554 128 6 0 0
81560 66 1 0 0
81561 128 3 0 0
81564 128 3 0 0
81565 128 3 0 0
81567 128 7 0 0
81569 128 4 0 0
81571 128 4 0 0
81573 128 4 0 0
81574 128 5 0 0
81576 128 3 0 0
81578 128 6 0 0
81580 128 4 0 0
81582 128 7 0 0
81589 73 1 0 0
81594 128 3 0 0
81598 402 4 0 0
81603 128 4 0 0
81605 402 4 0 0
81611 402 4 0 0
81612 231 3 0 0
81614 128 4 0 0
81615 808 3 0 0
81618 128 4 0 0
81619 128 7 0 0
81624 8 3 0 0
81626 808 3 0 0
81627 73 2 0 0
81628 365 2 0 0
81629 402 5 0 0
81631 128 4 0 0
81634 231 1 0 0
81635 365 2 0 0
81643 808 4 0 0
81644 441 4 0 0
81648 402 4 0 0
81651 128 5 0 0
81652 402 4 0 0
81653 365 3 0 0
81656 402 5 0 0
81657 365 1 0 0
81658 402 3 0 0
81662 402 5 0 0
81664 365 1 0 0
81666 365 3 0 0
81667 402 4 0 0
81668 402 4 0 0
81669 808 3 0 0
81671 402 4 0 0
81672 402 3 0 0
81674 402 4 0 0
81676 128 5 0 0
81677 402 3 0 0
81679 402 4 0 0
81680 73 2 0 0
81681 365 2 0 0
81682 402 3 0 0
81683 402 4 0 0
81686 402 3 0 0
81687 402 3 0 0
81693 8 4 0 0
81695 120 2 0 0
81696 1036 0 1 0
81698 231 2 0 0
81700 220 3 0 0
81701 8 5 0 0
81702 1036 0 1 0
81703 220 4 0 0
81704 220 3 0 0
81705 402 3 0 0
81711 110 2 0 0
81714 8 2 0 0
81715 231 4 0 0
81718 231 4 0 0
81721 8 2 0 0
81722 402 4 0 0
81727 220 2 0 0
81730 66 5 0 0
81739 426 5 0 0
81741 73 3 0 0
81743 8 2 0 0
81744 402 3 0 0
81745 66 6 0 0
81750 73 5 0 0
81751 73 2 0 0
81756 8 5 0 0
81758 66 5 0 0
81760 73 2 0 0
81761 8 5 0 0
81765 8 5 0 0
81769 73 2 0 0
81771 808 4 0 0
81773 8 2 0 0
81775 8 5 0 0
81778 8 4 0 0
81781 110 2 0 0
81782 66 5 0 0
81786 808 3 0 0
81789 73 4 0 0
81795 231 3 0 0
81796 8 5 0 0
81800 402 4 0 0
81807 808 3 0 0
81809 231 1 0 0
81820 1036 0 1 0
81825 808 3 0 0
81826 128 7 0 0
81829 402 3 0 0
81830 402 5 0 0
81831 110 2 0 0
81833 128 7 0 0
81835 8 2 0 0
81836 808 4 0 0
81838 402 4 0 0
81842 365 2 0 0
81843 441 5 0 0
81844 402 4 0 0
81845 73 2 0 0
81846 402 5 0 0
81847 402 4 0 0
81848 365 2 0 0
81849 365 3 0 0
81850 365 2 0 0
81853 402 3 0 0
81854 365 1 0 0
81856 365 1 0 0
81857 365 2 0 0
81860 402 2 0 0
81861 365 1 0 0
81862 365 2 0 0
81865 120 3 0 0
81866 365 2 0 0
81870 441 5 0 0
81871 402 3 0 0
81872 402 2 0 0
81873 402 2 0 0
81876 120 3 0 0
81882 402 3 0 0
81883 365 3 0 0
81885 402 3 0 0
81889 231 2 0 0
81890 402 2 0 0
81892 120 2 0 0
81893 128 6 0 0
81894 231 2 0 0
81895 441 5 0 0
81897 402 4 0 0
81899 8 3 0 0
81902 231 2 0 0
81903 120 4 0 0
81904 120 2 0 0
81905 120 3 0 0
81906 402 3 0 0
81907 402 3 0 0
81909 402 2 0 0
81911 231 2 0 0
81912 402 3 0 0
81914 402 2 0 0
81915 402 4 0 0
81916 73 3 0 0
81920 128 5 0 0
81922 402 3 0 0
81925 231 2 0 0
81926 231 1 0 0
81927 120 2 0 0
81930 120 3 0 0
81931 231 1 0 0
81932 808 2 0 0
81934 365 2 0 0
81936 402 4 0 0
81940 231 2 0 0
81943 73 3 0 0
81945 66 5 0 0
81946 73 3 0 0
81947 66 4 0 0
81948 73 2 0 0
81949 66 1 0 0
81951 73 3 0 0
81952 231 1 0 0
81953 8 4 0 0
81957 66 5 0 0
81966 8 4 0 0
81967 8 3 0 0
81968 120 2 0 0
81971 8 5 0 0
81973 8 4 0 0
81975 231 1 0 0
81976 120 2 0 0
81977 120 2 0 0
81979 231 1 0 0
81980 231 2 0 0
81981 120 2 0 0
81983 402 4 0 0
81984 441 2 0 0
81985 402 4 0 0
81987 441 2 0 0
81988 231 1 0 0
81993 402 3 0 0
81994 8 2 0 0
81995 120 3 0 0
81997 73 2 0 0
81999 402 4 0 0
82002 66 6 0 0
82005 120 3 0 0
82006 8 3 0 0
82008 73 4 0 0
82010 120 2 0 0
82016 120 3 0 0
82019 8 2 0 0
82022 402 4 0 0
82023 8 4 0 0
82024 73 3 0 0
82025 73 2 0 0
82027 8 4 0 0
82028 73 3 0 0
82032 120 3 0 0
82035 808 2 0 0
82038 73 3 0 0
82040 120 3 0 0
82044 402 4 0 0
82045 120 2 0 0
82046 402 2 0 0
82049 441 3 0 0
82051 231 3 0 0
82052 808 2 0 0
82053 808 2 0 0
82055 1036 0 1 0
82057 925 2 0 0
82058 120 1 0 0
82059 8 2 0 0
82060 62 2 0 0
82062 120 4 0 0
82063 110 3 0 0
82064 62 2 0 0
82067 8 2 0 0
82068 120 5 0 0
82069 925 1 0 0
82071 120 4 0 0
82072 76 6 0 0
82073 76 6 0 0
82074 1036 0 1 0
82078 220 4 0 0
82081 220 3 0 0
82082 206 1 0 0
82083 8 2 0 0
82084 402 2 0 0
82086 120 6 0 0
82087 925 0 0 0
82088 925 1 0 0
82089 8 2 0 0
82091 220 3 0 0
82096 120 2 0 0
82098 110 3 0 0
82100 1036 0 1 0
82101 73 3 0 0
82105 120 2 0 0
82107 426 4 0 0
82110 8 4 0 0
82113 402 4 0 0
82115 73 2 0 0
82119 110 2 0 0
82120 120 2 0 0
82121 110 3 0 0
82122 402 2 0 0
82126 220 3 0 0
82127 426 3 0 0
82129 73 1 0 0
82131 402 3 0 0
82133 120 2 0 0
82138 231 1 0 0
82139 231 2 0 0
82143 8 4 0 0
82144 220 4 0 0
82147 120 2 0 0
82149 220 3 0 0
82156 8 4 0 0
82158 220 3 0 0
82159 231 1 0 0
82161 231 2 0 0
82165 120 3 0 0
82166 441 3 0 0
82167 402 4 0 0
82168 441 3 0 0
82170 120 2 0 0
82171 402 3 0 0
82174 8 4 0 0
82175 120 2 0 0
82176 402 4 0 0
82177 402 2 0 0
82178 120 2 0 0
82179 808 3 0 0
82181 231 2 0 0
82184 120 2 0 0
82190 120 2 0 0
82191 441 3 0 0
82193 441 3 0 0
82196 808 2 0 0
82197 808 2 0 0
82198 925 2 0 0
82199 402 4 0 0
82203 402 4 0 0
82204 441 3 0 0
82205 808 2 0 0
82207 120 2 0 0
82208 231 3 0 0
82210 402 4 0 0
82212 120 2 0 0
82215 120 2 0 0
82216 342 4 0 0
82218 231 3 0 0
82219 120 2 0 0
82221 110 2 0 0
82222 402 3 0 0
82223 62 3 0 0
82227 73 3 0 0
82233 231 3 0 0
82236 120 3 0 0
82240 120 2 0 0
82241 120 3 0 0
82252 220 4 0 0
82253 231 3 0 0
82259 73 3 0 0
82260 220 4 0 0
82262 220 4 0 0
82263 120 5 0 0
82265 120 6 0 0
82266 120 3 0 0
82268 925 2 0 0
82270 66 5 0 0
82272 402 4 0 0
82274 925 1 0 0
82277 120 1 0 0
82285 220 5 0 0
82286 220 5 0 0
82290 120 4 0 0
82291 426 3 0 0
82292 220 4 0 0
82294 1036 0 1 0
82295 220 5 0 0
82297 120 4 0 0
82301 8 3 0 0
82302 120 5 0 0
82303 120 2 0 0
82304 220 5 0 0
82308 73 3 0 0
82309 62 3 0 0
82310 1036 0 1 0
82316 342 3 0 0
82318 120 5 0 0
82320 426 3 0 0
82322 120 6 0 0
82323 1036 0 1 0
82324 342 3 0 0
82328 120 6 0 0
82329 120 4 0 0
82330 120 6 0 0
82331 62 3 0 0
82333 1036 0 1 0
82334 426 3 0 0
82335 342 4 0 0
82338 426 3 0 0
82339 426 3 0 0
82340 925 1 0 0
82355 342 4 0 0
82361 120 4 0 0
82362 342 5 0 0
82376 110 4 0 0
82382 110 3 0 0
82385 76 5 0 0
82387 76 5 0 0
82391 76 5 0 0
82392 76 4 0 0
82394 426 3 0 0
82396 189 4 0 0
82397 342 3 0 0
82398 120 4 0 0
82399 342 3 0 0
82404 120 2 0 0
82408 189 4 0 0
82411 342 4 0 0
82412 120 5 0 0
82415 120 2 0 0
82416 76 6 0 0
82418 342 3 0 0
82425 189 4 0 0
82426 76 3 0 0
82432 342 3 0 0
82434 120 3 0 0
82436 189 4 0 0
82439 76 4 0 0
82442 8 2 0 0
82444 76 5 0 0
82448 76 6 0 0
82449 76 6 0 0
82453 402 2 0 0
82457 342 3 0 0
82458 402 4 0 0
82461 120 5 0 0
82462 120 5 0 0
82464 8 2 0 0
82465 76 6 0 0
82467 120 3 0 0
82468 1036 0 1 0
82472 1036 0 1 0
82475 402 1 0 0
82477 76 7 0 0
82478 120 5 0 0
82479 925 2 0 0
82480 8 2 0 0
82481 402 4 0 0
82483 120 6 0 0
82484 8 3 0 0
82486 402 2 0 0
82487 62 2 0 0
82489 120 2 0 0
82490 120 6 0 0
82491 120 6 0 0
82494 120 5 0 0
82495 73 3 0 0
82496 120 2 0 0
82497 73 3 0 0
82499 342 4 0 0
82500 220 4 0 0
82501 1036 0 1 0
82505 220 4 0 0
82508 120 2 0 0
82510 120 6 0 0
82511 1036 0 1 0
82517 342 4 0 0
82519 110 1 0 0
82520 120 2 0 0
82521 120 5 0 0
82522 73 2 0 0
82525 573 2 0 0
82526 120 5 0 0
82527 1036 0 1 0
82531 426 3 0 0
82532 8 1 0 0
82533 120 5 0 0
82537 120 5 0 0
82538 120 4 0 0
82543 62 3 0 0
82545 1036 0 1 0
82546 120 5 0 0
82548 62 2 0 0
82550 925 1 0 0
82552 925 1 0 0
82556 62 2 0 0
82558 62 2 0 0
82559 120 5 0 0
82563 76 5 0 0
82564 120 3 0 0
82565 120 3 0 0
82566 120 3 0 0
82568 76 5 0 0
82569 76 5 0 0
82570 76 4 0 0
82571 120 5 0 0
82574 76 5 0 0
82575 76 4 0 0
82577 76 5 0 0
82578 76 4 0 0
82579 120 3 0 0
82581 120 3 0 0
82582 62 4 0 0
82583 62 3 0 0
82585 120 5 0 0
82586 120 3 0 0
82587 120 5 0 0
82588 76 7 0 0
82589 76 6 0 0
82592 76 4 0 0
82593 189 5 0 0
82595 189 5 0 0
82596 120 5 0 0
82597 76 4 0 0
82598 73 2 0 0
82599 76 5 0 0
82600 76 7 0 0
82601 76 4 0 0
82602 62 4 0 0
82603 76 5 0 0
82604 76 4 0 0
82605 76 4 0 0
82606 76 4 0 0
82607 76 5 0 0
82608 62 4 0 0
82609 120 2 0 0
82610 1036 0 1 0
82611 189 5 0 0
82612 76 4 0 0
82613 120 2 0 0
82615 62 2 0 0
82616 76 3 0 0
82617 76 3 0 0
82630 189 5 0 0
82632 62 3 0 0
82638 193 2 0 0
82641 193 1 0 0
82643 193 2 0 0
82645 573 2 0 0
82649 573 2 0 0
82653 62 2 0 0
82658 73 4 0 0
82664 342 4 0 0
82666 193 2 0 0
82669 342 3 0 0
82670 950 1 0 0
82671 76 3 0 0
82677 364 3 0 0
82683 73 4 0 0
82698 950 1 0 0
82710 950 3 0 0
82725 342 5 0 0
82738 8 2 0 0
82739 8 2 0 0
82740 8 2 0 0
82742 8 3 0 0
82753 73 2 0 0
82754 73 3 0 0
82756 110 0 0 0
82757 76 4 0 0
82781 402 3 0 0
82790 76 4 0 0
82792 76 5 0 0
82793 1036 0 1 0
82794 76 5 0 0
82799 73 2 0 0
82800 76 3 0 0
82804 189 4 0 0
82811 76 3 0 0
82812 76 5 0 0
82814 76 4 0 0
82816 120 4 0 0
82819 120 2 0 0
82820 73 2 0 0
82821 76 4 0 0
82822 120 1 0 0
82824 1036 0 1 0
82827 62 1 0 0
82832 342 4 0 0
82833 342 3 0 0
82835 76 4 0 0
82838 62 3 0 0
82842 76 4 0 0
82843 62 2 0 0
82845 120 5 0 0
82846 120 2 0 0
82847 189 4 0 0
82848 76 3 0 0
82851 193 3 0 0
82852 76 3 0 0
82856 120 2 0 0
82861 76 3 0 0
82862 76 2 0 0
82865 62 1 0 0
82867 73 4 0 0
82870 189 4 0 0
82876 73 3 0 0
82877 8 2 0 0
82879 120 4 0 0
82880 193 3 0 0
82881 120 5 0 0
82882 193 3 0 0
82883 189 5 0 0
82888 76 2 0 0
82897 120 3 0 0
82899 120 4 0 0
82904 1036 0 1 0
82906 120 4 0 0
82907 426 3 0 0
82911 120 3 0 0
82913 76 2 0 0
82914 8 1 0 0
82917 120 3 0 0
82921 426 3 0 0
82922 120 3 0 0
82927 62 3 0 0
82932 62 1 0 0
82946 76 3 0 0
82954 76 2 0 0
82956 193 3 0 0
82957 62 2 0 0
82958 193 2 0 0
82970 76 4 0 0
82973 193 1 0 0
82974 193 2 0 0
82986 227 2 0 0
82990 193 2 0 0
82996 193 3 0 0
82997 193 2 0 0
82998 193 2 0 0
82999 76 2 0 0
83001 76 4 0 0
83002 364 3 0 0
83003 193 2 0 0
83004 1036 0 1 0
83005 206 2 0 0
83006 73 4 0 0
83007 73 4 0 0
83019 193 2 0 0
83022 193 2 0 0
83032 193 2 0 0
83033 76 3 0 0
83036 193 3 0 0
83037 73 3 0 0
83044 62 2 0 0
83046 364 3 0 0
83057 342 4 0 0
83061 120 4 0 0
83062 193 2 0 0
83064 193 1 0 0
83068 193 2 0 0
83070 73 3 0 0
83074 193 2 0 0
83075 206 1 0 0
83079 364 4 0 0
83081 73 3 0 0
83082 8 3 0 0
83088 76 2 0 0
83094 227 3 0 0
83097 1036 0 1 0
83098 62 2 0 0
83101 120 3 0 0
83107 120 3 0 0
83114 76 2 0 0
83123 76 3 0 0
83125 76 3 0 0
83129 193 3 0 0
83130 364 3 0 0
83131 62 2 0 0
83132 364 3 0 0
83133 8 1 0 0
83140 193 2 0 0
83141 193 3 0 0
83142 62 2 0 0
83143 62 3 0 0
83144 227 3 0 0
83147 62 1 0 0
83151 227 3 0 0
83152 8 1 0 0
83154 8 2 0 0
83156 206 2 0 0
83157 193 3 0 0
83159 193 3 0 0
83163 62 3 0 0
83165 193 3 0 0
83166 1036 0 1 0
83170 193 3 0 0
83174 193 3 0 0
83179 62 2 0 0
83182 8 1 0 0
83185 8 2 0 0
83186 193 2 0 0
83187 62 2 0 0
83189 76 3 0 0
83191 76 3 0 0
83196 8 2 0 0
83200 76 3 0 0
83207 206 2 0 0
83212 227 2 0 0
83213 426 1 0 0
83214 110 2 0 0
83220 227 2 0 0
83221 62 2 0 0
83224 62 3 0 0
83231 62 3 0 0
83232 62 3 0 0
83240 364 1 0 0
83248 426 1 0 0
83251 62 3 0 0
83255 62 3 0 0
83256 492 3 0 0
83263 364 2 0 0
83268 364 2 0 0
83269 110 1 0 0
83274 193 2 0 0
83275 193 2 0 0
83283 62 2 0 0
83291 206 2 0 0
83294 8 2 0 0
83296 8 2 0 0
83297 364 2 0 0
83300 206 2 0 0
83301 364 4 0 0
83309 950 0 0 0
83312 206 2 0 0
83318 1036 0 1 0
83329 62 2 0 0
83331 193 3 0 0
83332 193 2 0 0
83334 193 2 0 0
83348 120 4 0 0
83350 120 4 0 0
83352 120 4 0 0
83354 193 3 0 0
83355 193 2 0 0
83356 193 2 0 0
83357 193 3 0 0
83358 193 2 0 0
83361 76 3 0 0
83362 8 2 0 0
83365 8 3 0 0
83368 193 3 0 0
83369 193 3 0 0
83370 364 2 0 0
83371 110 1 0 0
83373 193 2 0 0
83379 193 3 0 0
83385 73 5 0 0
83391 73 4 0 0
83393 364 3 0 0
83396 193 3 0 0
83400 8 2 0 0
83401 1036 0 1 0
83402 134 3 0 0
83404 206 2 0 0
83405 364 4 0 0
83406 73 4 0 0
83408 62 3 0 0
83409 193 2 0 0
83416 193 2 0 0
83417 900 2 0 0
83420 193 2 0 0
83426 8 3 0 0
83428 364 3 0 0
83430 364 2 0 0
83434 900 2 0 0
83435 8 3 0 0
83438 193 2 0 0
83451 110 4 0 0
83455 364 2 0 0
83464 193 3 0 0
83466 62 3 0 0
83467 193 3 0 0
83468 492 3 0 0
83483 134 1 0 0
83488 8 3 0 0
83491 492 3 0 0
83495 76 1 0 0
83496 193 2 0 0
83498 503 4 0 0
83503 767 2 0 0
83505 426 2 0 0
83508 193 3 0 0
83513 492 1 0 0
83517 110 3 0 0
83519 426 4 0 0
83520 426 4 0 0
83527 492 2 0 0
83530 193 3 0 0
83531 193 3 0 0
83532 492 3 0 0
83533 364 4 0 0
83534 193 3 0 0
83535 503 3 0 0
83537 76 3 0 0
83544 110 2 0 0
83545 110 3 0 0
83546 426 4 0 0
83553 492 2 0 0
83554 1036 0 1 0
83556 492 2 0 0
83558 1036 0 1 0
83562 492 2 0 0
83566 1036 0 1 0
83567 134 2 0 0
83569 492 2 0 0
83575 134 1 0 0
83577 62 2 0 0
83578 62 3 0 0
83579 193 3 0 0
83583 62 3 0 0
83585 503 4 0 0
83586 193 2 0 0
83588 76 1 0 0
83594 227 1 0 0
83597 492 2 0 0
83599 76 2 0 0
83601 76 2 0 0
83607 76 1 0 0
83609 426 4 0 0
83610 492 2 0 0
83616 492 2 0 0
83619 492 2 0 0
83622 193 5 0 0
83623 193 5 0 0
83624 426 4 0 0
83627 192 3 0 0
83630 110 1 0 0
83631 134 2 0 0
83638 227 2 0 0
83639 900 1 0 0
83642 227 2 0 0
83649 110 2 0 0
83653 227 2 0 0
83657 76 2 0 0
83663 492 3 0 0
83664 193 3 0 0
83665 134 1 0 0
83669 227 1 0 0
83674 1036 0 1 0
83675 227 2 0 0
83676 8 3 0 0
83678 227 1 0 0
83679 62 3 0 0
83681 76 1 0 0
83683 193 2 0 0
83684 193 2 0 0
83685 950 1 0 0
83686 900 2 0 0
83690 1036 0 1 0
83692 1036 0 1 0
83694 193 3 0 0
83697 62 4 0 0
83700 192 2 0 0
83701 193 3 0 0
83702 134 1 0 0
83705 76 2 0 0
83714 62 3 0 0
83715 193 3 0 0
83716 193 3 0 0
83720 193 3 0 0
83721 193 2 0 0
83723 193 3 0 0
83725 193 4 0 0
83728 110 3 0 0
83732 193 3 0 0
83733 193 4 0 0
83734 193 3 0 0
83735 1036 0 1 0
83737 76 3 0 0
83738 1036 0 1 0
83739 503 3 0 0
83740 76 2 0 0
83742 134 4 0 0
83743 62 4 0 0
83744 227 1 0 0
83745 503 2 0 0
83747 503 3 0 0
83751 503 2 0 0
83753 503 3 0 0
83755 192 3 0 0
83758 134 2 0 0
83760 492 2 0 0
83761 192 3 0 0
83766 492 3 0 0
83770 503 2 0 0
83771 62 4 0 0
83772 426 1 0 0
83775 134 3 0 0
83776 134 3 0 0
83780 503 2 0 0
83783 492 3 0 0
83788 164 4 0 0
83789 76 4 0 0
83790 134 3 0 0
83796 767 1 0 0
83799 164 4 0 0
83801 76 5 0 0
83802 503 3 0 0
83804 164 4 0 0
83805 76 3 0 0
83807 235 3 0 0
83809 164 4 0 0
83810 134 3 0 0
83815 235 4 0 0
83817 235 4 0 0
83818 164 4 0 0
83819 134 2 0 0
83823 76 5 0 0
83828 164 4 0 0
83832 492 2 0 0
83835 227 2 0 0
83836 76 4 0 0
83839 492 2 0 0
83840 134 4 0 0
83841 76 3 0 0
83842 503 4 0 0
83843 76 3 0 0
83845 134 2 0 0
83846 492 3 0 0
83847 1036 0 1 0
83848 873 2 0 0
83850 492 2 0 0
83853 134 3 0 0
83856 492 3 0 0
83857 193 4 0 0
83859 193 4 0 0
83861 227 3 0 0
83865 492 3 0 0
83866 503 3 0 0
83868 503 3 0 0
83873 426 2 0 0
83875 426 3 0 0
83877 426 2 0 0
83879 503 4 0 0
83881 503 3 0 0
83884 193 4 0 0
83887 227 3 0 0
83888 227 4 0 0
83889 193 3 0 0
83890 76 4 0 0
83893 193 5 0 0
83894 193 5 0 0
83895 193 4 0 0
83898 193 4 0 0
83899 193 4 0 0
83900 193 5 0 0
83912 227 4 0 0
83914 767 1 0 0
83916 193 4 0 0
83919 193 3 0 0
83921 503 3 0 0
83922 193 3 0 0
83925 193 3 0 0
83930 767 2 0 0
83932 227 3 0 0
83933 503 4 0 0
83934 193 3 0 0
83935 1036 0 1 0
83937 426 2 0 0
83938 76 2 0 0
83940 134 2 0 0
83944 62 3 0 0
83948 193 4 0 0
83950 134 3 0 0
83954 134 3 0 0
83957 1036 0 1 0
83958 134 3 0 0
83960 134 4 0 0
83962 134 3 0 0
83963 76 3 0 0
83964 134 3 0 0
83967 134 2 0 0
83968 76 4 0 0
83969 193 4 0 0
83971 62 3 0 0
83973 134 2 0 0
83981 134 3 0 0
83982 62 4 0 0
83983 76 4 0 0
83985 503 2 0 0
83986 503 2 0 0
83988 492 4 0 0
83990 227 5 0 0
83991 366 5 0 0
83992 227 5 0 0
83994 492 4 0 0
83995 492 4 0 0
83998 227 5 0 0
84000 62 4 0 0
84001 492 3 0 0
84003 492 4 0 0
84006 492 4 0 0
84007 134 4 0 0
84009 193 4 0 0
84010 503 3 0 0
84011 192 3 0 0
84013 492 3 0 0
84015 1036 0 1 0
84016 134 3 0 0
84018 110 3 0 0
84020 503 3 0 0
84021 227 5 0 0
84025 364 4 0 0
84028 134 3 0 0
84033 227 3 0 0
84034 134 3 0 0
84036 503 3 0 0
84037 492 4 0 0
84038 503 3 0 0
84042 492 4 0 0
84043 492 4 0 0
84044 503 3 0 0
84045 503 3 0 0
84047 492 3 0 0
84048 134 3 0 0
84050 503 2 0 0
84052 503 2 0 0
84055 227 4 0 0
84057 227 4 0 0
84058 503 4 0 0
84059 503 3 0 0
84060 492 3 0 0
84061 134 4 0 0
84062 134 4 0 0
84063 134 4 0 0
84064 492 4 0 0
84066 76 5 0 0
84067 76 5 0 0
84068 134 3 0 0
84070 492 3 0 0
84071 76 3 0 0
84073 76 5 0 0
84077 767 3 0 0
84078 134 2 0 0
84079 492 3 0 0
84082 492 5 0 0
84083 503 3 0 0
84088 492 4 0 0
84089 134 2 0 0
84093 76 2 0 0
84096 873 1 0 0
84098 767 2 0 0
84100 492 3 0 0
84102 227 6 0 0
84103 193 4 0 0
84108 110 3 0 0
84110 134 4 0 0
84111 532 5 0 0
84114 227 5 0 0
84115 492 4 0 0
84117 134 4 0 0
84119 110 4 0 0
84121 110 4 0 0
84122 134 3 0 0
84125 164 5 0 0
84128 873 1 0 0
84134 785 2 0 0
84136 110 4 0 0
84137 134 2 0 0
84139 110 4 0 0
84142 110 3 0 0
84143 767 2 0 0
84147 134 2 0 0
84150 503 2 0 0
84151 76 2 0 0
84152 767 2 0 0
84155 76 2 0 0
84156 193 5 0 0
84160 492 3 0 0
84161 76 5 0 0
84169 164 2 0 0
84170 492 3 0 0
84171 164 3 0 0
84172 492 3 0 0
84177 164 3 0 0
