# x y z radius void
-169.8089305800467 163.57434343936856 210.3571468554907 22.563759264835706 0
-170.0584059708572 164.40011990546517 211.22757507861738 22.474077404345984 0
-136.61079571847245 52.7926336628963 272.80227226881317 22.461278567804705 1
-170.3922752572663 162.82087655110425 208.94156475014913 22.419721475123442 0
-137.42247913964513 52.70452454789326 273.202469265954 22.359162890154074 1
-137.8492710314236 53.07679084959836 273.3590897843385 22.2038892887104 1
-168.4545092096291 96.24853778143108 253.1202471423988 22.129653009288532 2
-138.23717561167862 53.167491455087074 273.385117253902 22.014004869469286 1
-169.0791498009536 162.7712663559787 212.11308188636463 21.992956804813613 0
-169.115298810081 163.7615637248877 209.63733228370094 21.95398557871198 0
-171.78579907245722 163.40178979445423 208.6206323457193 21.933747922592925 0
-137.92744857026415 54.22101605927254 273.24946212233687 21.915470903139497 1
-270.6995571097438 -81.02646271470341 135.6392455392579 21.883949281562142 3
-168.33818092655022 96.21357350803147 252.19346358124196 21.881278502203212 2
-270.4903623513971 -80.92514734116894 135.78108751294192 21.86354453647653 3
-168.29551634514337 96.32875912525085 251.55096626731958 21.79861317451203 2
-124.47645605583648 47.97403824920024 276.38357574627173 21.777086339623636 1
-172.5345439073941 163.98671583823239 208.79889196453445 21.68059285936588 0
-168.6667373405421 162.6388079208348 212.2977366481252 21.647378937225447 0
-137.8092540226059 55.75716990101679 272.9953745196051 21.645476029577466 1
-138.01381767962505 55.92908326114815 273.0712811497054 21.59584547660913 1
-170.89242049838333 160.2391281048571 207.7112484338117 21.564417153380234 0
-172.95325779812444 164.71552078567774 209.41498684959248 21.53301506822451 0
-272.0115343402712 -80.8839794582001 135.23070918125993 21.493061747408795 3
-263.2676361460553 -78.60646586985712 122.72876277784346 21.48051223119734 3
-263.0834923815518 -78.51778006903449 122.82331551296978 21.477078856352303 3
-262.46734870825435 -78.23588082255888 123.13368351470369 21.469610969721465 3
-167.49195160914257 95.44771372766633 255.14356907039897 21.46853101122009 2
-269.85715422549026 -80.08568091944495 136.53989956315573 21.455686821833424 3
-134.05518836715316 50.95063546580539 268.62907718728604 21.437194976800413 1
-169.1225548140696 163.19762953828817 207.73933341668038 21.38932266247763 0
-124.95924436027171 47.95880114731626 275.00823929670355 21.368366662722117 1
-166.7015834831879 98.3708473819595 254.48330800005274 21.313729560540263 2
-263.78920926729023 -78.96293393357936 123.92141485012627 21.26669911042847 3
-167.04553484015975 95.1080059490372 241.75993720004593 21.24808459969605 2
-167.14817626616605 95.06965791642915 241.83299697315923 21.24131842523499 2
-230.22104545721382 111.41004391135826 104.04949955450907 21.24092405232525 4
-166.766478324813 95.29921014231311 241.4132558852354 21.19568660586223 2
-264.03201629346546 -79.13098379310861 124.47625420055597 21.19389167655288 3
-166.74099542029663 95.3156137058387 241.38166657841285 21.191032142458404 2
-262.9102537832588 -78.61107739214233 124.96195779879187 21.185845741432335 3
-232.75703751366882 112.17581536366156 105.94416394123463 21.168809259508702 4
-166.72310076993787 95.35600156031269 241.46685378186805 21.160526135398875 2
-203.12564280161666 167.41042470627346 104.67675981667655 21.128712350353016 5
-203.15756531684295 167.50994213263525 104.42025053100608 21.12154553091453 5
-167.061688726893 95.060271524728 255.44022305893697 21.031439905864666 2
-233.1339207202798 112.59734166548625 106.20625133923627 21.024834729445605 4
-264.56952868749164 -79.3098648668811 125.06954194439017 21.0172229278394 3
-134.31983133185204 50.296974064519844 267.9005768865968 20.967154276019002 1
-168.1705319244124 163.76796826947205 207.81395683479428 20.927199747638618 0
-203.3075322515012 167.97142744171788 104.1554798569391 20.847536598206474 5
-268.5419041682212 -78.53365517160145 137.72051798166808 20.826564487638755 3
-127.05643228690903 48.59897216111248 273.2417587880236 20.790110905693915 1
-168.72933390343013 166.2869665386712 210.89466905589595 20.77443503902221 0
-277.6388743918825 -80.39474378721815 133.5654802841216 20.741438804751517 3
-271.7951579784418 -84.30725854909859 137.72630640145306 20.733754818519404 3
-233.9580669016824 113.18003442470665 106.50105252837642 20.70846978391492 4
-279.2220334688565 -80.08498312565155 133.20000335115745 20.692111845451844 3
-174.97706683918028 166.45023005795153 211.21388642463657 20.663377315780387 0
-266.29163216770735 -79.8898838492255 126.96973044018978 20.655508745574515 3
-233.3824323824524 112.90723051494058 107.06474146381761 20.60479816643621 4
-232.24004699036786 111.67533685426892 107.2537668331105 20.558702522272437 4
-271.0130316747255 -84.13178138998461 138.4658277769633 20.554326799080993 3
-267.2335675523728 -80.12735579423506 128.82245290243645 20.540163694321116 3
-200.86692473317916 167.5446118421342 103.79094318793389 20.533983648282888 5
-145.14937671269698 65.4213586057442 272.7527115101317 20.52242101405732 1
-263.75723655413367 -78.50879671157152 130.41436308616497 20.494033484918617 3
-200.13558328120646 167.00137450551955 105.0604738565309 20.488157739174365 5
-167.27639714759505 162.27392735568824 213.02126794989948 20.48564697367001 0
-145.59121700478286 66.9650480686199 271.9218057812497 20.440702158608968 1
-263.7446278987902 -78.328412143157 130.76725551735166 20.37958331617321 3
-164.66592093750208 94.85761005837738 238.92639927222746 20.343496161858607 2
-166.04987090417268 96.77337626357037 244.42684933870933 20.31672362817324 2
-140.65813461260313 50.25496847655661 271.91361974769643 20.316372369048345 1
-234.42467035441555 111.16498558009576 104.74320789308653 20.31089932399296 4
-206.1822861370236 164.07632114210492 106.83727836826542 20.27987003448097 5
-272.8730346998348 -85.75670795621299 138.5095118178799 20.26230470038916 3
-167.05648969022482 164.4876459789451 207.59578197445808 20.24250746605452 0
-166.95721711863672 96.37268020473881 239.5353761210197 20.238754794620128 2
-232.9924212362361 112.52056672396922 107.85714026540695 20.238645854262224 4
-227.26792253574024 112.1909510266219 102.79455986849013 20.216876517164323 4
-266.8174204680386 -76.6986579625597 139.58859825798964 20.208100131514176 3
-169.69842718390913 159.79421263296572 206.02110400446423 20.19729624071889 0
-145.4596824956428 64.36476806912715 272.899637801228 20.1642383415301 1
-266.6064534983645 -76.49124700693982 139.75880151836787 20.161462925400095 3
-145.88751521575085 66.66904612194703 271.8188414929493 20.153169031551798 1
-266.7755976886042 -76.74275401965214 139.77576139500303 20.121436794782102 3
-206.1704962993466 165.9682280237146 102.92541342332191 20.107049458390396 5
-145.55143446947218 67.20569892389035 273.70279844770914 20.09055274442613 1
-280.2084448332699 -79.0277314842549 133.48950362501773 20.069410646997238 3
-231.96045569122057 109.6767399623885 101.6998192861356 20.058503566428296 4
-206.36627602761166 163.2650280929268 107.3827382635258 20.043530545012604 5
-232.90652954286395 112.52338636081471 108.20231703633023 20.03843312580872 4
-206.38884204484776 164.90111511381198 104.80180109113833 20.02467426200368 5
-199.02827188267247 167.6589759846732 103.05431891225433 20.020919387037978 5
-226.69258086495316 112.18818947035432 102.78589554908376 20.013936574366184 4
-165.24244068130673 93.54020880651937 239.7028196346343 20.005239430103458 2
-265.6409391076192 -75.69089089398328 140.02917132462892 19.974108442304136 3
-145.6770566619724 67.45666863320933 273.9257974702159 19.962430978702546 1
-145.69188067936315 63.6082496312307 272.99793976854846 19.933723882265745 1
-123.31258355972211 48.661281652476944 273.45929423405727 19.920994748738096 1
-265.2317338836912 -75.3677855336171 140.08875439987216 19.914277703458684 3
-169.17542123105636 157.50809167195754 211.83531202785397 19.881385054572036 0
-170.5614120885034 154.847147415904 208.46449526964304 19.8295607503399 0
-265.0359214023419 -75.90471657331223 137.7549647991326 19.829331807713423 3
-270.8853841812141 -85.34371644745606 140.43807536488498 19.82761567872945 3
-266.3192294502242 -75.75442988824629 140.24134747313215 19.80338363291061 3
-164.7056926242695 93.28699219939921 239.07652220756069 19.78612023994075 2
-134.29854960142617 50.40990926070979 265.96255586403265 19.781740030242478 1
-164.79492082425833 100.32223214778519 250.58210758879167 19.779262048780293 2
-233.4349812502474 113.58857737973035 108.17870404694914 19.760237917061954 4
-133.39874593216098 52.698817342318215 265.70672190238486 19.741395034283812 1
-230.79377469905432 110.70265287391109 108.81262829966178 19.740121063438178 4
-89.26388635883097 -95.83585259186019 221.10559848188709 19.73150335799752 6
-163.18432638078843 -16.642762625543128 10.131340131910079 19.713014716601528 7
-226.99585409002546 111.9802785069504 102.08532131808714 19.711896104940788 4
-280.86573427662057 -78.54023152830766 133.7100499608139 19.706346874549755 3
-141.32831287563323 49.39446358555057 271.1612653109296 19.697299048757127 1
-235.592414704646 115.04112895575835 106.82962956680606 19.695794861101056 4
-164.6250100827662 100.47357716098503 250.40458543751436 19.68845018791298 2
-166.0619718984731 -17.130253903847183 11.381718394056557 19.67867018797696 7
-164.03072508055118 -16.742649401219662 10.51130441531444 19.671788415314634 7
-166.32299192071017 96.5834577392445 238.05442807607923 19.671021320383307 2
-141.6940306614711 78.13595669508508 101.37147689124099 19.668304152323813 8
-145.99510088337306 62.708333795506164 273.1492650136648 19.66410017449435 1
-264.25495783750074 -76.60288954514711 135.1131628131183 19.660604133004878 3
-166.8814682425764 -17.195742696829626 12.020188816967677 19.6503481616034 7
-166.3134092434032 164.5797114048663 207.34407923287483 19.62613795737518 0
-166.18178634835184 96.55017394986848 237.89176073450255 19.62401876480164 2
-197.68606353411948 167.19661321927114 102.30209074261187 19.583365563688567 5
-60.20729508724983 49.96897564188035 149.14191115541345 19.560262803536837 9
-79.97747851844494 -63.80829220838474 133.74771710680582 19.543599360078993 10
-174.69853567712704 159.18146412186758 206.3307371410498 19.54237843365232 0
-167.60745569537443 97.00464360021208 238.48466401279447 19.542194223200468 2
-209.36369956361753 -129.44181816685597 150.8560348011842 19.53956863176558 11
-135.34871943463065 49.34364650220221 278.0844400818033 19.535956407638306 1
-229.94440395754552 110.78402746664288 100.44107069679052 19.517232337248203 4
-208.12164507683127 -129.42685863594312 151.39785599838083 19.515961168677016 11
-225.11115217455026 112.13319327381066 102.8342524538114 19.514424218623763 4
-206.29665782807135 -129.11069882566966 152.01668784241195 19.488264188187046 11
-80.09821011952377 -63.197428503206524 133.8275261707305 19.4854082065772 10
-268.7675141059432 -80.69067563423626 140.54539439841562 19.450022523980834 3
-123.15417058088849 43.1729041364064 278.37522555327297 19.42435472352594 1
-229.0580917909986 114.66491887963424 102.95230213901664 19.41778789303252 4
-225.65124432632263 108.43913551280272 108.47032875043627 19.415921273290554 4
-169.55678074679415 155.16870425039357 210.89401296433726 19.414108023069666 0
-60.598830206627724 49.71331642498032 149.31686483623216 19.413731268913924 9
-167.81258976924252 97.09540536875477 238.34514896851445 19.403646808866128 2
-164.69249837084251 92.5411803850021 238.89561821824935 19.40258508937195 2
-141.30312698320887 80.06937315379966 102.32210151230869 19.401075513214646 8
-94.3599509224589 -73.82751212482052 105.89119624673152 19.386839939408787 12
-222.99992229625585 106.47180229517326 111.94609185298187 19.3758689695932 4
-141.11553487518574 78.0420584759127 100.96097043719381 19.359234564465915 8
-226.024416058695 17.292611466022656 177.50054568789943 19.358359344978666 13
-141.212154661129 80.11508488343533 102.29473873631026 19.350122607555495 8
-145.75751721108892 60.26464363394371 273.3450368214389 19.347865073316555 1
-223.2224297271266 106.59663926627442 111.91029548114534 19.332952984970518 4
-205.80358399244577 -128.9886701324629 152.53944591709154 19.327208670151347 11
-222.44151012226953 106.32224236364007 112.17658865989972 19.317538597156464 4
-262.1116827325057 -79.29820288334274 130.13947610059722 19.302462503270938 3
-270.65005673225875 -86.25620706133257 142.3329697480337 19.299328451342827 3
-146.47661157649026 60.90790509026481 273.4266414304106 19.278737142254034 1
-224.05000751782376 107.28500750695677 110.57650790468062 19.277905880666765 4
-78.72629925239625 -62.225641446663005 133.38941975014757 19.276720238736818 10
-237.70480193865447 113.45203130583057 105.89018552052906 19.268410842062718 4
-223.83373576484863 107.01741254340801 111.39503624565829 19.248358761234233 4
-223.89748034302315 107.07016796707124 111.29372853998528 19.244535102478977 4
-262.22940419656766 -48.15688558912088 93.57206141491635 19.23261084188873 14
-262.1764026022157 -48.222454167903 93.68887154479202 19.221914191665267 14
-143.9857903912448 76.45917118500351 98.97405769408938 19.22063449989897 8
-78.1594273200001 -62.91280697898756 133.0505905625165 19.219467773770642 10
-262.1986810264406 -49.67943564472381 92.07960195693583 19.21832588705239 14
-261.71546126330855 -51.10318363197149 92.27653811302712 19.20378932997999 14
-229.30680936015662 27.470696171144095 145.30810334404075 19.17279770284106 15
-204.92739428673173 -128.0475732017589 151.9832658589229 19.163604125528543 11
-140.87371159527527 79.536125581162 101.73231606316864 19.146831768781595 8
-262.1516635119277 -47.967072620040916 93.64172663922186 19.14403658015403 14
-229.84865037038546 29.20224345266205 142.41849974590662 19.1311769606961 15
-261.6780223457345 -49.33103877207434 94.27014942411147 19.130141388529644 14
-222.58948927378162 105.71645568476653 112.39099739327652 19.121502369873447 4
-95.14428737154651 -73.55008868225862 107.00006611617827 19.12045138441357 12
-226.64903912305738 24.274435549700357 143.70310829766535 19.119691914300887 15
-227.05426345673865 24.6462928988214 144.29177193496807 19.10551611195443 15
-229.78703061600427 28.991039414292402 142.78967240559822 19.104559711793126 15
-222.68997601060622 105.74201341808222 112.55466183212822 19.102025493739408 4
-77.90507237678457 -62.94019326351636 133.29208442997222 19.079437447358515 10
-266.0878902784167 -74.37083140916926 141.0661160213387 19.062499193615803 3
-168.79500264503395 97.07576509741605 238.47996838969965 19.048199222748 2
