# NSAID zone depth edge out
44780 149 5 0 0
44783 51 2 0 0
44787 48 3 0 0
44789 21 2 0 0
44801 21 2 0 0
44802 51 2 0 0
44803 169 1 0 0
44808 21 1 0 0
44809 169 1 0 0
44810 51 5 0 0
44812 21 2 0 0
44813 51 3 0 0
44814 169 1 0 0
44817 48 2 0 0
44820 16 4 0 0
44826 48 2 0 0
44829 51 2 0 0
44830 21 2 0 0
44831 169 2 0 0
44833 48 2 0 0
44835 21 2 0 0
44836 48 2 0 0
44837 16 3 0 0
44839 169 1 0 0
44841 48 3 0 0
44844 21 2 0 0
44850 48 2 0 0
44851 21 2 0 0
44852 48 2 0 0
44854 68 2 0 0
44855 48 2 0 0
44857 169 1 0 0
44859 169 1 0 0
44861 147 3 0 0
44862 1035 0 1 0
44863 169 1 0 0
44869 776 1 0 0
44871 68 1 0 0
44883 48 2 0 0
44886 48 3 0 0
44889 68 1 0 0
44895 765 2 0 0
44899 51 1 0 0
44900 765 1 0 0
44901 544 3 0 0
44914 765 4 0 0
44916 51 2 0 0
44919 765 2 0 0
44922 51 1 0 0
44929 51 5 0 0
44932 48 1 0 0
44933 51 5 0 0
44934 51 1 0 0
44939 636 2 0 0
44948 149 2 0 0
44951 1035 0 1 0
44954 21 3 0 0
44957 16 3 0 0
44960 48 0 0 0
44970 149 2 0 0
44976 51 1 0 0
44981 48 1 0 0
44985 48 2 0 0
44988 611 1 0 0
44991 149 2 0 0
44992 190 0 0 0
44993 51 1 0 0
44995 21 2 0 0
45006 21 1 0 0
45016 149 2 0 0
45028 48 1 0 0
45043 51 3 0 0
45048 51 2 0 0
45051 190 1 0 0
45052 48 2 0 0
45053 601 2 0 0
45054 149 2 0 0
45057 21 1 0 0
45058 21 2 0 0
45059 21 2 0 0
45060 21 2 0 0
45061 48 1 0 0
45063 48 2 0 0
45064 21 1 0 0
45065 636 1 0 0
45066 48 1 0 0
45079 21 1 0 0
45082 21 2 0 0
45087 149 5 0 0
45090 636 2 0 0
45100 410 3 0 0
45108 636 1 0 0
45113 776 1 0 0
45124 410 3 0 0
45129 149 2 0 0
45134 410 2 0 0
45136 410 3 0 0
45143 21 1 0 0
45144 16 4 0 0
45149 765 2 0 0
45154 21 2 0 0
45155 190 1 0 0
45159 21 1 0 0
45160 149 3 0 0
45167 21 1 0 0
45175 765 2 0 0
45178 410 2 0 0
45179 776 2 0 0
45183 21 3 0 0
45187 21 2 0 0
45199 21 3 0 0
45204 48 2 0 0
45205 604 2 0 0
45208 21 3 0 0
45209 51 5 0 0
45210 48 2 0 0
45217 48 3 0 0
45218 48 2 0 0
45219 765 4 0 0
45220 604 1 0 0
45222 604 2 0 0
45223 21 4 0 0
45224 604 3 0 0
45229 48 2 0 0
45236 48 3 0 0
45237 48 3 0 0
45238 48 2 0 0
45242 604 2 0 0
45243 604 2 0 0
45249 765 3 0 0
45257 16 3 0 0
45258 51 5 0 0
45260 765 2 0 0
45267 1035 0 1 0
45269 544 2 0 0
45270 21 3 0 0
45278 1035 0 1 0
45281 21 4 0 0
45289 185 1 0 0
45293 51 2 0 0
45294 48 3 0 0
45295 1035 0 1 0
45302 16 3 0 0
45303 604 1 0 0
45309 48 2 0 0
45311 149 5 0 0
45315 48 3 0 0
45317 48 2 0 0
45318 48 3 0 0
45320 48 2 0 0
45322 21 2 0 0
45323 636 2 0 0
45326 51 5 0 0
45327 1035 0 1 0
45328 21 2 0 0
45329 765 2 0 0
45330 48 2 0 0
45332 544 3 0 0
45334 16 2 0 0
45336 169 2 0 0
45337 16 2 0 0
45338 16 2 0 0
45343 544 2 0 0
45345 185 2 0 0
45347 48 3 0 0
45348 185 1 0 0
45350 185 2 0 0
45352 544 1 0 0
45353 48 3 0 0
45355 21 2 0 0
45358 544 1 0 0
45361 147 2 0 0
45363 544 3 0 0
45364 185 2 0 0
45367 1035 0 1 0
45375 147 2 0 0
45376 48 4 0 0
45377 169 2 0 0
45379 48 3 0 0
45382 48 3 0 0
45383 48 4 0 0
45384 147 2 0 0
45385 1035 0 1 0
45389 48 4 0 0
45390 21 3 0 0
45393 544 2 0 0
45394 190 3 0 0
45398 48 4 0 0
45399 544 3 0 0
45400 544 2 0 0
45403 16 3 0 0
45407 1035 0 1 0
45408 16 3 0 0
45414 16 3 0 0
45415 544 1 0 0
45418 544 1 0 0
45420 21 2 0 0
45421 51 6 0 0
45427 604 1 0 0
45437 48 3 0 0
45438 16 3 0 0
45444 544 1 0 0
45445 48 2 0 0
45446 48 4 0 0
45452 48 3 0 0
45455 190 3 0 0
45457 185 3 0 0
45459 16 3 0 0
45460 185 3 0 0
45467 21 2 0 0
45470 765 3 0 0
45472 16 3 0 0
45478 16 2 0 0
45479 16 4 0 0
45480 147 4 0 0
45487 16 2 0 0
45488 16 5 0 0
45489 544 2 0 0
45490 16 2 0 0
45504 410 4 0 0
45522 149 3 0 0
45527 21 4 0 0
45529 149 3 0 0
45532 636 3 0 0
45533 190 1 0 0
45535 636 3 0 0
45541 149 3 0 0
45550 21 4 0 0
45551 149 4 0 0
45554 410 3 0 0
45555 765 3 0 0
45560 410 4 0 0
45564 765 4 0 0
45565 149 3 0 0
45572 21 4 0 0
45579 765 2 0 0
45581 765 2 0 0
45590 21 3 0 0
45594 765 4 0 0
45595 765 2 0 0
45597 410 3 0 0
45604 21 1 0 0
45606 410 4 0 0
45608 765 2 0 0
45609 410 2 0 0
45612 410 4 0 0
45613 21 3 0 0
45624 765 3 0 0
45630 410 2 0 0
45640 48 2 0 0
45641 765 3 0 0
45643 636 3 0 0
45645 636 2 0 0
45646 765 2 0 0
45650 21 3 0 0
45659 636 3 0 0
45664 765 3 0 0
45667 765 2 0 0
45671 21 4 0 0
45673 149 4 0 0
45690 21 4 0 0
45694 21 2 0 0
45698 21 2 0 0
45702 21 3 0 0
45704 21 3 0 0
45718 190 2 0 0
45720 106 3 0 0
45721 190 1 0 0
45725 190 1 0 0
45744 48 1 0 0
45745 21 2 0 0
45767 21 2 0 0
45770 21 2 0 0
45794 106 3 0 0
45804 48 2 0 0
45812 190 1 0 0
45825 16 4 0 0
45831 106 4 0 0
45834 765 4 0 0
45835 261 4 0 0
45836 16 2 0 0
45837 544 2 0 0
45839 147 3 0 0
45840 185 3 0 0
45843 185 4 0 0
45844 16 3 0 0
45845 185 4 0 0
45848 16 3 0 0
45851 48 2 0 0
45853 185 3 0 0
45856 185 3 0 0
45858 544 2 0 0
45860 544 2 0 0
45861 147 1 0 0
45865 185 3 0 0
45867 21 1 0 0
45870 147 1 0 0
45871 544 3 0 0
45872 16 3 0 0
45873 190 4 0 0
45876 147 4 0 0
45878 185 3 0 0
45879 544 2 0 0
45880 262 3 0 0
45882 16 3 0 0
45884 16 3 0 0
45885 21 3 0 0
45890 544 3 0 0
45892 185 2 0 0
45893 544 2 0 0
45894 185 3 0 0
45895 147 1 0 0
45896 21 2 0 0
45900 16 3 0 0
45903 185 3 0 0
45908 21 3 0 0
45910 1035 0 1 0
45913 262 3 0 0
45916 262 3 0 0
45918 48 3 0 0
45919 1035 0 1 0
45922 185 2 0 0
45923 262 3 0 0
45925 16 4 0 0
45930 185 3 0 0
45931 147 4 0 0
45932 185 3 0 0
45940 1035 0 1 0
45942 1035 0 1 0
45944 48 4 0 0
45945 21 2 0 0
45951 48 4 0 0
45954 185 3 0 0
45955 185 3 0 0
45956 185 3 0 0
45957 765 4 0 0
45960 48 4 0 0
45962 765 4 0 0
45963 48 4 0 0
45964 544 3 0 0
45966 48 4 0 0
45967 544 3 0 0
45969 21 3 0 0
45970 1035 0 1 0
45974 147 2 0 0
45975 185 2 0 0
45988 21 1 0 0
45990 21 1 0 0
45995 21 1 0 0
45997 21 1 0 0
45999 399 2 0 0
46001 1035 0 1 0
46003 544 2 0 0
46005 185 2 0 0
46006 262 3 0 0
46008 21 2 0 0
46010 147 4 0 0
46012 48 3 0 0
46014 48 3 0 0
46015 21 1 0 0
46017 399 2 0 0
46018 48 4 0 0
46019 21 1 0 0
46020 21 2 0 0
46022 262 3 0 0
46023 1035 0 1 0
46025 262 3 0 0
46026 544 3 0 0
46028 544 3 0 0
46029 544 4 0 0
46030 544 1 0 0
46033 16 2 0 0
46040 147 3 0 0
46042 544 1 0 0
46043 48 5 0 0
46044 147 3 0 0
46045 147 3 0 0
46046 48 4 0 0
46047 21 3 0 0
46048 147 4 0 0
46050 147 2 0 0
46057 16 2 0 0
46061 48 4 0 0
46062 147 3 0 0
46064 399 2 0 0
46065 147 3 0 0
46066 16 4 0 0
46067 48 6 0 0
46068 48 6 0 0
46070 147 3 0 0
46071 48 3 0 0
46073 399 2 0 0
46074 262 3 0 0
46075 765 4 0 0
46076 147 2 0 0
46079 147 3 0 0
46080 48 6 0 0
46083 147 2 0 0
46084 1035 0 1 0
46085 147 2 0 0
46086 399 2 0 0
46087 147 2 0 0
46088 147 3 0 0
46093 262 2 0 0
46094 147 2 0 0
46096 16 2 0 0
46097 21 1 0 0
46098 48 5 0 0
46099 147 3 0 0
46101 48 4 0 0
46103 16 2 0 0
46104 147 2 0 0
46105 383 2 0 0
46106 147 2 0 0
46107 147 2 0 0
46108 1035 0 1 0
46109 16 2 0 0
46110 544 2 0 0
46112 147 2 0 0
46114 16 2 0 0
46115 1035 0 1 0
46116 48 3 0 0
46118 544 2 0 0
46128 147 2 0 0
46129 185 2 0 0
46130 262 4 0 0
46131 1035 0 1 0
46138 185 2 0 0
46141 636 2 0 0
46152 16 2 0 0
46157 16 2 0 0
46160 765 1 0 0
46161 106 4 0 0
46163 16 2 0 0
46164 765 2 0 0
46167 636 2 0 0
46170 53 7 0 0
46175 21 3 0 0
46179 765 3 0 0
46181 765 2 0 0
46197 21 2 0 0
46198 21 4 0 0
46199 106 3 0 0
46200 48 2 0 0
46205 1035 0 1 0
46212 765 3 0 0
46215 21 4 0 0
46218 16 2 0 0
46224 16 2 0 0
46225 16 3 0 0
46228 21 2 0 0
46231 106 3 0 0
46234 21 3 0 0
46239 190 2 0 0
46241 68 2 0 0
46244 16 3 0 0
46245 190 3 0 0
46247 48 2 0 0
46250 48 1 0 0
46253 16 3 0 0
46255 48 3 0 0
46256 16 2 0 0
46258 48 3 0 0
46266 765 1 0 0
46272 21 3 0 0
46273 16 2 0 0
46274 16 3 0 0
46287 21 4 0 0
46308 21 2 0 0
46309 765 3 0 0
46311 21 0 0 0
46312 16 2 0 0
46314 190 3 0 0
46316 48 3 0 0
46318 48 3 0 0
46320 48 3 0 0
46321 190 2 0 0
46329 16 3 0 0
46330 544 2 0 0
46333 48 4 0 0
46334 190 3 0 0
46338 544 2 0 0
46341 147 3 0 0
46342 16 5 0 0
46343 48 3 0 0
46345 544 2 0 0
46346 48 3 0 0
46349 16 3 0 0
46351 48 3 0 0
46353 544 2 0 0
46356 16 3 0 0
46357 16 5 0 0
46365 48 3 0 0
46366 16 3 0 0
46368 147 1 0 0
46371 16 2 0 0
46372 68 3 0 0
46383 765 2 0 0
46390 106 4 0 0
46400 106 4 0 0
46403 106 4 0 0
46405 16 3 0 0
46406 68 4 0 0
46409 106 4 0 0
46417 21 3 0 0
46419 16 1 0 0
46420 765 4 0 0
46425 21 2 0 0
46434 765 3 0 0
46435 106 3 0 0
46436 147 1 0 0
46439 106 3 0 0
46441 16 3 0 0
46442 261 3 0 0
46443 688 3 0 0
46445 765 3 0 0
46458 106 3 0 0
46462 21 4 0 0
46466 261 2 0 0
46469 765 3 0 0
46473 261 4 0 0
46475 185 4 0 0
46477 1035 0 1 0
46479 147 2 0 0
46482 53 7 0 0
46483 185 5 0 0
46487 570 2 0 0
46488 262 3 0 0
46491 21 2 0 0
46493 765 4 0 0
46495 21 1 0 0
46501 147 1 0 0
46504 147 2 0 0
46505 48 5 0 0
46507 48 6 0 0
46511 49 4 0 0
46512 16 1 0 0
46514 16 1 0 0
46515 53 7 0 0
46518 636 4 0 0
46519 185 4 0 0
46520 765 2 0 0
46523 383 1 0 0
46524 1035 0 1 0
46525 48 3 0 0
46528 16 2 0 0
46530 16 1 0 0
46535 21 3 0 0
46546 185 3 0 0
46549 16 2 0 0
46551 262 2 0 0
46552 261 3 0 0
46556 48 3 0 0
46558 544 3 0 0
46561 16 1 0 0
46562 765 4 0 0
46564 765 4 0 0
46565 185 3 0 0
46566 185 3 0 0
46567 262 2 0 0
46568 262 2 0 0
46570 16 2 0 0
46574 474 1 0 0
46575 16 2 0 0
46578 21 2 0 0
46579 16 2 0 0
46581 185 2 0 0
46583 604 1 0 0
46584 21 3 0 0
46585 185 2 0 0
46588 383 1 0 0
46589 604 1 0 0
46592 16 2 0 0
46593 21 2 0 0
46594 16 2 0 0
46597 21 2 0 0
46601 147 1 0 0
46603 16 2 0 0
46606 16 1 0 0
46607 147 1 0 0
46608 16 2 0 0
46611 48 5 0 0
46613 16 2 0 0
46617 383 1 0 0
46618 262 3 0 0
46619 16 2 0 0
46623 474 1 0 0
46626 16 2 0 0
46627 147 1 0 0
46630 21 2 0 0
46631 21 1 0 0
46633 147 2 0 0
46634 147 2 0 0
46635 544 2 0 0
46636 16 1 0 0
46637 48 4 0 0
46639 16 2 0 0
46642 16 3 0 0
46643 474 2 0 0
46645 16 2 0 0
46648 474 2 0 0
46656 383 1 0 0
46659 16 2 0 0
46663 16 3 0 0
46665 16 2 0 0
46666 16 2 0 0
46669 48 6 0 0
46674 48 5 0 0
46675 383 0 0 0
46676 96 3 0 0
46677 16 2 0 0
46678 36 5 0 0
46680 21 2 0 0
46684 21 2 0 0
46685 21 2 0 0
46686 544 2 0 0
46701 21 3 0 0
46704 21 2 0 0
46710 262 3 0 0
46711 262 4 0 0
46713 96 3 0 0
46714 474 1 0 0
46716 262 4 0 0
46719 21 2 0 0
46724 383 1 0 0
46728 262 4 0 0
46730 765 2 0 0
46731 544 1 0 0
46734 96 3 0 0
46741 21 2 0 0
46752 1035 0 1 0
46764 765 4 0 0
46765 262 2 0 0
46767 765 3 0 0
46769 185 2 0 0
46770 185 2 0 0
46773 185 2 0 0
46774 688 1 0 0
46775 765 4 0 0
46776 1035 0 1 0
46780 96 2 0 0
46786 262 3 0 0
46791 544 3 0 0
46792 765 5 0 0
46794 688 1 0 0
46795 16 2 0 0
46796 765 4 0 0
46799 474 2 0 0
46806 21 2 0 0
46811 765 4 0 0
46812 474 1 0 0
46814 765 3 0 0
46819 581 2 0 0
46821 96 2 0 0
46822 16 2 0 0
46825 636 2 0 0
46830 765 3 0 0
46831 53 7 0 0
46833 765 3 0 0
46834 48 5 0 0
46838 53 7 0 0
46840 261 2 0 0
46859 688 2 0 0
46866 21 2 0 0
46881 147 2 0 0
46897 765 2 0 0
46898 261 2 0 0
46905 147 0 0 0
46909 688 2 0 0
46914 261 3 0 0
46915 688 2 0 0
46923 765 3 0 0
46926 261 2 0 0
46930 147 2 0 0
46933 261 3 0 0
46934 261 3 0 0
46938 261 2 0 0
46939 53 7 0 0
46942 16 2 0 0
46944 261 3 0 0
46947 53 6 0 0
46952 147 4 0 0
46953 688 3 0 0
46954 68 3 0 0
46956 185 4 0 0
46960 261 3 0 0
46962 688 3 0 0
46966 21 4 0 0
46969 147 4 0 0
46971 16 1 0 0
46974 68 4 0 0
46977 16 2 0 0
46978 16 3 0 0
46981 147 4 0 0
46982 21 1 0 0
46985 765 2 0 0
46999 688 2 0 0
47003 147 4 0 0
47005 185 3 0 0
47008 21 1 0 0
47010 21 2 0 0
47014 1035 0 1 0
47015 53 7 0 0
47018 21 1 0 0
47020 185 4 0 0
47022 106 4 0 0
47023 262 3 0 0
47024 48 6 0 0
47026 147 3 0 0
47029 185 3 0 0
47030 48 7 0 0
47032 262 3 0 0
47037 1035 0 1 0
47039 147 1 0 0
47042 688 3 0 0
47045 147 1 0 0
47046 106 4 0 0
47048 262 3 0 0
47051 185 3 0 0
47054 185 3 0 0
47057 688 2 0 0
47064 106 4 0 0
47065 261 3 0 0
47067 261 3 0 0
47068 261 4 0 0
47069 688 2 0 0
47070 688 3 0 0
47073 16 4 0 0
47074 261 4 0 0
47076 16 3 0 0
47077 261 3 0 0
47078 261 4 0 0
47079 765 4 0 0
47080 261 3 0 0
47081 185 4 0 0
47085 261 4 0 0
47094 261 3 0 0
47097 261 3 0 0
47099 106 4 0 0
47101 261 4 0 0
47102 16 2 0 0
47103 185 4 0 0
47104 261 4 0 0
47109 262 2 0 0
47111 688 1 0 0
47114 262 3 0 0
47118 21 4 0 0
47120 688 2 0 0
47122 261 2 0 0
47123 688 2 0 0
47126 261 4 0 0
47127 16 2 0 0
47128 261 3 0 0
47129 185 4 0 0
47131 261 3 0 0
47133 261 3 0 0
47137 261 3 0 0
47138 261 2 0 0
47142 185 4 0 0
47144 21 4 0 0
47146 1035 0 1 0
47149 261 2 0 0
47151 261 3 0 0
47153 21 2 0 0
47154 261 4 0 0
47155 185 4 0 0
47157 262 3 0 0
47158 185 4 0 0
47159 261 4 0 0
47160 261 3 0 0
47161 185 5 0 0
47162 474 4 0 0
47163 544 2 0 0
47164 474 3 0 0
47165 16 2 0 0
47167 261 3 0 0
47168 261 2 0 0
47169 16 1 0 0
47171 261 3 0 0
47174 544 2 0 0
47175 261 2 0 0
47183 21 4 0 0
47184 53 7 0 0
47185 179 3 0 0
47186 147 3 0 0
47187 53 6 0 0
47188 53 7 0 0
47190 147 3 0 0
47193 383 2 0 0
47194 147 3 0 0
47195 262 2 0 0
47200 179 3 0 0
47202 1035 0 1 0
47203 147 3 0 0
47204 179 5 0 0
47205 179 2 0 0
47206 383 2 0 0
47207 383 2 0 0
47208 1035 0 1 0
47209 147 3 0 0
47210 147 2 0 0
47211 474 1 0 0
47212 383 2 0 0
47213 1035 0 1 0
47215 383 3 0 0
47216 383 1 0 0
47217 16 2 0 0
47218 474 3 0 0
47220 36 5 0 0
47222 179 3 0 0
47227 179 3 0 0
47228 1035 0 1 0
47230 179 5 0 0
47232 474 2 0 0
47237 383 1 0 0
47241 21 2 0 0
47244 96 2 0 0
47248 53 7 0 0
47252 581 3 0 0
47254 53 6 0 0
47257 49 3 0 0
47258 1035 0 1 0
47265 474 2 0 0
47269 48 5 0 0
47281 765 3 0 0
47286 474 2 0 0
47295 48 5 0 0
47296 474 1 0 0
47299 636 3 0 0
47301 474 2 0 0
47305 581 2 0 0
47306 544 3 0 0
47311 474 0 0 0
47313 36 4 0 0
47318 185 4 0 0
47320 21 2 0 0
47323 48 6 0 0
47326 474 2 0 0
47335 636 1 0 0
47336 21 2 0 0
47337 21 2 0 0
47339 185 3 0 0
47342 636 3 0 0
47343 96 2 0 0
47349 474 2 0 0
47358 1035 0 1 0
47360 262 2 0 0
47368 581 2 0 0
47369 179 1 0 0
47377 636 3 0 0
47378 179 1 0 0
47380 179 1 0 0
47385 636 3 0 0
47391 581 1 0 0
47392 179 1 0 0
47394 48 4 0 0
47395 36 4 0 0
47397 636 3 0 0
47400 49 4 0 0
47401 53 7 0 0
47403 385 2 0 0
47407 544 2 0 0
47409 765 5 0 0
47410 179 1 0 0
47411 765 4 0 0
47417 474 2 0 0
47418 1035 0 1 0
47420 262 1 0 0
47423 36 3 0 0
47424 474 1 0 0
47425 49 5 0 0
47426 36 4 0 0
47430 36 3 0 0
47436 48 5 0 0
47450 1035 0 1 0
47451 262 2 0 0
47455 1035 0 1 0
47458 647 1 0 0
47460 647 1 0 0
47461 262 2 0 0
47463 647 1 0 0
47465 474 2 0 0
47467 1035 0 1 0
47477 179 2 0 0
47478 474 1 0 0
47479 1035 0 1 0
47480 474 2 0 0
47482 179 3 0 0
47483 262 2 0 0
47484 179 3 0 0
47486 262 2 0 0
47489 544 2 0 0
47491 179 2 0 0
47495 103 7 0 0
47496 179 2 0 0
47498 49 4 0 0
47500 179 2 0 0
47502 179 1 0 0
47503 636 3 0 0
47504 36 5 0 0
47505 179 2 0 0
47507 179 3 0 0
47508 36 5 0 0
47509 262 3 0 0
47513 36 3 0 0
47516 179 1 0 0
47517 544 4 0 0
47519 544 3 0 0
47521 179 1 0 0
47522 147 2 0 0
47525 179 2 0 0
47526 103 7 0 0
47527 16 2 0 0
47530 16 3 0 0
47531 262 3 0 0
47533 262 4 0 0
47535 21 5 0 0
47536 21 2 0 0
47539 53 6 0 0
47540 16 3 0 0
47541 16 2 0 0
47542 261 3 0 0
47543 16 3 0 0
47545 16 2 0 0
47546 263 1 0 0
47548 636 1 0 0
47549 16 4 0 0
47553 16 2 0 0
47554 21 2 0 0
47556 147 1 0 0
47557 261 3 0 0
47559 1035 0 1 0
47560 16 2 0 0
47562 53 6 0 0
47564 16 2 0 0
47565 16 3 0 0
47567 261 2 0 0
47569 261 3 0 0
47570 16 1 0 0
47571 16 2 0 0
47573 16 2 0 0
47574 16 1 0 0
47575 16 2 0 0
47576 474 2 0 0
47578 262 5 0 0
47584 261 3 0 0
47588 16 3 0 0
47590 16 3 0 0
47594 16 1 0 0
47596 16 2 0 0
47597 147 1 0 0
47598 16 2 0 0
47601 261 2 0 0
47605 544 2 0 0
47610 410 3 0 0
47611 16 2 0 0
47614 261 3 0 0
47615 16 3 0 0
47616 16 3 0 0
47617 261 4 0 0
47618 16 1 0 0
47619 261 3 0 0
47626 261 4 0 0
47627 410 3 0 0
47631 16 3 0 0
47635 147 1 0 0
47646 16 1 0 0
47654 474 3 0 0
47657 16 2 0 0
47658 16 3 0 0
47671 261 2 0 0
47672 262 3 0 0
47677 261 2 0 0
47678 688 2 0 0
47683 261 3 0 0
47685 1035 0 1 0
47686 16 1 0 0
47695 688 2 0 0
47701 185 3 0 0
47702 185 3 0 0
47707 261 3 0 0
47713 261 3 0 0
47717 48 6 0 0
47719 48 6 0 0
47720 21 4 0 0
47721 21 3 0 0
47726 49 3 0 0
47731 53 7 0 0
47732 53 7 0 0
47733 1035 0 1 0
47734 474 1 0 0
47735 636 2 0 0
47737 16 1 0 0
47738 688 1 0 0
47739 262 3 0 0
47742 53 7 0 0
47744 185 4 0 0
47745 262 2 0 0
47749 147 2 0 0
47754 1035 0 1 0
47755 262 3 0 0
47756 1035 0 1 0
47758 262 3 0 0
47763 16 1 0 0
47769 16 3 0 0
47771 16 2 0 0
47773 262 2 0 0
47775 474 2 0 0
47777 262 4 0 0
47778 21 1 0 0
47781 636 3 0 0
47784 474 2 0 0
47786 21 2 0 0
47787 21 3 0 0
47797 147 2 0 0
47803 688 1 0 0
47809 16 2 0 0
47810 16 3 0 0
47811 688 2 0 0
47813 636 3 0 0
47815 16 3 0 0
47816 49 3 0 0
47821 16 2 0 0
47824 261 3 0 0
47825 49 3 0 0
47829 147 2 0 0
47830 636 3 0 0
47834 474 2 0 0
47837 21 2 0 0
47838 474 2 0 0
47840 262 3 0 0
47841 21 1 0 0
47845 21 4 0 0
47847 53 6 0 0
47848 474 2 0 0
47849 1035 0 1 0
47852 1035 0 1 0
47853 474 2 0 0
47855 1035 0 1 0
47856 53 6 0 0
47857 16 2 0 0
47862 581 2 0 0
47863 147 2 0 0
47865 474 2 0 0
47870 49 2 0 0
47871 262 3 0 0
47872 21 2 0 0
47873 544 2 0 0
47875 103 4 0 0
47877 21 3 0 0
47880 49 2 0 0
47881 16 2 0 0
47884 49 3 0 0
47885 261 4 0 0
47888 261 4 0 0
47889 261 3 0 0
47890 21 4 0 0
47891 474 2 0 0
47892 16 2 0 0
47893 21 2 0 0
47894 261 4 0 0
47895 16 2 0 0
47896 474 2 0 0
47899 43 2 0 0
47903 174 2 0 0
47904 174 1 0 0
47905 174 2 0 0
47907 174 2 0 0
47909 1035 0 1 0
47910 103 6 0 0
47911 174 1 0 0
47914 36 4 0 0
47916 36 4 0 0
47917 36 3 0 0
47918 179 1 0 0
47921 36 3 0 0
47922 147 4 0 0
47923 174 2 0 0
47924 474 2 0 0
47927 581 1 0 0
47930 581 1 0 0
47932 174 3 0 0
47934 474 2 0 0
47936 17 5 0 0
47937 36 4 0 0
47938 36 3 0 0
47939 36 5 0 0
47943 179 1 0 0
47944 174 3 0 0
47949 48 5 0 0
47950 53 7 0 0
47952 36 4 0 0
47955 36 3 0 0
47958 1035 0 1 0
47962 179 3 0 0
47964 474 2 0 0
47971 179 1 0 0
47972 48 5 0 0
47973 53 7 0 0
47974 174 3 0 0
47976 474 1 0 0
47980 36 5 0 0
47981 48 5 0 0
47983 36 5 0 0
47984 36 2 0 0
47985 179 2 0 0
47986 179 3 0 0
47991 174 2 0 0
47992 474 2 0 0
47993 36 5 0 0
47994 179 2 0 0
47995 36 4 0 0
47996 179 2 0 0
47997 1035 0 1 0
47998 1035 0 1 0
47999 36 3 0 0
48001 36 3 0 0
48003 1035 0 1 0
48005 179 2 0 0
48009 474 2 0 0
48011 179 3 0 0
48013 1035 0 1 0
48015 36 6 0 0
48016 36 6 0 0
48017 474 3 0 0
48018 474 2 0 0
48019 179 2 0 0
48020 474 2 0 0
48022 48 5 0 0
48023 262 3 0 0
48024 179 2 0 0
48025 179 3 0 0
48026 179 2 0 0
48027 179 3 0 0
48028 48 6 0 0
48029 179 3 0 0
48030 474 3 0 0
48031 179 1 0 0
48033 48 5 0 0
48034 16 3 0 0
48035 49 5 0 0
48037 262 1 0 0
48039 581 2 0 0
48043 474 2 0 0
48046 179 3 0 0
48047 53 7 0 0
48048 36 3 0 0
48049 36 3 0 0
48050 1035 0 1 0
48053 581 2 0 0
48054 48 5 0 0
48056 1035 0 1 0
48057 174 2 0 0
48059 179 3 0 0
48060 581 4 0 0
48061 474 1 0 0
48062 1035 0 1 0
48063 474 2 0 0
48064 179 3 0 0
48066 49 4 0 0
48068 474 2 0 0
48069 544 3 0 0
48071 647 2 0 0
48072 16 3 0 0
48074 179 2 0 0
48075 49 5 0 0
48076 179 3 0 0
48077 179 2 0 0
48082 581 3 0 0
48084 581 2 0 0
48086 179 2 0 0
48089 385 2 0 0
48093 179 1 0 0
48098 36 4 0 0
48103 474 1 0 0
48104 179 2 0 0
48105 1035 0 1 0
48106 49 3 0 0
48108 36 3 0 0
48112 174 2 0 0
48113 581 3 0 0
48116 647 2 0 0
48117 474 2 0 0
48120 179 1 0 0
48121 103 7 0 0
48124 474 3 0 0
48126 474 1 0 0
48128 474 1 0 0
48130 36 4 0 0
48131 36 5 0 0
48134 36 4 0 0
48137 36 5 0 0
48138 36 3 0 0
48139 474 1 0 0
48141 474 1 0 0
48142 474 2 0 0
48143 474 2 0 0
48144 36 5 0 0
48150 474 1 0 0
48151 474 2 0 0
48153 179 1 0 0
48155 581 1 0 0
48156 1035 0 1 0
48161 36 3 0 0
48164 474 2 0 0
48165 474 2 0 0
48167 179 1 0 0
48170 36 3 0 0
48171 36 3 0 0
48172 581 3 0 0
48173 474 2 0 0
48181 174 2 0 0
48182 581 3 0 0
48183 174 1 0 0
48184 36 4 0 0
48186 179 1 0 0
48190 385 3 0 0
48191 36 3 0 0
48192 385 3 0 0
48196 179 2 0 0
48198 179 2 0 0
48200 36 5 0 0
48204 474 2 0 0
48205 36 3 0 0
48206 174 2 0 0
48207 103 7 0 0
48208 581 2 0 0
48210 174 2 0 0
48213 179 2 0 0
48214 174 3 0 0
48215 179 2 0 0
48216 174 2 0 0
48218 174 2 0 0
48219 36 3 0 0
48223 581 2 0 0
48224 179 2 0 0
48225 179 2 0 0
48229 174 2 0 0
48230 36 3 0 0
48232 179 3 0 0
48235 36 3 0 0
48236 581 2 0 0
48237 36 3 0 0
48238 36 3 0 0
48239 179 2 0 0
48241 1035 0 1 0
48242 1035 0 1 0
48245 48 5 0 0
48246 43 4 0 0
48248 48 5 0 0
48249 17 4 0 0
48251 48 6 0 0
48252 16 2 0 0
48253 1035 0 1 0
48266 48 5 0 0
48267 544 4 0 0
48269 474 2 0 0
48273 474 2 0 0
48274 174 3 0 0
48275 174 2 0 0
48276 43 4 0 0
48278 43 3 0 0
48280 174 3 0 0
48281 174 2 0 0
48282 235 2 0 0
48286 43 3 0 0
