# NSAID zone depth edge out
371015 161 4 0 0
371016 161 3 0 0
371017 161 4 0 0
371021 236 2 0 0
371023 532 4 0 0
371024 236 2 0 0
371028 825 2 0 0
371029 161 4 0 0
371030 236 1 0 0
371032 505 1 0 0
371033 1035 0 1 0
371035 161 3 0 0
371038 505 2 0 0
371041 502 3 0 0
371042 502 3 0 0
371044 502 3 0 0
371049 505 2 0 0
371052 565 3 0 0
371054 233 1 0 0
371055 786 2 0 0
371056 565 3 0 0
371059 233 1 0 0
371060 505 1 0 0
371061 236 2 0 0
371066 505 1 0 0
371067 565 3 0 0
371068 565 3 0 0
371069 502 3 0 0
371071 236 2 0 0
371072 161 3 0 0
371075 236 1 0 0
371078 565 3 0 0
371087 786 2 0 0
371089 532 4 0 0
371091 532 3 0 0
371093 161 4 0 0
371094 236 2 0 0
371097 161 4 0 0
371098 161 4 0 0
371099 368 2 0 0
371106 1035 0 1 0
371111 194 5 0 0
371112 161 4 0 0
371113 236 2 0 0
371114 1035 0 1 0
371116 505 1 0 0
371118 565 3 0 0
371139 236 3 0 0
371140 165 4 0 0
371141 161 3 0 0
371147 786 3 0 0
371148 161 3 0 0
371149 161 3 0 0
371150 161 3 0 0
371152 161 3 0 0
371154 849 2 0 0
371158 161 3 0 0
371159 161 2 0 0
371162 505 2 0 0
371164 236 2 0 0
371165 505 2 0 0
371166 236 3 0 0
371169 161 2 0 0
371171 786 4 0 0
371172 161 2 0 0
371174 161 2 0 0
371175 236 2 0 0
371177 825 2 0 0
371178 1035 0 1 0
371179 161 4 0 0
371182 194 2 0 0
371183 161 3 0 0
371186 161 3 0 0
371187 161 2 0 0
371190 786 3 0 0
371191 236 3 0 0
371192 532 2 0 0
371194 161 2 0 0
371199 161 1 0 0
371201 161 2 0 0
371205 161 3 0 0
371206 1035 0 1 0
371208 161 3 0 0
371209 161 3 0 0
371210 161 2 0 0
371211 505 1 0 0
371212 161 4 0 0
371214 161 3 0 0
371215 161 2 0 0
371216 161 5 0 0
371217 161 2 0 0
371218 161 2 0 0
371219 161 3 0 0
371220 161 4 0 0
371223 161 2 0 0
371224 161 4 0 0
371226 161 4 0 0
371227 161 3 0 0
371228 161 3 0 0
371229 233 3 0 0
371230 161 3 0 0
371231 161 2 0 0
371232 1035 0 1 0
371236 532 3 0 0
371237 161 3 0 0
371238 233 2 0 0
371239 161 3 0 0
371241 161 1 0 0
371246 786 2 0 0
371247 161 2 0 0
371249 161 2 0 0
371252 161 3 0 0
371256 161 4 0 0
371260 161 3 0 0
371267 233 1 0 0
371270 233 2 0 0
371272 194 2 0 0
371273 161 3 0 0
371274 786 3 0 0
371277 161 2 0 0
371279 368 2 0 0
371280 532 3 0 0
371284 233 2 0 0
371285 194 1 0 0
371287 161 3 0 0
371291 161 5 0 0
371299 565 3 0 0
371300 161 4 0 0
371302 194 3 0 0
371303 1035 0 1 0
371306 161 2 0 0
371307 786 1 0 0
371310 1035 0 1 0
371313 161 3 0 0
371314 786 3 0 0
371316 161 3 0 0
371318 161 2 0 0
371319 233 3 0 0
371322 346 6 0 0
371323 80 7 0 0
371324 233 2 0 0
371325 161 4 0 0
371327 236 1 0 0
371328 161 5 0 0
371331 80 8 0 0
371338 161 3 0 0
371340 161 2 0 0
371342 161 5 0 0
371343 553 3 0 0
371346 825 3 0 0
371349 197 6 0 0
371350 80 8 0 0
371353 161 4 0 0
371356 532 3 0 0
371357 161 2 0 0
371358 161 3 0 0
371359 161 4 0 0
371360 161 5 0 0
371362 346 6 0 0
371366 553 4 0 0
371367 194 3 0 0
371368 553 3 0 0
371369 161 4 0 0
371373 161 4 0 0
371374 161 3 0 0
371375 161 4 0 0
371376 786 2 0 0
371377 161 3 0 0
371378 417 3 0 0
371382 161 4 0 0
371383 825 4 0 0
371385 161 3 0 0
371386 161 4 0 0
371387 161 3 0 0
371388 161 5 0 0
371389 161 3 0 0
371390 161 4 0 0
371391 1035 0 1 0
371393 161 3 0 0
371394 966 1 0 0
371398 966 2 0 0
371399 161 3 0 0
371400 966 1 0 0
371402 233 2 0 0
371404 236 2 0 0
371405 236 1 0 0
371406 194 4 0 0
371407 346 6 0 0
371408 161 5 0 0
371409 236 1 0 0
371410 161 5 0 0
371411 236 1 0 0
371412 197 6 0 0
371423 80 8 0 0
371424 161 5 0 0
371426 194 1 0 0
371427 532 2 0 0
371428 1035 0 1 0
371429 161 3 0 0
371430 161 3 0 0
371431 161 3 0 0
371432 161 3 0 0
371433 161 4 0 0
371434 161 5 0 0
371435 197 6 0 0
371436 161 6 0 0
371438 849 2 0 0
371439 825 4 0 0
371440 161 3 0 0
371443 236 2 0 0
371446 786 3 0 0
371447 786 2 0 0
371448 966 2 0 0
371449 197 5 0 0
371451 161 3 0 0
371452 161 4 0 0
371453 532 2 0 0
371454 161 3 0 0
371455 532 2 0 0
371456 532 2 0 0
371457 161 3 0 0
371458 161 3 0 0
371459 161 5 0 0
371460 505 1 0 0
371463 161 2 0 0
371465 233 2 0 0
371467 966 0 0 0
371468 197 5 0 0
371470 161 3 0 0
371474 849 2 0 0
371477 417 1 0 0
371478 1035 0 1 0
371481 1035 0 1 0
371486 1035 0 1 0
371488 165 3 0 0
371490 1035 0 1 0
371491 1035 0 1 0
371492 1035 0 1 0
371493 1035 0 1 0
371496 1035 0 1 0
371497 1035 0 1 0
371499 1035 0 1 0
371501 165 2 0 0
371502 825 2 0 0
371504 197 1 0 0
371505 1035 0 1 0
371506 1035 0 1 0
371517 1035 0 1 0
371519 165 3 0 0
371526 1035 0 1 0
371528 1035 0 1 0
371529 241 1 0 0
371530 1035 0 1 0
371532 417 2 0 0
371533 241 1 0 0
371538 1035 0 1 0
371545 1035 0 1 0
371546 165 3 0 0
371549 165 4 0 0
371551 165 3 0 0
371553 646 1 0 0
371555 165 3 0 0
371559 429 2 0 0
371560 165 5 0 0
371562 165 5 0 0
371564 817 1 0 0
371565 165 5 0 0
371567 241 1 0 0
371570 197 3 0 0
371575 417 4 0 0
371576 194 4 0 0
371581 417 4 0 0
371584 197 4 0 0
371587 197 4 0 0
371588 197 4 0 0
371589 194 5 0 0
371590 165 3 0 0
371592 197 4 0 0
371594 532 1 0 0
371595 165 4 0 0
371603 194 2 0 0
371604 194 2 0 0
371606 194 3 0 0
371612 194 2 0 0
371614 194 3 0 0
371617 241 1 0 0
371619 825 2 0 0
371622 197 1 0 0
371625 194 2 0 0
371627 825 2 0 0
371629 194 4 0 0
371636 194 3 0 0
371639 417 4 0 0
371641 197 4 0 0
371649 197 2 0 0
371652 197 4 0 0
371654 194 3 0 0
371656 194 2 0 0
371659 194 3 0 0
371663 197 3 0 0
371666 197 4 0 0
371668 417 2 0 0
371670 197 2 0 0
371681 197 3 0 0
371682 194 5 0 0
371683 646 1 0 0
371685 841 1 0 0
371687 165 2 0 0
371690 256 2 0 0
371692 237 2 0 0
371695 194 3 0 0
371696 417 3 0 0
371698 417 5 0 0
371700 1035 0 1 0
371701 197 1 0 0
371706 194 2 0 0
371709 237 2 0 0
371711 197 5 0 0
371723 65 5 0 0
371724 237 2 0 0
371728 237 2 0 0
371729 817 0 0 0
371735 197 4 0 0
371737 0 3 0 0
371739 0 3 0 0
371740 71 2 0 0
371741 71 2 0 0
371745 0 3 0 0
371750 0 2 0 0
371763 164 2 0 0
371765 13 2 0 0
371770 46 4 0 0
371777 71 3 0 0
371778 121 4 0 0
371779 301 1 0 0
371785 121 4 0 0
371788 301 2 0 0
371791 71 3 0 0
371795 709 3 0 0
371796 15 3 0 0
371802 301 1 0 0
371804 13 2 0 0
371805 473 1 0 0
371812 0 3 0 0
371813 13 2 0 0
371822 46 5 0 0
371823 13 2 0 0
371826 0 3 0 0
371828 212 1 0 0
371831 121 4 0 0
371832 13 2 0 0
371834 212 0 0 0
371835 46 4 0 0
371842 13 3 0 0
371844 121 3 0 0
371845 709 2 0 0
371853 121 3 0 0
371857 154 1 0 0
371859 15 3 0 0
371863 709 2 0 0
371869 1035 0 1 0
371876 13 4 0 0
371887 473 2 0 0
371889 154 1 0 0
371890 15 2 0 0
371896 516 3 0 0
371899 71 3 0 0
371908 15 2 0 0
371909 13 4 0 0
371910 154 1 0 0
371913 13 3 0 0
371914 516 1 0 0
371915 121 5 0 0
371916 13 3 0 0
371917 121 3 0 0
371921 121 3 0 0
371922 13 3 0 0
371928 13 3 0 0
371929 154 3 0 0
371931 71 3 0 0
371936 13 3 0 0
371937 0 3 0 0
371946 13 4 0 0
371949 121 3 0 0
371952 13 4 0 0
371953 71 3 0 0
371956 212 1 0 0
371962 13 4 0 0
371965 13 3 0 0
371966 13 3 0 0
371967 279 2 0 0
371968 13 3 0 0
371969 13 3 0 0
371971 301 2 0 0
371973 13 3 0 0
371975 13 3 0 0
371976 301 1 0 0
371977 154 2 0 0
371980 0 3 0 0
371981 13 3 0 0
371982 154 2 0 0
371983 13 2 0 0
371984 13 4 0 0
371985 15 3 0 0
371986 154 2 0 0
371987 71 2 0 0
371990 13 3 0 0
371991 71 3 0 0
371992 71 3 0 0
371993 13 3 0 0
371994 13 3 0 0
371997 473 2 0 0
372001 15 2 0 0
372002 13 3 0 0
372012 15 2 0 0
372013 46 3 0 0
372016 13 3 0 0
372019 0 2 0 0
372024 13 3 0 0
372026 13 3 0 0
372029 13 3 0 0
372032 492 2 0 0
372046 0 2 0 0
372049 453 1 0 0
372060 453 1 0 0
372063 154 2 0 0
372064 71 3 0 0
372065 1035 0 1 0
372066 453 2 0 0
372067 1035 0 1 0
372068 1035 0 1 0
372069 1035 0 1 0
372071 154 3 0 0
372080 154 2 0 0
372083 154 2 0 0
372085 0 3 0 0
372091 13 3 0 0
372096 154 4 0 0
372101 13 3 0 0
372107 13 3 0 0
372109 13 3 0 0
372110 212 2 0 0
372112 1035 0 1 0
372113 212 2 0 0
372114 71 2 0 0
372115 1035 0 1 0
372116 0 3 0 0
372117 0 4 0 0
372120 13 2 0 0
372122 212 1 0 0
372123 0 2 0 0
372125 212 1 0 0
372126 1035 0 1 0
372127 212 1 0 0
372129 13 5 0 0
372131 0 3 0 0
372133 301 1 0 0
372135 212 1 0 0
372136 301 1 0 0
372138 0 3 0 0
372141 212 1 0 0
372144 0 4 0 0
372146 0 4 0 0
372147 0 4 0 0
372148 0 3 0 0
372150 121 6 0 0
372151 0 3 0 0
372153 0 4 0 0
372155 13 2 0 0
372156 121 5 0 0
372158 0 4 0 0
372169 0 2 0 0
372171 212 1 0 0
372172 13 2 0 0
372177 13 3 0 0
372179 13 3 0 0
372180 15 2 0 0
372182 164 3 0 0
372183 212 1 0 0
372184 13 3 0 0
372185 13 3 0 0
372187 154 2 0 0
372188 154 2 0 0
372194 212 1 0 0
372203 212 2 0 0
372206 13 2 0 0
372207 13 3 0 0
372209 154 4 0 0
372210 13 3 0 0
372214 212 2 0 0
372215 0 2 0 0
372219 709 1 0 0
372220 212 2 0 0
372223 154 2 0 0
372224 0 3 0 0
372226 13 4 0 0
372227 13 2 0 0
372237 164 2 0 0
372238 13 4 0 0
372258 13 3 0 0
372260 453 1 0 0
372262 13 4 0 0
372263 13 4 0 0
372265 13 4 0 0
372269 13 4 0 0
372272 13 5 0 0
372273 13 5 0 0
372277 13 4 0 0
372280 13 3 0 0
372281 13 4 0 0
372283 71 2 0 0
372285 453 2 0 0
372289 0 3 0 0
372291 13 4 0 0
372293 0 3 0 0
372294 0 2 0 0
372296 709 2 0 0
372303 71 2 0 0
372308 71 2 0 0
372312 13 5 0 0
372315 0 3 0 0
372321 453 1 0 0
372322 453 2 0 0
372324 0 2 0 0
372326 0 2 0 0
372327 0 2 0 0
372330 13 3 0 0
372331 1035 0 1 0
372332 15 2 0 0
372336 453 2 0 0
372339 709 2 0 0
372340 13 5 0 0
372342 453 1 0 0
372344 0 3 0 0
372345 71 3 0 0
372347 13 3 0 0
372349 71 3 0 0
372352 13 3 0 0
372358 71 2 0 0
372359 453 3 0 0
372360 71 4 0 0
372366 453 2 0 0
372368 15 2 0 0
372369 71 3 0 0
372375 453 1 0 0
372376 15 2 0 0
372380 154 3 0 0
372381 13 3 0 0
372385 71 2 0 0
372386 154 3 0 0
372387 154 3 0 0
372389 71 1 0 0
372390 13 3 0 0
372391 453 2 0 0
372394 154 4 0 0
372398 15 2 0 0
372406 453 1 0 0
372407 71 3 0 0
372408 71 2 0 0
372409 71 3 0 0
372416 0 3 0 0
372418 71 2 0 0
372420 154 4 0 0
372423 453 1 0 0
372435 301 2 0 0
372439 13 3 0 0
372446 13 3 0 0
372447 13 4 0 0
372448 0 2 0 0
372452 154 3 0 0
372465 71 1 0 0
372470 453 2 0 0
372474 453 2 0 0
372481 453 1 0 0
372483 453 3 0 0
372486 13 4 0 0
372494 15 3 0 0
372497 453 2 0 0
372505 13 4 0 0
372512 13 5 0 0
372522 473 3 0 0
372524 13 4 0 0
372525 453 3 0 0
372528 71 1 0 0
372529 720 1 0 0
372533 453 2 0 0
372534 13 4 0 0
372540 473 3 0 0
372542 13 4 0 0
372543 164 2 0 0
372550 13 4 0 0
372554 13 4 0 0
372557 453 3 0 0
372560 13 4 0 0
372565 13 4 0 0
372570 13 4 0 0
372573 453 1 0 0
372574 13 4 0 0
372575 44 1 0 0
372576 453 2 0 0
372580 453 2 0 0
372584 13 4 0 0
372586 13 4 0 0
372591 15 2 0 0
372598 13 4 0 0
372614 13 4 0 0
372616 13 4 0 0
372621 13 4 0 0
372622 453 2 0 0
372631 13 4 0 0
372637 13 4 0 0
372639 13 4 0 0
372644 0 2 0 0
372646 0 3 0 0
372656 13 5 0 0
372659 13 3 0 0
372667 13 4 0 0
372668 0 3 0 0
372672 13 5 0 0
372675 453 0 0 0
372677 13 5 0 0
372691 44 2 0 0
372692 13 4 0 0
372693 13 4 0 0
372695 453 2 0 0
372703 13 4 0 0
372708 15 3 0 0
372710 720 1 0 0
372712 13 5 0 0
372713 13 4 0 0
372715 0 3 0 0
372718 13 4 0 0
372721 13 4 0 0
372724 13 4 0 0
372730 71 1 0 0
372731 13 4 0 0
372733 0 3 0 0
372735 44 1 0 0
372737 0 3 0 0
372746 13 4 0 0
372747 13 3 0 0
372749 453 1 0 0
372753 71 2 0 0
372755 13 3 0 0
372756 13 4 0 0
372758 13 4 0 0
372761 13 4 0 0
372766 0 2 0 0
372767 89 5 0 0
372768 13 3 0 0
372769 0 2 0 0
372771 13 5 0 0
372773 71 1 0 0
372775 0 3 0 0
372776 89 6 0 0
372779 13 3 0 0
372781 0 3 0 0
372784 0 3 0 0
372785 754 1 0 0
372788 808 2 0 0
372789 13 6 0 0
372790 663 3 0 0
372793 808 3 0 0
372794 71 2 0 0
372795 220 6 0 0
372800 44 2 0 0
372804 0 3 0 0
372806 15 2 0 0
372808 220 6 0 0
372809 220 6 0 0
372810 720 3 0 0
372811 0 4 0 0
372817 0 4 0 0
372822 71 2 0 0
372826 71 1 0 0
372827 71 1 0 0
372828 0 3 0 0
372830 71 2 0 0
372832 71 2 0 0
372833 0 3 0 0
372835 13 6 0 0
372837 13 7 0 0
372838 754 2 0 0
372839 71 1 0 0
372840 453 2 0 0
372843 71 3 0 0
372845 453 3 0 0
372849 720 1 0 0
372850 13 5 0 0
372851 754 2 0 0
372852 44 3 0 0
372854 453 2 0 0
372861 164 3 0 0
372864 15 2 0 0
372868 754 2 0 0
372869 271 2 0 0
372872 13 7 0 0
372874 271 2 0 0
372877 13 5 0 0
372882 754 1 0 0
372884 453 2 0 0
372888 754 1 0 0
372890 71 2 0 0
372891 271 3 0 0
372894 0 4 0 0
372895 453 2 0 0
372902 453 1 0 0
372906 0 3 0 0
372908 754 1 0 0
372909 663 3 0 0
372910 13 4 0 0
372917 453 2 0 0
372921 453 3 0 0
372922 0 3 0 0
372924 13 4 0 0
372930 0 4 0 0
372938 15 2 0 0
372940 0 3 0 0
372941 15 2 0 0
372943 13 4 0 0
372948 0 3 0 0
372954 13 5 0 0
372956 13 4 0 0
372957 15 2 0 0
372969 0 3 0 0
372970 789 2 0 0
372971 13 6 0 0
372972 0 3 0 0
372977 453 2 0 0
372978 789 3 0 0
372980 0 3 0 0
372981 453 2 0 0
372985 598 4 0 0
372986 15 2 0 0
372987 598 2 0 0
372989 71 1 0 0
372990 789 3 0 0
372993 71 2 0 0
372997 720 0 0 0
372998 13 5 0 0
373002 473 4 0 0
373007 44 2 0 0
373008 15 2 0 0
373010 0 3 0 0
373011 44 2 0 0
373015 0 2 0 0
373028 71 2 0 0
373031 789 2 0 0
373032 808 3 0 0
373037 164 2 0 0
373041 164 2 0 0
373043 441 4 0 0
373044 598 2 0 0
373047 598 2 0 0
373051 789 2 0 0
373055 71 1 0 0
373058 71 1 0 0
373060 754 1 0 0
373063 789 3 0 0
373064 453 3 0 0
373066 598 4 0 0
373070 13 5 0 0
373072 220 5 0 0
373076 808 2 0 0
373078 550 3 0 0
373080 550 3 0 0
373088 71 3 0 0
373090 64 6 0 0
373096 663 3 0 0
373098 789 2 0 0
373102 490 1 0 0
373105 220 5 0 0
373106 550 3 0 0
373109 808 1 0 0
373111 808 3 0 0
373113 663 2 0 0
373118 220 5 0 0
373122 64 4 0 0
373134 663 2 0 0
373142 550 2 0 0
373143 64 5 0 0
373144 815 1 0 0
373145 71 3 0 0
373146 220 6 0 0
373148 15 4 0 0
373149 15 3 0 0
373151 808 2 0 0
373154 64 5 0 0
373158 720 1 0 0
373161 441 3 0 0
373164 1035 0 1 0
373173 441 3 0 0
373174 0 4 0 0
373175 15 3 0 0
373178 441 4 0 0
373184 808 1 0 0
373185 789 1 0 0
373187 789 1 0 0
373188 789 1 0 0
373189 64 6 0 0
373191 663 2 0 0
373192 71 3 0 0
373195 663 4 0 0
373196 0 3 0 0
373197 64 5 0 0
373198 0 4 0 0
373199 71 2 0 0
373200 0 4 0 0
373201 0 4 0 0
373202 220 5 0 0
373204 754 1 0 0
373206 720 1 0 0
373207 663 3 0 0
373211 71 2 0 0
373216 71 4 0 0
373217 64 6 0 0
373218 775 2 0 0
373219 71 3 0 0
373220 0 4 0 0
373221 775 3 0 0
373222 808 2 0 0
373224 775 3 0 0
373225 220 6 0 0
373227 0 3 0 0
373228 720 3 0 0
373229 0 3 0 0
373231 1035 0 1 0
373232 71 2 0 0
373233 0 4 0 0
373234 0 4 0 0
373237 271 3 0 0
373240 775 2 0 0
373242 754 2 0 0
373243 0 4 0 0
373245 789 1 0 0
373246 1035 0 1 0
373248 64 6 0 0
373252 15 3 0 0
373253 775 3 0 0
373254 1035 0 1 0
373256 0 4 0 0
373257 775 2 0 0
373261 0 2 0 0
373264 0 4 0 0
373265 44 2 0 0
373267 64 5 0 0
373268 0 3 0 0
373269 720 2 0 0
373271 720 3 0 0
373272 720 3 0 0
373273 808 2 0 0
373274 0 4 0 0
373276 0 3 0 0
373277 271 3 0 0
373278 808 3 0 0
373279 0 4 0 0
373280 0 3 0 0
373281 789 3 0 0
373282 808 2 0 0
373283 598 4 0 0
373284 808 3 0 0
373289 220 5 0 0
373294 0 3 0 0
373296 0 4 0 0
373298 808 3 0 0
373299 490 3 0 0
373301 808 3 0 0
373306 808 3 0 0
373307 598 4 0 0
373308 71 2 0 0
373309 598 4 0 0
373310 0 3 0 0
373313 793 1 0 0
373315 1035 0 1 0
373316 44 2 0 0
373319 720 3 0 0
373321 808 2 0 0
373322 720 3 0 0
373323 0 3 0 0
373325 808 3 0 0
373326 720 1 0 0
373327 808 3 0 0
373331 808 3 0 0
373333 789 1 0 0
373336 490 3 0 0
373342 789 1 0 0
373343 789 2 0 0
373344 789 1 0 0
373345 598 2 0 0
373348 598 2 0 0
373351 808 2 0 0
373353 490 3 0 0
373354 15 3 0 0
373355 15 2 0 0
373356 490 3 0 0
373359 15 3 0 0
373361 789 2 0 0
373362 490 3 0 0
373365 789 2 0 0
373368 789 1 0 0
373371 789 1 0 0
373373 789 1 0 0
373375 441 3 0 0
373377 789 2 0 0
373379 789 2 0 0
373380 789 2 0 0
373383 793 1 0 0
373384 808 3 0 0
373386 71 4 0 0
373387 793 1 0 0
373388 300 5 0 0
373391 789 3 0 0
373392 15 2 0 0
373393 300 6 0 0
373396 789 2 0 0
373401 808 3 0 0
373402 808 2 0 0
373404 808 3 0 0
373405 808 3 0 0
373407 808 2 0 0
373409 793 1 0 0
373410 71 3 0 0
373411 71 4 0 0
373414 71 3 0 0
373416 808 3 0 0
373417 808 2 0 0
373418 300 5 0 0
373422 598 3 0 0
373423 598 3 0 0
373425 0 3 0 0
373426 300 5 0 0
373427 793 1 0 0
373428 453 4 0 0
373429 793 1 0 0
373432 598 3 0 0
373434 808 2 0 0
373442 0 5 0 0
373445 550 3 0 0
373446 71 7 0 0
373448 0 6 0 0
373451 220 4 0 0
373452 535 3 0 0
373456 976 1 0 0
373457 976 0 0 0
373461 815 1 0 0
373464 793 2 0 0
373469 220 5 0 0
373471 71 4 0 0
373473 220 3 0 0
373474 793 2 0 0
373490 0 5 0 0
373491 0 4 0 0
373493 220 3 0 0
373495 815 1 0 0
373498 71 6 0 0
373508 0 5 0 0
373514 0 5 0 0
373515 0 4 0 0
373516 220 3 0 0
373517 64 4 0 0
373518 0 5 0 0
373519 220 3 0 0
373520 0 4 0 0
373521 793 1 0 0
373522 0 5 0 0
373523 808 2 0 0
373524 550 4 0 0
373526 815 1 0 0
373531 64 4 0 0
373533 0 5 0 0
373535 550 2 0 0
373536 490 2 0 0
373537 550 4 0 0
373538 815 1 0 0
373539 64 5 0 0
373540 550 2 0 0
373541 550 2 0 0
373543 64 4 0 0
373545 64 4 0 0
373546 808 1 0 0
373548 64 4 0 0
373551 808 1 0 0
373552 64 5 0 0
373553 220 2 0 0
373554 220 6 0 0
373555 808 2 0 0
373556 220 5 0 0
373557 550 3 0 0
373558 550 3 0 0
373559 220 4 0 0
373560 220 4 0 0
373561 220 4 0 0
373562 815 1 0 0
373563 815 1 0 0
373566 64 5 0 0
373572 220 3 0 0
373579 220 2 0 0
373581 220 2 0 0
373583 220 4 0 0
373584 220 3 0 0
373586 220 5 0 0
373588 663 2 0 0
373589 550 2 0 0
373590 220 4 0 0
373591 808 1 0 0
373592 220 5 0 0
373594 220 3 0 0
373595 71 4 0 0
373596 598 4 0 0
373600 808 2 0 0
373601 220 4 0 0
373603 64 5 0 0
373604 64 5 0 0
373605 808 3 0 0
373607 0 3 0 0
373612 808 1 0 0
373617 300 5 0 0
373619 71 5 0 0
373620 789 3 0 0
373621 64 4 0 0
373622 808 2 0 0
373623 71 3 0 0
373624 663 2 0 0
373628 64 4 0 0
373633 220 4 0 0
373634 1035 0 1 0
373635 220 4 0 0
373636 550 3 0 0
373637 220 4 0 0
373638 550 4 0 0
373640 808 3 0 0
373642 598 3 0 0
373643 598 4 0 0
373646 598 2 0 0
373647 598 4 0 0
373649 598 3 0 0
373651 220 4 0 0
373652 64 5 0 0
373653 535 3 0 0
373654 598 3 0 0
373656 598 2 0 0
373657 220 4 0 0
373658 535 4 0 0
373659 535 4 0 0
373660 535 4 0 0
373663 64 5 0 0
373664 64 5 0 0
373667 535 4 0 0
373669 793 1 0 0
373670 71 6 0 0
373671 808 2 0 0
373672 535 4 0 0
373674 808 2 0 0
373675 663 2 0 0
373677 71 2 0 0
373678 64 3 0 0
373679 300 5 0 0
373680 535 4 0 0
373681 598 3 0 0
373682 64 4 0 0
373683 808 2 0 0
373684 808 4 0 0
373685 550 4 0 0
373687 64 5 0 0
373688 535 4 0 0
373690 220 3 0 0
373691 220 3 0 0
373695 64 5 0 0
373700 535 3 0 0
373701 808 3 0 0
373703 808 4 0 0
373704 71 7 0 0
373710 808 4 0 0
373711 663 3 0 0
373712 1035 0 1 0
373713 71 3 0 0
373715 598 3 0 0
373718 663 3 0 0
373719 71 2 0 0
373723 598 3 0 0
373725 808 2 0 0
373726 300 5 0 0
373727 808 3 0 0
373728 535 2 0 0
373729 808 2 0 0
373734 223 3 0 0
373735 728 3 0 0
373736 71 6 0 0
373738 0 6 0 0
373742 71 3 0 0
373743 220 3 0 0
373744 793 1 0 0
373746 673 2 0 0
373747 71 3 0 0
373748 728 4 0 0
373751 490 3 0 0
373752 598 3 0 0
373753 663 4 0 0
373754 808 2 0 0
373755 535 3 0 0
373756 808 2 0 0
373758 64 4 0 0
373759 598 2 0 0
373760 0 6 0 0
373762 64 4 0 0
373763 220 3 0 0
373764 220 3 0 0
373765 220 3 0 0
373766 64 4 0 0
373767 300 5 0 0
373768 663 3 0 0
373769 808 3 0 0
373772 793 1 0 0
373773 598 3 0 0
373779 728 4 0 0
373780 220 3 0 0
373781 220 3 0 0
373782 0 7 0 0
373783 220 3 0 0
373784 0 7 0 0
373785 0 5 0 0
373786 71 4 0 0
373788 535 4 0 0
373789 976 1 0 0
373790 976 1 0 0
373791 808 2 0 0
373792 0 7 0 0
373795 550 4 0 0
373796 32 8 0 0
373798 1035 0 1 0
373799 32 8 0 0
373800 32 7 0 0
373802 550 4 0 0
373804 550 3 0 0
373808 32 7 0 0
373809 1035 0 1 0
373810 32 9 0 0
373811 1035 0 1 0
373817 535 4 0 0
373818 29 4 0 0
373819 32 7 0 0
373820 808 4 0 0
373821 220 3 0 0
373822 32 7 0 0
373824 29 4 0 0
373826 32 9 0 0
373827 550 4 0 0
373828 29 4 0 0
373830 673 2 0 0
373831 220 6 0 0
373832 550 4 0 0
373834 728 5 0 0
373838 32 9 0 0
373841 1035 0 1 0
373844 535 3 0 0
373845 550 3 0 0
373848 32 7 0 0
373849 32 8 0 0
373854 220 5 0 0
373856 1035 0 1 0
373857 1035 0 1 0
373858 220 5 0 0
373859 32 8 0 0
373860 29 4 0 0
373861 29 6 0 0
373863 29 6 0 0
373864 550 4 0 0
373866 1035 0 1 0
373867 223 3 0 0
373868 32 7 0 0
373871 1035 0 1 0
373872 663 6 0 0
373874 1035 0 1 0
373875 29 5 0 0
373877 44 2 0 0
373879 808 4 0 0
373880 1035 0 1 0
373882 32 8 0 0
373884 808 5 0 0
373885 32 7 0 0
373887 808 4 0 0
373889 808 3 0 0
373890 550 4 0 0
373891 808 5 0 0
373896 1035 0 1 0
373897 1035 0 1 0
373902 220 6 0 0
373903 535 3 0 0
373904 1035 0 1 0
373910 976 2 0 0
373911 808 5 0 0
373915 808 3 0 0
373916 1035 0 1 0
373918 1035 0 1 0
373921 220 7 0 0
373923 32 8 0 0
373924 223 3 0 0
373925 220 6 0 0
373930 550 3 0 0
373931 220 7 0 0
373939 223 3 0 0
373940 976 2 0 0
373941 672 4 0 0
373946 223 4 0 0
373948 535 2 0 0
373949 672 3 0 0
373951 220 2 0 0
373952 64 6 0 0
373953 673 3 0 0
373954 220 5 0 0
373955 220 6 0 0
373956 220 2 0 0
373958 220 6 0 0
373959 1035 0 1 0
373960 976 1 0 0
373961 0 6 0 0
373962 0 5 0 0
373963 220 6 0 0
373964 223 4 0 0
373966 223 4 0 0
373967 223 3 0 0
373970 815 3 0 0
373971 815 3 0 0
373975 220 6 0 0
373976 220 6 0 0
373978 220 6 0 0
373979 220 6 0 0
373980 220 6 0 0
373984 220 6 0 0
373985 220 3 0 0
373986 1035 0 1 0
373987 535 2 0 0
373989 0 8 0 0
373990 550 4 0 0
373991 220 3 0 0
373992 535 3 0 0
373993 728 4 0 0
373994 808 2 0 0
373995 673 2 0 0
373997 0 5 0 0
373998 220 7 0 0
373999 0 5 0 0
374000 220 8 0 0
374001 220 7 0 0
374003 71 7 0 0
374005 220 7 0 0
374006 220 7 0 0
374007 976 1 0 0
374008 220 7 0 0
374011 220 6 0 0
374013 220 7 0 0
374014 0 6 0 0
374016 64 6 0 0
374018 220 3 0 0
374020 220 4 0 0
374023 220 3 0 0
374024 869 3 0 0
374028 220 6 0 0
374031 220 6 0 0
374035 220 5 0 0
374036 0 6 0 0
374039 976 2 0 0
374040 869 3 0 0
374041 869 1 0 0
374043 220 2 0 0
