# x y z redshift ra dec radius x1 y1 z1 x2 y2 z2 x3 y3 z3 area edge
-193.03763363498666 -150.6759686574153 186.00774518326142 0.10523847543288746 217.9739000534451 37.219714371283374 31.376261099592984 -9.477323220823813 -7.628031526550247 8.983242643665333 -33.71972969017936 7.503381494582972 -29.20290111290903 -10.254682015569616 38.26317462787925 21.67210372707941 41925.63915353246 9292.113159037122
-242.9704587648353 -20.9712576779724 189.49046034606863 0.10570352330633805 184.93308545145902 37.847280945391596 31.861814037195803 -12.221696002589699 -0.8902073216404813 9.673288849091115 -27.321375490908505 15.220496089174617 -33.11843092486645 7.530898431757407 42.79027929993667 13.4527742546828 48117.25027938029 9998.465391682252
-147.3552516327045 70.7264285500037 98.22504038593726 0.06460583665246246 154.36028740585218 31.003751011482613 36.672191294205675 -14.883935081640624 6.88355092167475 9.885265909913697 30.09913930828281 35.062784029145554 20.903552624740197 10.600803749739345 -31.82972413819819 38.12575252776083 45840.65626357612 0.0
-257.3216798969877 -78.91768779061874 126.87270594083253 0.10174093571308661 197.05019225218174 25.238277273000744 38.811382194016154 -16.104607852803227 -5.153049432187501 7.811776988580532 -23.423976464952837 -3.7078852611010933 -50.73632695097062 -15.60207283923139 53.727773897900654 3.2766693222296945 59534.20496793865 9030.66910527272
-168.55170438613797 91.00062797754612 229.82812816461018 0.10231285316593054 151.63550500314085 50.190756144662934 33.185689756223674 -9.067113259652334 4.421349826040889 11.92971372355147 36.50584331766878 -8.06144681386675 30.73377123415187 -14.834909335235395 -45.65571348678796 5.645573674611146 43674.61524016081 5371.243772515115
-86.4288328370224 34.53488276720797 153.5903246817708 0.060787218144237334 158.219538767109 58.78485735499601 28.225542135444435 -6.9166997918828494 2.345514260017629 11.751279983281227 33.70511286948677 14.183220837057195 17.00761114770619 9.156134289570845 -37.10098915673214 12.79444719868033 31021.64985959701 3742.68856003738
-217.49308611265656 11.272859245141772 163.475310336851 0.09290527411767235 177.0329640333005 36.89287996118408 40.858356995109865 -16.837001097904526 0.9838132935912638 12.71384433575794 33.502131193661306 15.48543671328459 43.16874005218043 7.319166617207158 -54.642624590404374 13.921120328697851 68181.43051700607 9.226998744894534
-108.93766785554179 77.14465201305075 272.4392882777278 0.10378698570044023 144.69562687716876 63.89658747775064 24.797044495032868 -3.3573664519346353 2.5092316018906815 8.169133874914117 34.86462147612619 19.364032777561906 8.380872264571677 14.93738114764657 -34.08244905551735 16.607760707830135 25678.699405826374 8822.812570717335
-161.46903515405512 -120.1791300197133 37.202314582426865 0.06943108631652209 216.65979115172328 10.471519664956984 33.51061753706989 -13.88690628753223 -10.159475986413414 3.4642970595801392 -27.25851755359586 37.411433099341814 0.44571160027030027 7.646323377714712 5.030303292893283 45.40286788168206 43930.55091209431 14.667772440058426
-151.8020314157801 51.61722579023511 267.24027312742186 0.10669218360111996 161.2204324421502 59.03725427093885 20.964460805045253 -4.0914040638222495 1.1092265874558613 7.084959143747698 25.375301301400455 18.260350383143813 11.794809684649453 14.07925727325491 -27.60872173305745 12.452895891888263 18317.045581216873 4147.971400533683
-224.49873763157896 101.5886132524511 104.73834807219916 0.09131225205404783 155.65262650708854 23.027921790106806 33.811785821494674 -13.458173298353769 6.056492957306881 6.388782139506516 26.826738172343045 27.941774059123418 30.022894717776303 -0.2065785681060818 -35.81043610733654 33.51272265004992 41936.868701807995 0.0
-171.8774418222275 -25.219949003400576 14.176450721917398 0.058968850205707045 188.34756525217088 4.665351080808766 31.529664489018575 -14.66162463114354 -2.159069242727597 1.3872514490339642 -6.245142620272672 14.774311798441937 -43.00963226346564 -4.858805038149674 42.9214397667528 15.449531405172667 39773.37768978662 5391.417387597704
